Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,0.35,0.77
15.50,0.39,0.02
45.50,0.59,0.03
75.50,0.56,0.26
105.50,0.33,0.29
135.50,-11.65,11.02
165.50,-85.55,82.59
195.50,-101.23,109.81
225.50,-100.72,111.63
255.50,-101.31,112.50
285.50,-101.78,112.60
314.50,-101.11,112.95
344.50,-100.53,112.45
375.50,-100.76,112.61
405.50,-101.55,112.25
435.50,-101.33,112.61
465.50,-102.08,112.31
495.50,-102.06,112.97
525.50,-101.74,113.06
555.00,-101.07,112.21
585.00,-100.49,112.82
615.50,-101.72,112.53
645.50,-101.82,112.65
675.50,-101.39,112.29
705.50,-101.91,112.64
735.50,-101.72,112.80
764.50,-101.84,112.17
794.00,-102.00,112.41
824.50,-101.76,112.55
854.50,-101.19,112.15
884.50,-101.26,113.28
915.00,-101.67,112.93
944.50,-101.34,112.70
974.50,-101.91,112.23
1005.50,-101.60,112.90
1035.50,-101.55,112.64
1065.50,-101.48,112.44
1095.50,-101.67,112.37
1125.50,-102.29,112.15
1155.50,-101.44,112.57
1185.50,-101.86,112.23
1215.50,-101.68,112.56
1243.50,-101.44,111.97
1273.50,-82.77,104.07
1305.50,-66.51,78.08
1335.50,-53.67,59.94
1365.50,-50.08,52.36
1395.50,-51.79,58.14
1425.50,-51.93,56.23
1455.00,-51.52,54.16
1485.00,-50.70,53.87
1515.50,-61.62,58.80
1545.50,-118.73,107.73
1575.50,-128.71,134.74
1605.50,-130.13,139.02
1634.00,-129.18,139.36
1664.00,-128.47,139.44
1695.50,-128.48,139.17
1725.50,-129.24,139.10
1755.50,-128.84,138.86
1785.50,-128.73,138.44
1815.50,-128.85,139.00
1845.50,-128.40,138.80
1875.50,-128.32,138.73
1905.50,-129.00,139.05
1935.50,-128.66,139.27
1964.00,-127.66,139.57
1994.00,-127.96,139.54
2025.50,-127.86,139.57
2055.50,-128.64,139.37
2085.50,-128.94,138.98
2115.50,-128.96,138.56
2145.50,-128.14,139.11
2175.50,-128.69,138.47
2205.50,-128.38,139.19
2235.50,-129.12,139.24
2265.50,-128.58,138.55
2295.50,-129.48,138.71
2325.50,-129.28,139.15
2355.50,-129.42,138.87
2385.50,-129.38,138.61
2415.50,-129.89,138.67
2445.00,-129.23,138.80
