Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,28.74,56.46,0.30,55.24,10.24,152.59,64.15,13.31,58.29,53.67,20.75,57.92,213.82,33.51,0.30,0.30,10.86,95.43,43.95,10.03
12.00,62.74,104.68,0.30,38.95,8.37,134.76,72.60,11.82,58.29,29.27,20.75,41.02,201.67,33.51,0.30,0.30,10.93,200.12,54.73,12.23
38.50,41.15,29.20,0.30,43.37,9.45,149.29,65.06,13.79,58.29,54.93,20.08,48.73,211.90,33.51,0.30,0.30,10.93,507.82,34.94,11.66
68.50,45.74,25.48,0.30,53.41,10.50,171.51,67.99,12.92,58.29,54.93,18.68,48.03,170.65,33.51,0.30,0.30,10.93,336.95,41.61,11.75
98.50,44.56,5.80,0.30,48.07,11.45,136.79,73.17,13.65,58.29,54.93,17.72,76.11,194.75,33.51,0.30,0.30,16.78,202.33,40.59,11.59
128.50,29.04,44.56,0.30,45.53,10.30,136.58,39.92,10.80,58.29,201.30,19.71,76.11,190.98,33.51,0.30,0.30,16.78,268.70,37.33,7.02
158.50,44.67,44.56,0.30,51.54,10.08,151.98,411.94,29.65,58.29,969.62,17.56,28.99,182.99,33.51,0.30,0.30,16.78,291.51,44.56,12.98
188.50,52.26,44.56,0.30,31.28,9.50,155.18,2006.17,78.53,92.47,1300.68,18.62,79.96,200.36,33.51,0.30,0.30,16.72,59.58,41.20,11.07
218.50,40.66,44.56,0.30,42.88,10.48,229.61,2371.92,127.87,208.84,1288.17,27.56,71.26,217.73,34.49,0.30,0.30,10.71,167.03,31.19,16.30
248.50,69.10,44.56,0.30,59.51,10.27,440.66,2521.19,138.96,329.29,1356.53,43.23,78.80,172.27,35.52,0.30,0.30,12.82,334.05,42.11,12.06
278.50,41.66,44.56,417.32,50.59,31.82,841.49,2574.16,131.65,377.51,1396.88,38.33,258.35,199.23,35.52,367.95,0.30,14.22,465.40,30.99,8.39
308.50,96.04,44.56,855.98,612.39,22.32,1227.65,2169.92,94.41,305.49,1213.92,60.83,603.69,205.20,32.53,927.18,0.30,13.16,868.57,21.67,12.84
338.50,446.58,35.10,1120.27,804.49,13.00,1848.98,2132.95,128.94,399.89,1316.35,49.79,509.80,221.05,38.51,680.76,0.30,16.48,2212.64,19.10,12.27
368.50,734.44,35.10,1177.00,798.62,8.55,1783.60,2388.55,185.81,492.87,1428.21,101.81,583.10,194.23,35.52,815.75,0.30,16.48,2460.77,21.36,12.07
398.50,841.34,35.10,1091.46,554.60,9.86,1802.90,2440.40,191.09,542.31,1560.46,169.11,661.33,178.16,35.52,966.33,0.30,16.48,2243.71,28.69,12.96
428.50,814.85,35.10,978.65,203.02,10.32,1933.18,2528.62,162.91,598.46,1521.74,193.16,647.72,212.24,35.52,989.09,0.30,16.48,2153.88,28.69,12.88
458.50,757.26,30.21,894.89,83.29,11.38,2003.31,2533.30,151.03,598.46,1523.77,204.80,688.30,190.43,32.53,997.37,61.04,16.48,2270.93,41.20,13.61
488.50,724.06,30.21,887.04,37.20,10.99,2079.25,2484.47,109.71,646.68,1498.07,203.31,729.08,178.35,37.42,1052.65,61.04,10.86,2395.56,41.20,12.23
518.50,683.42,35.04,809.74,32.20,9.88,2091.66,2426.85,108.55,693.06,1598.65,192.57,738.69,202.06,37.42,1145.34,61.04,10.86,2407.12,35.71,10.91
548.00,696.23,25.09,715.10,46.39,10.60,2083.82,2432.65,68.37,693.06,1595.23,178.90,768.87,177.00,37.42,1200.55,61.04,10.86,2455.58,420.23,11.75
578.00,683.30,45.85,581.63,37.99,9.84,2054.66,2441.57,47.88,693.06,1465.68,168.15,790.95,212.30,37.42,1235.27,61.04,10.86,2439.46,26.78,13.00
608.50,670.95,35.55,450.49,40.83,11.49,2044.35,2363.42,43.03,652.78,1494.83,171.15,761.63,203.08,37.42,1207.19,61.04,10.86,2528.03,31.74,10.75
638.50,599.55,57.59,374.15,25.26,9.84,1985.95,2243.48,37.69,652.78,1450.28,143.34,754.59,195.39,37.42,1176.81,61.04,10.86,2556.66,26.65,8.24
668.50,565.67,70.31,283.82,32.93,11.23,1895.90,2232.27,33.18,652.78,1405.58,106.35,758.07,190.43,37.42,1201.80,61.04,10.86,2599.92,20.45,11.49
698.50,547.93,73.14,236.80,48.52,12.02,1814.11,2189.14,33.14,610.67,1385.58,88.08,734.92,183.60,37.42,1204.66,61.04,10.86,2511.51,26.04,9.28
727.00,498.27,88.99,215.83,48.40,11.11,1831.06,2189.87,29.24,620.74,1482.98,90.03,697.03,193.38,39.86,1192.14,61.04,10.86,2692.55,32.04,9.28
755.50,507.84,93.08,219.90,48.01,12.07,1817.96,2162.51,26.37,608.83,1540.02,78.28,682.46,197.25,34.49,1132.77,61.04,10.80,2766.22,36.47,6.78
787.00,496.58,89.72,230.19,61.92,10.63,1800.22,2259.52,41.42,608.83,1729.20,61.71,682.18,183.14,34.49,1124.03,61.04,10.80,2762.19,34.03,10.76
818.50,487.94,98.32,301.69,65.55,11.54,1844.87,2339.00,53.05,608.83,1780.07,80.59,683.79,194.31,37.48,1110.03,61.04,10.80,2646.88,44.25,6.29
848.50,496.82,117.68,358.18,70.90,11.36,1907.13,2390.80,45.85,627.15,1810.68,121.30,692.21,195.16,37.48,1174.59,61.04,11.50,2486.20,44.25,11.54
878.50,536.28,112.33,369.94,56.26,12.04,1872.03,2459.65,33.51,627.15,1678.39,152.53,706.49,195.37,36.93,1232.06,61.04,12.61,2490.85,28.79,14.89
908.50,491.30,120.11,308.17,81.16,12.59,1916.60,2343.85,34.73,627.15,1622.57,167.91,723.41,199.28,37.42,1277.38,61.04,12.61,2432.97,37.74,14.89
938.50,475.41,98.37,298.47,50.13,10.91,1903.96,2322.02,27.34,627.15,1535.01,156.01,757.97,184.13,37.42,1314.22,61.04,16.48,2430.86,51.23,14.89
967.50,437.16,89.11,233.10,65.99,12.38,1916.90,2228.43,28.69,627.15,1532.40,124.51,749.62,195.42,37.42,1367.21,61.04,10.86,2545.58,51.23,14.89
997.50,421.19,81.02,242.47,69.83,11.94,1872.38,2176.07,27.89,583.81,1567.52,94.93,735.64,190.27,37.42,1276.37,61.04,13.39,2694.48,48.90,12.27
1028.50,394.65,104.68,227.12,72.63,9.80,1834.58,2229.77,24.48,563.06,1763.23,77.33,706.06,171.05,37.42,1280.32,61.04,13.39,2778.51,54.02,10.77
1058.50,336.61,93.91,257.62,71.75,11.72,1814.25,2301.76,25.21,544.14,1837.90,71.41,683.91,187.30,37.42,1237.79,61.04,13.39,2879.56,39.67,11.39
1087.00,352.14,63.12,286.02,67.34,12.20,1845.70,2320.84,35.22,544.14,1866.74,91.98,698.68,194.09,39.29,1237.51,61.04,13.39,2837.75,56.00,12.27
1116.50,375.21,58.39,296.25,81.52,11.73,1870.82,2342.68,29.24,562.65,1829.79,120.30,724.19,198.67,36.44,1219.60,61.04,15.23,2796.12,45.88,12.27
1148.00,355.69,44.39,289.01,74.61,12.13,1882.10,2373.74,34.67,562.65,1871.98,134.71,695.96,184.84,36.44,1205.90,61.04,15.23,2326.61,46.49,12.27
1178.50,340.02,50.30,312.20,81.31,11.69,1962.61,2353.94,40.55,562.65,1866.36,131.04,730.82,214.28,39.37,1256.27,61.04,16.78,2435.70,42.42,12.27
1208.50,340.56,73.18,351.19,65.97,12.32,1966.15,2376.39,46.37,562.65,1823.80,131.63,734.87,221.64,39.37,1224.25,61.04,12.45,2402.43,48.03,7.45
1238.50,338.91,40.05,380.32,94.71,12.35,1939.98,2329.35,69.83,562.65,1852.14,146.67,727.55,177.25,39.37,1187.28,61.04,12.76,2399.68,36.27,10.68
1268.50,350.04,21.36,426.34,110.31,12.26,1948.19,2427.61,88.44,562.65,1893.44,140.98,712.68,195.01,39.37,1176.88,61.04,14.77,2377.52,48.71,10.68
