Time,South Central Fans,North Central Fans
s,C,C
0.00,20.72,22.89
1.50,20.72,22.89
17.50,20.72,22.89
47.00,20.72,22.89
76.00,20.72,22.89
106.50,20.72,22.89
137.50,20.72,24.74
167.50,23.87,24.74
197.50,33.61,24.74
227.50,42.20,24.74
257.50,42.89,24.74
287.50,43.85,24.74
317.50,44.42,24.74
347.50,45.07,24.74
377.50,45.75,24.74
407.50,46.68,24.74
437.00,47.92,24.74
466.00,48.34,24.74
496.50,49.30,24.74
527.50,49.85,24.74
556.50,49.91,24.74
586.50,49.81,24.74
617.50,49.10,24.74
647.50,48.36,24.74
676.50,48.37,24.74
705.50,49.04,24.74
735.50,49.39,24.74
766.50,50.79,24.74
797.00,52.21,24.74
826.00,53.38,24.74
856.50,53.90,24.74
887.50,54.38,24.85
917.50,55.89,25.00
947.00,56.94,25.00
977.00,57.21,25.11
1007.00,58.84,25.11
1037.00,59.79,25.11
1067.50,61.35,25.11
1097.50,61.88,25.11
1127.50,62.10,25.11
1157.50,62.52,25.11
1187.00,63.45,25.11
1216.00,63.54,25.11
1246.00,64.17,25.11
1276.50,63.53,25.11
1306.50,63.34,25.11
1337.00,63.04,25.11
1367.00,63.35,25.11
1396.50,63.31,25.11
1426.50,64.03,25.11
1456.50,63.70,25.11
1487.00,61.98,25.11
1517.00,59.81,25.11
1546.50,57.30,25.11
1576.50,55.02,25.11
1606.50,52.79,25.22
1636.50,51.14,25.22
1666.50,49.92,25.22
1692.50,49.82,25.22
1722.50,51.28,25.22
1755.50,52.94,25.22
1784.50,53.28,25.22
1814.00,49.47,25.22
1844.50,45.81,25.22
