Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
401.00,0.00,0.30,324.65,387.56,0.00,291.19,175.22,2.96,285.95,119.53,9.75,0.30,2327.79,226.08,2347.91,408.15,161.44,302.48,3589.10,259.34
431.50,0.00,0.30,333.73,326.54,0.00,228.58,139.23,2.96,285.95,158.46,9.75,97.60,2375.44,244.90,2411.59,428.93,180.21,155.18,3645.86,268.91
461.50,0.00,0.30,299.77,349.65,0.00,186.90,119.88,5.68,285.95,134.18,9.75,295.72,2479.90,252.69,2473.04,477.20,187.47,651.36,3719.88,258.00
491.50,0.00,0.30,311.05,345.05,0.00,151.37,178.44,1.97,285.95,145.91,9.75,550.44,2441.69,244.82,2527.88,510.11,186.29,615.79,3676.02,296.84
521.50,0.00,0.30,293.43,365.91,0.00,184.85,169.16,1.97,285.95,183.17,9.75,713.36,2578.37,265.28,2557.49,471.75,197.27,293.19,3732.36,329.21
551.50,0.00,0.30,293.94,361.86,0.00,143.70,180.14,1.97,304.57,191.27,9.75,825.51,2646.69,294.10,2689.69,572.40,205.37,266.71,3847.83,342.47
582.00,0.00,0.30,283.00,321.78,0.00,152.36,216.12,2.99,323.80,209.72,9.75,930.19,2669.46,312.75,2729.05,615.38,200.38,405.28,3904.89,347.95
612.00,0.00,0.30,285.95,351.10,0.00,191.07,210.88,2.99,323.80,233.71,9.75,915.11,2661.05,318.48,2762.13,652.06,235.78,493.07,3923.48,355.56
641.50,0.00,0.30,262.48,348.50,0.00,183.63,222.68,2.96,323.80,259.23,9.75,891.58,2674.23,306.19,2770.12,624.78,251.29,326.34,3909.06,363.23
671.50,0.00,0.30,266.75,356.41,0.00,237.84,248.23,2.96,323.80,262.41,9.75,919.51,2732.17,320.87,2785.16,634.93,257.66,144.04,3918.54,366.28
701.50,0.00,0.30,276.43,329.20,0.00,191.58,226.81,2.96,323.80,267.11,9.75,899.21,2745.10,333.77,2790.93,610.30,259.05,917.46,3957.17,401.49
731.50,0.00,0.30,258.15,345.95,0.00,232.55,250.35,2.96,323.80,293.81,4.76,928.05,2867.34,351.49,2828.29,665.94,263.46,277.31,3992.73,449.04
761.50,0.00,0.30,266.78,356.24,0.00,244.12,277.82,2.99,303.65,293.07,4.76,893.26,3052.07,371.13,2990.13,804.06,274.11,367.55,4135.44,479.33
792.00,0.00,0.30,295.29,371.00,0.00,250.99,264.45,2.99,299.99,309.15,4.76,902.42,3088.38,395.39,3086.19,864.19,291.63,285.04,4225.36,509.90
820.50,0.00,0.30,273.95,372.06,0.00,294.85,291.14,5.92,299.99,334.48,4.76,899.98,3159.94,439.50,3077.56,907.48,313.02,556.34,4268.83,506.63
849.00,0.00,0.30,277.00,348.29,0.00,313.65,285.62,2.98,318.91,384.32,4.76,931.72,3164.06,421.40,3097.07,917.20,354.48,344.77,4321.63,516.47
879.50,0.00,0.30,284.92,381.88,0.00,342.66,286.33,2.39,318.91,408.64,4.07,957.05,3166.45,397.96,3136.20,921.52,382.11,442.34,4320.49,475.55
911.00,0.00,0.30,297.49,349.59,0.00,304.45,277.76,3.16,318.91,401.04,2.91,942.70,2993.31,377.58,3127.88,927.05,378.85,288.09,4344.80,390.46
940.00,0.00,0.30,300.17,370.93,0.00,378.12,282.17,4.03,318.91,414.89,2.91,975.78,2758.66,342.06,3017.82,764.81,390.20,114.44,4085.39,350.09
969.00,0.00,0.30,295.04,367.82,0.00,315.67,280.32,2.39,318.91,423.63,2.93,1010.80,2685.96,316.31,2916.00,626.75,380.65,147.65,3889.17,349.77
1000.50,0.00,0.30,313.42,386.62,0.00,222.19,287.94,2.39,274.66,387.02,1.93,1050.28,2745.61,310.73,2864.96,610.60,323.51,220.10,3867.00,366.31
1031.00,0.00,0.30,326.16,367.52,0.00,223.22,305.44,2.39,259.10,327.38,3.45,1096.88,2763.52,326.48,2901.63,600.97,275.27,220.10,3902.19,376.78
1060.00,0.00,0.30,345.68,373.57,0.00,246.19,288.65,2.98,281.99,307.32,2.81,1109.67,2755.86,322.39,2898.01,628.64,259.71,220.10,3918.44,388.90
1090.00,0.00,0.30,305.85,400.76,0.00,246.89,320.63,7.87,272.98,278.17,3.14,1112.69,2729.72,335.13,2910.51,643.57,276.03,239.67,3956.05,362.95
1121.50,0.00,0.30,331.31,376.83,0.00,258.62,332.01,1.16,279.85,275.65,1.91,1125.89,2727.58,305.00,2837.11,621.30,275.85,244.64,3914.16,367.96
1151.50,0.00,0.30,336.80,392.03,0.00,263.89,324.58,1.16,286.56,292.78,3.60,1156.63,2752.63,318.55,2793.50,586.12,285.03,792.68,3875.03,371.26
1181.50,0.00,0.30,343.12,369.18,0.00,241.31,314.03,1.16,286.56,274.78,2.32,1206.45,2760.23,315.57,2789.25,625.80,279.57,255.09,3915.21,374.47
1211.50,0.00,0.30,335.92,379.73,0.00,181.68,365.83,1.16,314.03,281.74,2.90,1263.83,2774.58,326.22,2807.51,615.55,264.59,415.01,3946.15,386.69
1241.50,0.00,0.30,327.52,382.39,0.00,261.80,356.04,1.16,314.03,272.45,3.45,1319.03,2796.67,341.62,2795.01,650.03,280.83,415.01,3956.05,399.60
1270.50,0.00,0.30,330.36,362.72,0.00,284.58,329.46,1.16,314.03,257.96,2.32,1380.45,2830.65,333.67,2789.30,650.69,282.41,415.01,3979.51,381.01
1300.50,0.00,0.30,339.11,353.25,0.00,259.71,384.93,1.16,314.03,270.00,3.82,1386.98,2844.31,313.70,2755.86,640.66,286.91,415.01,3965.60,397.41
1331.50,0.00,0.30,316.88,364.28,0.00,257.38,397.15,4.09,314.03,275.02,2.90,1402.83,3011.98,363.50,2750.44,652.96,307.41,765.93,3994.51,437.18
1362.00,0.00,0.30,291.84,374.53,0.00,289.90,415.48,4.27,314.03,283.90,1.93,1318.44,2920.38,377.72,2754.01,746.88,299.82,294.39,4128.84,385.00
1392.00,0.00,0.30,306.95,358.87,0.00,322.69,413.37,2.88,356.76,317.69,3.78,1307.39,2797.71,341.35,2755.11,711.44,279.76,465.66,4059.41,347.09
1421.50,0.00,0.30,303.35,343.98,0.00,354.66,425.87,2.76,356.76,319.52,3.78,1216.06,2747.82,304.13,2606.69,636.30,330.84,456.53,3907.31,353.28
1451.50,0.00,0.30,294.63,386.89,0.00,330.39,400.34,3.02,356.76,331.73,2.90,1193.87,2732.17,304.63,2583.28,570.71,300.71,164.29,3870.66,343.03
1482.00,0.00,0.30,296.56,370.10,0.00,280.37,417.99,3.02,356.76,290.23,3.06,1149.21,2684.37,313.77,2606.44,599.46,270.43,92.47,3915.49,351.03
1512.00,0.00,0.30,308.13,347.26,0.00,287.97,401.72,2.99,356.76,286.97,7.75,1129.65,2681.79,312.93,2532.03,585.17,252.91,235.73,3829.28,351.91
1541.50,0.00,0.30,293.58,334.55,0.00,239.77,414.24,3.11,356.76,298.16,3.68,1114.39,2675.41,317.36,2570.30,624.09,267.64,81.69,3907.96,343.63
1571.50,0.00,0.30,299.80,357.51,0.00,234.50,421.71,2.96,356.76,285.04,4.46,1125.89,2637.06,303.85,2549.17,584.48,261.42,651.84,3841.96,317.11
1602.00,0.00,0.30,266.96,366.68,0.00,199.59,417.88,2.96,356.76,293.64,3.36,1122.51,2553.18,291.28,2514.64,601.18,271.09,179.98,3842.59,309.82
1632.00,0.00,0.30,277.74,360.23,0.00,218.73,433.05,2.96,378.12,278.63,2.90,1122.96,2549.50,283.18,2441.07,572.46,256.23,152.04,3741.82,307.68
1661.50,0.00,0.30,277.26,369.18,0.00,192.61,483.30,2.96,378.12,231.33,2.90,1114.21,2459.27,287.42,2437.93,584.77,260.83,291.14,3694.49,238.81
1691.50,0.00,0.30,281.48,369.05,0.00,170.21,430.11,2.96,378.12,226.32,2.90,1139.24,2067.51,214.40,2367.62,512.21,235.05,291.14,3580.68,136.61
1721.50,0.00,0.30,257.62,357.81,0.00,163.88,459.21,2.94,378.12,215.15,2.90,1153.58,1587.92,110.39,2028.84,349.95,239.57,164.42,3034.76,91.74
1751.50,0.00,0.30,276.80,354.92,0.00,191.75,455.91,2.94,378.12,213.42,2.96,1179.13,1277.09,71.05,1481.57,192.22,208.23,164.42,2441.85,58.98
1781.50,0.00,0.30,264.04,375.29,0.00,140.33,463.62,2.94,309.76,203.19,3.85,1211.87,1031.90,58.26,1151.38,84.97,136.68,353.09,2029.89,44.59
1811.50,0.00,0.30,271.30,374.13,0.00,174.60,429.08,2.94,331.73,165.96,3.85,1212.96,737.93,49.26,883.63,55.24,81.08,76.32,1595.18,40.25
1841.50,0.00,0.30,261.17,373.39,0.00,172.26,451.36,2.94,350.65,195.62,2.75,1216.14,691.46,44.82,625.74,55.24,51.92,179.47,1195.39,24.14
1871.50,0.00,0.30,267.16,371.28,0.00,138.95,455.72,2.94,350.65,199.89,2.59,1154.65,443.93,27.65,540.88,55.24,39.12,83.40,1065.05,28.85
1901.50,0.00,0.30,288.15,376.98,0.00,140.69,486.86,2.94,299.99,196.43,2.90,1119.60,481.93,30.85,379.68,55.24,29.07,116.78,771.19,23.99
1931.50,0.00,0.30,289.97,383.31,0.00,156.18,476.29,2.94,340.89,183.66,2.90,1118.64,459.74,29.11,410.61,55.24,23.04,169.20,802.88,21.16
1961.50,0.00,0.30,283.23,375.91,0.00,141.35,478.83,2.94,325.32,208.64,2.90,1114.01,376.56,17.76,381.60,43.03,11.78,154.54,735.59,25.57
1991.50,0.00,0.30,307.62,380.16,0.00,159.69,468.55,2.94,302.43,199.59,2.84,1046.46,455.29,28.61,267.51,41.50,20.57,134.06,621.65,19.23
2021.50,0.00,0.30,291.65,372.32,0.00,151.17,507.73,2.94,302.43,203.66,4.09,1063.55,326.08,23.50,368.02,24.57,14.16,30.33,713.21,22.17
2052.00,0.00,0.30,295.20,416.62,0.00,144.58,500.05,2.94,302.43,200.20,2.90,1026.12,329.84,28.50,279.32,24.57,8.73,311.74,547.54,23.82
2082.00,0.00,0.30,303.31,339.61,0.00,171.47,479.03,2.94,302.43,187.48,2.87,994.70,453.44,29.51,296.99,24.57,19.29,337.96,595.51,16.13
2111.50,0.00,0.30,304.87,395.98,0.00,171.12,522.98,2.94,302.43,159.20,2.79,987.67,288.80,21.79,435.43,27.92,10.62,202.45,749.45,18.44
2141.00,0.00,0.30,348.77,374.04,0.00,170.35,503.66,3.97,302.43,186.95,4.81,907.91,303.73,20.03,309.76,42.42,11.82,212.25,534.86,22.12
2171.50,0.00,0.30,327.35,365.48,0.00,139.10,514.46,3.97,343.33,178.16,5.84,782.63,416.21,28.05,262.15,22.83,16.69,267.15,580.97,15.51
2202.00,0.00,0.30,314.41,381.02,0.00,157.33,501.06,3.97,290.84,175.82,5.84,679.03,361.79,27.50,386.15,31.28,7.75,99.49,716.92,18.81
2231.50,0.00,0.30,334.10,361.94,0.00,157.26,540.33,3.97,333.56,179.41,5.84,499.81,299.82,27.50,353.98,31.28,10.46,327.76,563.90,16.74
2261.50,0.00,0.30,328.12,363.94,0.00,184.90,559.24,3.97,333.56,174.87,5.84,344.24,266.52,27.50,310.37,31.28,18.82,138.25,509.49,12.63
2290.50,0.00,0.30,308.35,376.02,0.00,175.64,510.77,3.02,333.56,160.57,6.53,255.44,253.11,23.62,299.18,31.28,13.64,217.35,500.58,12.09
2320.00,0.00,0.30,296.44,366.58,0.00,203.84,518.50,3.02,333.56,162.51,6.53,204.98,274.24,19.41,321.47,37.84,8.85,323.02,511.04,13.77
2350.50,0.00,0.30,320.34,346.03,0.00,193.28,537.20,2.96,357.21,163.65,6.53,147.40,241.60,19.84,318.73,48.22,9.05,400.80,457.52,15.17
2381.00,0.00,0.30,298.59,332.10,0.00,170.97,561.84,2.96,373.44,177.48,6.53,161.09,252.49,18.74,339.67,48.22,13.61,111.80,492.39,16.01
2410.50,0.00,0.30,297.75,348.82,0.00,188.65,571.32,2.96,365.30,183.48,6.53,126.85,258.96,20.73,364.01,48.22,7.91,38.76,498.83,14.01
