Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,35.28,28.65,25.29,32.13,29.12,34.96,18.60,-7.76,22.05,27.24
13.50,39.51,32.19,29.29,40.00,28.71,40.80,9.86,-16.64,15.50,15.93
41.50,43.85,36.38,38.57,50.82,52.01,79.10,12.88,-14.17,17.66,20.65
71.50,50.70,55.37,40.50,60.47,65.27,109.59,16.96,-4.40,24.88,29.61
101.50,59.06,57.92,58.19,80.05,79.14,119.38,22.95,7.77,30.08,35.83
131.50,62.91,78.46,76.70,107.30,102.09,149.71,47.07,32.22,45.30,29.20
161.50,47.35,104.00,105.24,143.17,142.06,179.32,45.38,10.69,26.79,1.73
191.50,18.14,94.04,102.68,142.65,161.58,206.08,43.36,10.36,19.53,-8.82
221.00,0.32,79.69,93.08,128.98,132.59,166.78,39.72,9.17,22.76,-10.86
251.00,0.39,92.51,96.54,132.93,126.18,154.62,37.65,6.70,12.06,-3.20
281.50,-4.17,73.18,82.23,121.97,124.51,152.61,40.27,21.21,17.99,-0.22
311.50,7.53,76.82,81.71,118.60,120.62,148.74,40.27,21.21,17.99,-12.36
341.50,-5.26,70.27,76.76,107.69,115.96,122.57,50.59,-73.69,29.48,10.82
371.50,-20.75,55.97,61.75,90.66,82.83,138.03,57.04,-87.89,35.47,10.13
400.50,-17.93,54.96,59.92,72.17,65.34,66.63,42.37,-95.70,18.47,-9.14
430.50,-19.38,50.68,49.32,60.59,56.59,54.06,35.85,-97.85,14.54,-14.10
461.50,-20.43,48.50,42.53,56.56,49.53,49.39,32.05,-98.71,12.48,-18.14
491.50,-25.64,46.71,43.53,52.62,46.16,45.26,29.66,-8.88,12.41,-18.86
521.50,-27.00,45.22,39.31,50.43,43.84,43.34,30.18,1.44,8.20,-19.72
551.50,-29.12,45.55,37.99,47.82,40.80,42.01,28.80,0.21,8.59,-18.76
581.50,-28.48,48.29,37.27,44.37,39.62,39.77,28.07,0.23,8.24,-20.33
611.50,-28.78,49.30,27.72,44.65,39.07,39.16,27.34,3.05,8.64,-19.31
641.50,-31.84,49.07,35.80,41.56,37.41,38.71,26.77,0.45,6.58,-19.88
671.50,-29.63,48.53,34.99,40.03,36.06,38.63,27.46,2.43,6.65,-21.19
701.50,-33.46,48.08,35.82,37.48,35.32,36.23,26.40,1.38,5.23,-22.33
731.50,-33.78,48.39,36.24,37.90,35.32,36.23,27.40,2.37,8.18,-21.78
761.50,-33.60,49.46,36.93,38.29,36.05,38.99,27.84,2.96,7.90,-19.06
