Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-491.18,-506.45
1.00,-1645.71,-1697.30
15.50,859.68,886.65
45.50,10995.00,11339.01
76.50,14273.19,14719.35
106.50,17409.00,19201.30
136.50,24874.48,28801.81
166.00,25880.70,29972.07
195.50,21221.73,25107.81
226.00,20987.35,23793.50
256.50,19441.77,22714.42
286.50,19096.47,22793.49
316.50,17808.18,23870.32
346.50,16423.21,23176.62
376.50,14585.66,22018.17
406.50,14931.18,22079.05
436.50,12313.11,20894.71
466.50,14301.41,21411.80
496.50,13010.78,21629.79
526.50,12178.32,19879.01
556.50,12271.51,18629.33
586.50,15762.95,21437.05
614.50,17731.28,22537.47
644.50,16395.90,22952.43
676.50,15736.37,23122.46
706.50,14159.29,22204.22
736.50,11131.68,18474.66
766.50,9902.03,17059.82
795.00,9443.61,16136.89
825.00,16019.29,24288.30
856.50,16378.77,22060.73
885.50,15478.69,19874.42
915.50,13145.86,17709.79
946.50,12165.68,17527.22
976.50,9362.07,13520.53
1006.50,12169.77,20594.26
1034.50,14163.49,22208.55
1063.00,18555.11,27611.10
1094.00,17912.64,23066.23
1125.00,14126.65,17233.41
1156.00,21407.70,26426.05
1186.00,20048.68,25627.13
1216.00,14929.13,20241.57
1246.50,16045.84,21864.04
1275.50,6245.21,8363.30
1304.50,1531.48,2532.50
1335.50,424.44,1027.44
1366.50,424.44,514.54
1396.50,424.44,514.54
1426.00,424.44,514.54
1456.00,424.44,514.54
1486.00,424.44,514.54
1516.00,424.44,514.54
1546.00,424.44,514.54
1576.00,424.44,514.54
1606.50,424.44,514.54
1636.50,424.44,514.54
1666.50,424.44,514.54
1696.50,424.44,514.54
1726.50,424.44,514.54
1756.50,424.44,514.54
1786.50,424.44,514.54
1816.50,424.44,514.54
1846.50,424.44,514.54
1876.50,424.44,514.54
1906.50,424.44,514.54
1936.50,424.44,514.54
1966.50,424.44,514.54
