Time,202-T-A2,202-T-B2,202-T-C2,202-T-D2,202-T-E2,202-T-F2,202-T-G2,301-T-A2,301-T-B2,301-T-C2,301-T-D2,301-T-E2,301-T-F2,301-T-G2,301-T-H2,302-T-A2,302-T-B2,302-T-C2,302-T-D2,302-T-E2,302-T-F2,302-T-G2,302-T-H2,303-T-A2,303-T-B2,303-T-C2,303-T-D2,303-T-E2,303-T-F2,303-T-G2,303-T-H2,304-T-A2,304-T-B2,304-T-C2,304-T-D2,304-T-E2,304-T-F2,304-T-G2,304-T-H2,205-T-A2,205-T-B2,205-T-C2,205-T-D2,205-T-E2,205-T-F2,205-T-G2,205-T-H2,305-T-A2,305-T-B2,305-T-C2,305-T-D2,305-T-E2,305-T-F2,305-T-G2,305-T-H2,306-T-A2,306-T-B2,306-T-C2,306-T-D2,306-T-E2,306-T-F2,306-T-G2,306-T-H2,307-T-A2,307-T-B2,307-T-C2,307-T-D2,307-T-E2,307-T-F2,307-T-G2,307-T-H2,207-T-A2,207-T-B2,207-T-C2,207-T-D2,207-T-E2,207-T-F2,207-T-G2,207-T-H2,208-T-A2,208-T-B2,208-T-C2,208-T-D2,208-T-E2,208-T-F2,208-T-G2,208-T-H2,209-T-A2,209-T-B2,209-T-C2,209-T-D2,209-T-E2,209-T-F2,209-T-G2,209-T-H2,211-T-A2,211-T-B2,211-T-C2,211-T-D2,211-T-E2,211-T-F2,211-T-G2,211-T-H2,213-T-A2,213-T-B2,213-T-C2,213-T-D2,213-T-E2,213-T-F2,213-T-G2,213-T-H2,214-T-A2,214-T-B2,214-T-C2,214-T-D2,214-T-E2,214-T-F2,214-T-G2
228.5,7,8,9,10,22,31,23,10,11,18,58,75,119,146,155,14,18,41,90,139,177,196,207,32,51,77,135,192,225,255,271,47,59,87,158,214,256,314,368,102,161,123,157,183,285,348,360,28,31,43,56,87,194,225,290,35,33,41,73,100,149,195,212,28,31,37,41,71,111,101,150,31,31,28,29,30,31,37,28,17,18,18,18,18,19,24,23,10,10,13,15,20,21,22,23,9,9,12,20,28,32,35,37,10,10,11,11,11,11,11,11,7,8,8,8,9,8,8
258.5,9,9,13,31,57,58,42,13,14,42,96,107,136,158,166,20,32,75,116,155,182,195,204,55,68,102,161,198,221,245,256,48,66,103,176,220,264,315,356,81,129,84,113,149,259,325,339,34,35,39,46,70,171,210,269,34,31,35,55,94,139,175,197,27,29,30,31,50,90,93,135,24,24,24,22,22,23,27,21,15,16,16,16,18,16,19,18,11,12,13,15,18,19,20,21,9,9,12,15,22,27,30,32,10,9,9,9,10,11,11,11,7,8,7,8,7,8,8
289.0,11,11,26,58,82,80,60,19,33,65,111,121,142,158,163,35,50,82,122,159,183,195,204,57,69,116,169,200,223,243,253,48,62,103,183,223,267,319,353,65,110,61,85,122,234,308,324,30,30,32,37,58,151,204,259,30,27,28,42,83,125,164,187,23,24,23,25,35,71,85,123,19,20,21,18,18,18,22,18,15,16,16,16,15,16,16,18,11,12,12,15,18,19,20,21,9,9,10,12,17,23,26,29,9,9,9,9,10,10,10,11,7,8,7,8,7,8,8
319.0,15,20,43,76,91,89,69,31,50,75,120,126,143,158,163,47,57,85,125,159,180,191,199,53,65,115,166,195,218,240,250,46,60,94,176,214,265,314,348,53,101,49,67,103,217,299,314,25,25,27,30,48,139,202,259,24,23,23,35,73,113,163,186,20,20,20,21,27,57,77,116,17,17,18,16,17,18,19,17,15,16,16,16,15,16,16,15,11,10,11,14,17,19,20,21,8,9,10,11,14,19,24,26,9,9,8,9,10,10,8,10,7,8,7,8,7,8,8
349.0,24,36,53,81,94,93,74,40,55,80,123,129,143,158,161,50,59,87,127,160,180,191,196,51,63,115,163,194,216,238,248,46,58,92,175,215,266,310,348,46,96,44,58,89,202,293,308,22,22,23,27,45,128,200,256,21,20,21,32,67,105,159,184,17,18,18,19,24,50,73,113,16,16,17,16,15,16,17,17,15,14,14,14,15,14,15,15,10,10,11,12,14,17,18,20,8,8,10,9,12,17,21,23,9,9,8,8,10,8,8,10,7,7,7,8,7,8,8
379.5,35,45,60,85,95,93,76,44,55,83,126,130,145,158,161,49,58,85,127,162,179,191,196,50,63,111,163,197,219,241,249,46,58,89,174,210,268,317,346,41,95,42,52,81,195,292,304,20,22,23,25,43,125,199,256,21,19,19,32,63,97,156,182,17,17,17,18,24,51,73,112,16,16,17,16,15,16,16,15,13,14,14,14,13,14,13,14,10,10,11,11,12,14,17,18,8,8,10,9,12,15,18,20,9,9,8,8,8,8,8,8,7,7,7,8,7,7,8
409.5,41,49,64,85,95,92,78,44,55,80,124,130,145,156,160,47,58,82,129,162,180,191,198,49,61,108,164,199,222,245,256,46,58,91,179,217,271,319,357,38,96,41,50,78,195,292,306,20,20,21,26,44,127,212,263,18,17,18,30,64,96,161,188,16,16,16,17,22,50,74,116,14,15,16,14,14,14,16,15,13,13,13,13,13,13,13,14,10,10,9,11,12,14,17,18,8,8,10,9,9,13,16,18,9,9,8,8,8,8,8,8,7,7,7,8,7,7,8
439.5,43,51,65,85,94,92,79,44,55,81,124,130,147,156,160,47,58,83,131,164,183,193,200,51,63,116,171,203,226,247,256,46,58,91,177,214,272,323,361,36,96,41,50,78,202,296,308,19,20,21,24,44,136,212,267,18,17,18,31,64,99,166,192,16,16,16,17,24,57,82,123,14,15,16,14,14,14,14,14,12,13,13,13,12,13,13,14,10,10,9,11,12,13,15,17,8,8,10,9,9,13,16,16,9,9,8,8,8,8,8,8,7,7,7,8,7,7,8
469.5,44,52,65,85,92,90,79,44,55,82,124,132,147,156,160,47,59,85,130,165,185,195,202,51,62,117,173,206,228,250,262,48,58,90,175,210,272,326,363,34,96,41,50,80,215,299,311,19,20,21,26,46,148,221,271,18,17,18,34,64,106,172,195,16,16,16,17,26,60,86,128,14,15,16,13,14,13,14,14,12,13,12,13,12,13,12,12,10,10,9,11,11,13,15,17,8,8,8,9,9,11,14,16,9,9,8,8,8,8,8,8,7,7,7,8,7,7,8
500.0,45,54,67,85,92,90,79,44,55,82,121,132,148,158,161,47,59,86,130,166,185,197,201,52,64,118,177,211,232,254,259,46,58,90,169,207,269,319,354,34,98,41,52,84,226,304,313,19,20,21,28,51,161,226,278,18,17,18,37,66,115,178,203,16,16,16,17,30,67,91,137,14,13,14,13,14,13,14,14,12,11,12,11,12,11,12,12,10,10,9,11,11,13,14,15,8,8,8,9,9,9,13,15,9,9,8,8,8,8,8,8,7,7,7,8,7,7,8
530.5,46,55,67,85,91,90,79,44,55,83,123,132,148,158,159,47,59,85,133,168,185,196,201,52,70,128,184,211,232,251,261,48,59,94,171,207,266,316,353,34,98,41,52,91,242,311,318,19,20,21,28,57,174,233,284,18,17,18,39,71,125,188,210,16,16,18,20,36,77,98,145,14,13,14,13,14,13,14,14,12,11,12,11,12,11,12,12,10,10,9,11,11,12,14,15,8,8,8,9,9,9,13,15,9,9,8,8,8,8,8,8,7,7,7,8,7,7,8
560.0,46,55,68,85,91,90,79,46,58,86,124,133,150,158,161,49,61,88,134,169,188,199,206,54,69,124,183,212,234,255,264,48,59,95,175,206,266,322,367,33,98,41,54,93,246,311,323,21,21,23,30,58,173,234,285,20,19,19,46,75,133,191,209,17,16,18,20,45,88,103,149,14,15,14,13,14,13,13,14,12,11,12,11,12,11,12,12,10,10,9,9,11,12,12,14,8,8,8,9,9,9,11,14,9,9,8,8,8,8,8,8,7,7,7,8,7,7,8
589.5,47,59,71,87,96,93,82,47,62,90,130,137,156,165,168,51,64,92,136,174,193,204,212,54,65,113,169,204,230,254,265,50,59,94,190,232,284,335,368,33,96,41,51,86,219,303,318,21,21,23,27,48,131,209,266,20,19,19,39,77,126,175,194,17,16,17,18,32,68,88,131,14,13,14,13,12,13,13,12,12,11,12,11,12,11,12,12,10,10,9,9,11,10,10,11,8,8,8,9,9,9,10,11,9,9,8,8,8,8,8,8,7,7,7,8,7,7,8
619.5,51,64,77,95,105,103,87,50,65,87,135,144,163,174,179,51,63,89,140,177,196,204,212,51,62,100,152,190,212,238,253,48,57,91,175,230,282,324,354,33,96,39,47,73,166,271,305,19,19,19,22,35,99,160,223,18,17,17,25,49,105,143,162,15,15,14,15,19,32,50,69,13,13,13,13,12,12,13,12,12,11,12,11,12,11,12,12,10,10,9,9,11,10,9,11,8,8,8,8,9,9,10,11,9,9,8,8,8,8,8,8,7,7,7,8,7,7,8
649.5,55,67,77,101,114,112,94,50,63,81,129,143,162,172,176,49,59,80,128,170,189,197,201,46,55,88,138,174,198,214,228,46,53,84,170,229,275,301,324,33,99,42,48,62,124,224,282,16,16,16,17,25,78,123,162,15,15,14,15,22,52,89,119,13,15,12,15,13,15,30,17,13,12,13,12,12,12,13,12,12,11,12,11,12,11,12,12,10,10,9,9,11,10,9,11,8,8,8,8,9,9,10,11,9,9,8,8,8,8,8,8,7,7,7,8,7,7,8
679.5,53,65,77,100,114,115,100,47,60,75,122,136,158,165,169,44,54,71,119,163,180,186,188,43,54,83,128,163,183,206,222,47,50,75,159,212,259,290,305,33,105,46,51,57,96,188,263,14,16,15,15,18,62,100,113,14,13,14,13,14,20,25,40,13,15,12,15,13,13,30,12,13,12,13,12,12,12,13,12,10,11,12,11,10,11,12,12,10,10,9,9,9,9,9,11,8,8,8,8,9,9,10,11,9,9,8,8,8,8,8,8,7,7,7,8,7,7,8
709.5,50,61,74,96,111,113,99,47,57,70,115,128,151,158,162,44,51,65,108,156,173,181,184,41,52,77,117,156,181,201,216,46,51,69,146,213,253,290,304,33,109,49,57,56,80,164,245,14,16,15,15,18,51,83,99,14,13,14,13,14,14,14,15,13,13,12,12,12,13,27,12,13,12,13,12,11,12,12,12,10,11,12,11,10,11,11,11,10,10,9,9,9,9,9,11,8,8,8,8,9,9,10,11,9,9,8,8,8,8,8,8,7,7,9,8,7,7,8
739.5,48,58,71,93,107,109,96,45,55,67,110,123,147,155,160,42,50,63,104,153,171,178,181,42,52,80,117,152,173,197,214,47,51,70,133,198,244,277,299,33,113,53,62,58,72,149,226,14,16,15,15,15,43,69,59,13,13,14,13,12,13,14,15,13,13,12,12,12,13,27,12,11,12,13,12,11,12,12,11,10,11,12,11,10,11,11,11,10,10,9,9,9,9,9,11,8,8,8,8,9,9,9,11,9,9,8,8,8,8,8,8,7,7,9,8,7,7,8
769.5,46,56,68,92,105,108,96,45,55,66,107,120,144,152,157,41,49,61,104,150,168,177,179,40,50,77,114,150,174,195,212,44,49,71,139,199,251,281,299,33,118,57,68,61,68,141,209,14,16,15,15,15,40,56,29,13,13,12,13,12,13,12,15,13,13,12,12,12,12,27,11,11,12,11,12,11,12,12,11,10,11,12,11,10,11,11,11,10,10,9,9,9,9,9,11,8,8,8,8,9,9,9,11,9,9,8,8,8,8,8,8,7,7,9,8,7,7,8
799.5,46,55,66,89,103,106,95,45,52,64,107,120,144,153,158,41,48,61,101,153,170,177,181,40,50,77,114,150,176,202,221,45,49,70,144,201,251,289,315,33,123,62,76,66,70,137,202,14,16,15,15,15,37,51,23,13,12,12,13,12,13,12,12,12,13,12,12,12,12,25,11,11,12,11,12,11,12,12,11,10,11,12,11,10,11,11,11,10,10,9,9,9,9,9,11,8,8,8,8,9,9,9,11,9,9,8,8,8,8,8,8,7,7,9,8,7,7,8
829.5,46,55,65,87,104,104,95,43,52,63,106,121,145,156,160,40,48,61,103,154,171,179,182,40,51,77,114,152,176,200,217,45,47,73,146,201,246,284,303,33,127,65,82,71,72,137,205,14,16,15,15,15,36,50,20,13,12,12,13,12,13,12,12,12,13,12,12,12,12,25,11,11,12,11,12,11,12,12,11,10,11,10,11,10,11,11,11,10,10,9,9,9,9,9,11,8,8,8,8,9,9,9,11,9,9,8,8,8,8,8,8,7,7,9,8,7,7,8
859.5,46,53,65,89,104,107,95,43,52,64,107,121,145,154,160,40,48,62,102,155,172,180,184,41,53,76,112,154,181,206,221,43,48,72,132,192,246,290,311,33,128,67,85,75,74,140,209,14,16,15,15,15,34,51,26,13,12,12,13,12,13,12,12,12,13,12,12,12,12,25,11,11,12,11,12,11,12,12,11,10,11,10,11,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,9,9,9,11,9,9,8,8,8,8,8,8,7,7,9,8,7,7,8
889.5,46,53,65,90,103,106,95,43,52,63,108,123,147,156,162,39,47,60,104,156,174,182,188,38,49,76,113,154,182,206,219,44,48,71,135,201,249,290,313,34,130,67,86,77,75,140,211,14,16,15,15,15,33,52,37,13,12,12,11,12,12,12,12,12,13,12,12,12,12,25,11,11,12,11,12,11,12,12,11,10,11,10,11,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,9,9,9,9,9,8,8,8,8,8,8,7,7,9,8,7,7,8
919.5,46,53,66,94,108,111,97,43,52,65,112,120,146,154,159,39,46,58,99,152,168,177,182,38,48,73,109,143,166,189,206,44,47,66,127,188,232,268,290,34,131,67,89,79,72,126,186,14,16,15,15,15,32,44,21,13,12,12,11,12,12,12,12,12,13,12,11,12,12,24,11,11,11,11,10,11,10,12,11,10,11,10,11,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,9,9,9,9,9,8,8,8,8,8,8,7,7,9,8,7,7,8
949.5,46,53,65,92,108,112,100,41,49,61,106,113,138,147,150,38,43,55,89,136,155,164,169,37,45,69,102,132,149,173,186,46,49,72,120,168,215,257,270,36,133,68,91,81,70,108,149,14,16,15,15,15,32,39,16,13,12,12,11,12,12,12,12,12,11,11,11,12,12,24,11,11,11,11,10,11,10,12,11,10,10,10,11,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,8,7,7,9,8,7,7,8
979.5,45,53,63,89,103,107,96,41,49,59,100,105,129,138,145,38,44,54,84,130,150,160,164,38,46,67,98,126,147,167,184,44,47,67,117,179,212,241,260,36,134,69,93,83,70,97,118,14,16,15,15,15,30,36,14,13,12,12,11,12,12,12,12,12,11,11,11,12,12,24,11,11,11,11,10,11,10,12,11,10,10,10,11,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,8,7,7,9,8,7,7,8
1009.5,45,52,64,85,99,100,93,41,49,59,98,102,127,135,140,37,44,53,84,130,146,155,157,37,44,66,98,127,144,164,179,45,49,71,115,168,203,237,255,36,134,68,93,84,68,90,100,14,16,15,15,15,30,35,14,13,12,12,11,12,12,12,10,12,11,11,11,12,12,23,11,11,11,11,10,11,10,12,11,10,10,10,11,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,8,7,7,9,8,7,7,8
1039.5,45,52,61,82,96,98,92,41,47,57,96,100,126,135,141,37,44,53,83,129,148,158,160,39,46,65,99,133,153,176,190,45,50,68,115,170,217,255,282,36,134,69,93,85,68,97,98,14,16,15,15,15,30,33,14,13,12,12,11,12,12,12,10,12,11,11,11,11,12,23,11,11,11,11,10,11,10,12,11,10,10,10,11,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,9,8,7,7,8
1068.5,45,50,61,82,96,97,90,41,47,59,98,105,131,140,147,39,46,58,93,138,158,170,173,40,49,71,110,144,169,195,211,45,49,72,120,185,231,274,303,36,134,69,94,86,71,111,113,14,16,15,15,15,29,31,14,13,12,12,11,12,12,12,10,12,11,11,11,11,12,23,11,11,11,11,10,11,10,12,11,10,10,10,11,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,9,8,7,7,8
1098.5,43,50,62,85,98,99,92,41,49,60,102,113,139,150,155,41,48,59,99,148,167,178,183,40,51,73,109,151,179,203,217,45,50,75,135,201,247,289,313,36,134,70,94,86,73,124,132,14,16,15,15,15,29,29,14,13,12,12,11,12,12,12,10,12,11,11,11,11,12,23,11,11,11,11,10,11,10,12,11,10,10,10,11,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,9,8,7,7,8
1129.5,45,52,62,86,102,105,94,41,51,62,106,120,144,156,161,41,48,61,101,154,173,181,183,39,51,73,112,156,180,201,219,48,50,71,139,206,250,290,314,36,134,70,94,84,74,132,149,14,16,15,15,15,27,29,14,13,12,12,11,12,12,11,10,12,11,11,11,11,12,21,11,11,11,11,10,11,10,12,11,10,10,10,11,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,9,8,7,7,8
1159.5,45,52,63,90,105,108,97,44,51,63,108,120,146,156,161,41,48,61,104,155,172,180,184,42,53,77,114,152,177,205,219,46,49,73,140,197,248,287,315,36,134,70,94,84,74,138,160,14,16,15,15,15,27,29,17,13,12,12,11,12,12,11,10,12,11,11,11,11,12,21,11,11,11,11,10,11,10,12,11,10,10,10,10,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,9,8,7,7,8
1189.5,46,53,65,91,107,110,97,44,51,64,107,122,146,156,160,41,48,62,101,155,172,182,186,42,52,76,116,155,183,208,223,45,49,71,144,206,255,291,316,36,134,70,94,84,76,140,181,14,16,15,15,15,27,34,22,13,12,12,11,12,12,11,10,12,11,11,11,11,12,21,11,11,11,11,10,11,10,12,11,10,10,10,10,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,9,8,7,7,8
1219.5,46,55,65,90,105,109,98,44,53,65,109,124,148,158,163,43,50,63,105,158,175,183,187,43,55,79,117,158,183,208,226,46,50,73,140,202,253,289,317,36,134,70,94,85,76,141,192,14,16,15,15,15,27,35,24,13,12,12,11,12,12,11,10,12,11,11,11,11,12,21,11,11,11,11,10,11,10,12,11,10,10,10,10,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,9,8,7,7,8
1249.5,46,55,65,91,107,109,97,44,54,65,111,126,151,161,165,41,50,62,109,162,178,188,191,41,53,78,119,160,188,214,230,46,48,71,147,216,262,297,321,36,134,69,94,85,78,146,211,14,16,15,15,15,27,46,56,13,12,12,11,12,12,11,10,12,11,11,11,11,12,21,11,11,11,11,10,11,10,12,11,10,10,10,10,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,9,8,7,7,8
1279.5,48,55,67,94,109,110,97,44,52,63,113,128,153,163,165,41,49,64,106,162,179,189,192,43,52,77,117,160,189,214,230,46,49,71,137,203,257,300,332,36,134,69,93,83,79,147,225,14,16,15,15,15,26,52,86,13,12,12,11,12,12,11,10,12,11,11,11,11,12,20,11,11,11,11,10,11,10,12,11,10,10,10,10,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,9,8,7,7,8
1309.5,48,55,66,93,109,112,100,44,52,65,110,126,151,161,165,43,49,61,103,161,179,189,191,41,52,77,113,157,185,214,227,45,49,71,144,211,265,307,325,36,134,69,93,80,79,143,225,14,16,15,15,15,26,46,69,13,12,12,11,12,12,11,10,12,11,11,11,11,12,20,11,11,11,11,10,11,10,12,11,10,10,10,10,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,9,8,7,7,8
1339.5,48,55,66,94,109,112,101,44,52,65,111,126,152,162,166,42,48,62,105,161,179,186,189,42,54,79,117,157,179,206,222,46,49,75,151,214,264,298,313,36,134,69,93,82,78,142,220,14,16,15,15,15,26,35,25,13,12,12,11,12,12,11,10,12,11,11,11,11,12,20,11,11,11,11,10,11,10,12,11,10,10,10,10,10,10,11,11,10,10,9,9,9,9,9,11,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,9,8,7,7,8
1369.5,48,55,65,92,109,109,101,44,54,66,112,125,151,159,166,42,51,65,108,160,177,186,190,42,53,80,121,163,194,223,232,46,50,75,149,212,268,311,344,36,136,70,95,85,81,160,226,14,16,15,15,17,28,56,111,13,12,12,11,12,12,11,10,12,11,11,11,11,12,20,11,11,11,11,10,11,10,12,11,10,10,10,10,10,10,11,11,10,9,9,9,9,9,9,8,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,9,8,7,7,8
1399.5,48,55,67,89,104,107,98,44,54,66,117,126,155,164,169,42,51,67,115,162,182,195,201,43,55,86,132,180,215,246,259,48,54,81,157,214,279,333,372,36,136,70,95,89,93,201,251,14,16,15,15,19,31,95,210,13,12,12,11,14,23,42,79,12,11,11,11,11,12,20,11,11,11,11,10,11,10,12,11,10,10,10,10,10,10,11,11,10,9,9,9,9,9,9,8,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,9,8,7,7,8
1429.5,48,55,67,88,100,104,95,46,56,69,123,131,158,168,173,42,52,69,121,167,188,203,209,44,57,92,140,190,224,251,263,48,55,83,174,224,289,340,378,36,134,70,93,89,116,242,270,14,16,16,17,24,39,148,248,13,12,12,13,18,41,90,146,12,11,11,11,11,12,20,11,11,11,11,10,11,10,12,11,10,10,10,10,10,10,11,11,10,9,9,9,9,9,9,8,8,8,8,8,8,8,9,9,9,9,8,8,8,8,8,7,7,7,9,8,7,7,8
