Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,9468.92,12348.94
12.00,15883.91,21307.84
38.50,22012.80,29130.49
68.00,23336.64,28885.62
96.50,28140.49,32989.73
127.00,26784.85,31699.90
158.50,50818.72,58338.31
187.00,42825.04,49022.19
217.00,37857.40,44512.77
248.00,43634.89,52993.17
277.50,40380.97,48748.13
308.00,33669.55,41417.86
338.50,21986.81,29064.49
368.50,22599.49,27013.29
398.50,34435.15,39969.77
428.50,50632.36,58617.92
458.00,54951.90,63961.01
488.00,57788.25,66755.62
518.50,50855.56,58440.29
548.00,31431.59,36052.96
578.00,39563.93,44185.63
608.50,62327.40,72812.10
638.00,33105.40,38230.09
667.50,26135.49,29662.89
696.50,28170.70,31840.67
726.50,26844.23,30359.24
758.00,21473.87,24300.44
788.50,15473.94,17516.93
818.50,12701.65,14431.76
848.00,11389.94,13158.83
878.00,11579.59,13344.48
908.00,12405.75,14095.23
937.50,1557.86,1709.82
967.50,1557.86,1709.82
997.50,1557.86,1709.82
1027.50,1557.86,1709.82
1057.50,1557.86,1709.82
1087.50,1557.86,1709.82
1117.50,1557.86,1709.82
1147.50,1557.86,1709.82
1177.50,1557.86,1709.82
1207.50,1557.86,1709.82
1237.50,1557.86,1709.82
1267.50,1557.86,1709.82
1297.50,1557.86,1709.82
1327.50,1557.86,1709.82
1357.50,1557.86,1709.82
1387.50,1557.86,1709.82
1417.50,1557.86,1709.82
1447.50,1557.86,1709.82
1477.50,1557.86,1709.82
1507.00,1557.86,1709.82
1537.00,1557.86,1709.82
1567.50,1557.86,1709.82
1597.50,1557.86,1709.82
1627.00,1557.86,1709.82
