Time,South Central Fans,North Central Fans
s,C,C
0.00,23.75,28.26
1.00,23.75,28.26
17.00,23.75,28.26
47.50,23.75,28.26
77.50,23.75,27.98
107.00,23.75,27.98
137.00,23.65,29.98
167.50,50.06,30.64
197.50,90.68,30.64
227.00,111.97,31.16
255.50,119.98,31.16
285.50,124.74,31.16
316.50,127.49,31.34
346.50,129.64,31.51
377.00,130.75,31.85
406.00,130.30,31.85
435.00,131.81,31.85
465.50,133.86,31.74
496.00,135.72,31.74
526.50,136.39,31.74
556.50,139.21,31.74
586.50,141.86,31.74
616.00,141.60,31.74
646.00,143.28,31.74
676.50,144.17,31.58
706.50,143.05,31.58
736.50,142.18,31.58
765.50,145.85,31.58
795.50,150.31,31.58
826.50,154.65,31.58
856.50,158.11,31.58
886.50,159.53,31.58
915.50,161.33,31.58
945.50,161.48,31.58
976.50,158.71,31.58
1006.50,155.26,31.58
1036.50,153.06,31.57
1066.50,151.77,31.57
1096.50,152.07,31.57
1126.00,151.47,31.57
1156.00,151.92,31.57
1186.50,152.70,31.57
1216.50,153.41,31.57
1246.50,149.81,31.57
1276.50,139.14,31.57
1306.50,127.10,31.57
1336.00,119.67,31.57
1366.00,113.54,31.35
1396.50,105.73,31.19
1426.50,96.99,31.19
1456.50,88.78,31.07
1485.50,83.14,30.96
1514.00,81.02,30.96
1544.00,77.48,30.74
1575.00,73.98,30.63
1606.00,72.15,30.63
1636.50,69.44,30.63
1666.50,67.28,30.58
1696.50,65.02,30.58
1726.50,63.02,30.58
1756.00,61.87,30.58
1785.00,60.70,30.58
1815.50,59.39,30.58
1846.00,58.82,30.58
1876.00,57.45,30.58
1906.50,56.25,30.58
1936.50,54.79,30.58
1966.50,54.47,30.58
1996.50,54.37,30.58
2026.50,53.98,30.58
2056.50,53.51,30.58
2086.50,53.13,29.10
2116.50,52.47,27.17
2145.00,52.10,26.84
2175.00,51.20,26.84
2206.50,50.86,27.07
2236.50,50.41,27.50
2266.50,49.86,27.67
2295.50,49.50,27.67
2325.00,48.95,27.67
2356.00,48.62,27.67
