Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TIWC301G,TIWC301F,TIWC301E,TIWC301D,TIWC301C,TIWC301B,TIWC301A,TIWC302G,TIWC302F,TIWC302E,TIWC302D,TIWC302C,TIWC302B,TIWC302A,TIWC303G,TIWC303F,TIWC303E,TIWC303D,TIWC303C,TIWC303B,TIWC303A,TIWC304G,TIWC304F,TIWC304E,TIWC304D,TIWC304C,TIWC304B,TIWC304A,TIWC205G,TIWC205F,TIWC205E,TIWC205D,TIWC205C,TIWC205B,TIWC205A,TIWC305G,TIWC305F,TIWC305E,TIWC305D,TIWC305C,TIWC305B,TIWC305A,TIWC306G,TIWC306F,TIWC306E,TIWC306D,TIWC306C,TIWC306B,TIWC306A,TIWC307G,TIWC307F,TIWC307E,TIWC307D,TIWC307C,TIWC307B,TIWC307A,TIWC207G,TIWC207F,TIWC207E,TIWC207D,TIWC207C,TIWC207B,TIWC207A,TIWC208G,TIWC208F,TIWC208E,TIWC208D,TIWC208C,TIWC208B,TIWC208A,TIWC209G,TIWC209F,TIWC209E,TIWC209D,TIWC209C,TIWC209B,TIWC209A,TIWC211G,TIWC211F,TIWC211E,TIWC211D,TIWC211C,TIWC211B,TIWC211A,TIWC213G,TIWC213F,TIWC213E,TIWC213D,TIWC213C,TIWC213B,TIWC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.00,16.33,16.79,16.71,16.56,16.26,16.03,15.80,17.02,16.87,17.40,17.02,17.02,16.71,16.33,17.02,17.47,18.08,17.47,17.40,16.94,16.26,34.71,32.80,26.71,20.62,18.69,16.94,16.26,69.85,58.77,49.03,25.89,21.49,20.38,16.71,1373.17,103.03,46.38,41.86,41.36,60.47,18.95,67.73,55.50,19.98,14.52,19.00,19.13,17.63,18.08,17.47,17.40,17.47,17.70,17.47,17.93,17.47,17.78,17.70,17.70,17.70,17.55,18.01,17.86,17.09,16.87,16.87,16.87,19.48,16.94,17.47,17.17,16.79,17.32,17.17,17.09,16.64,16.41,16.26,16.79,16.79,17.09,16.71,16.48,17.25,16.56,16.64,16.03,15.95,16.18,15.88,17.25,16.56,16.71,16.48,16.10,15.72,16.56,15.95,15.72,15.57,15.27,16.26,15.57,15.57
11.50,16.33,16.79,16.71,16.56,16.26,16.03,15.80,17.55,16.87,17.40,17.02,17.02,16.71,16.33,26.25,26.74,23.69,18.92,17.40,16.94,16.26,86.47,81.37,50.60,25.38,22.16,19.88,17.93,170.61,155.44,132.11,43.88,29.77,28.04,16.71,1373.17,319.02,189.68,103.56,99.62,174.16,30.41,199.16,179.37,87.16,20.01,22.13,23.98,22.05,82.06,66.38,44.23,19.96,19.18,17.47,19.33,19.18,24.31,17.70,17.70,17.70,17.55,18.01,17.86,17.09,16.87,16.87,16.87,19.48,16.94,17.47,17.17,16.79,17.32,17.17,17.09,16.64,16.41,16.26,16.79,16.79,17.09,16.71,16.48,17.25,16.56,16.64,16.03,15.95,16.18,15.88,17.25,16.56,16.71,16.48,16.10,15.72,16.56,15.95,15.72,15.57,15.27,16.26,15.57,15.57
37.50,16.33,16.79,16.71,16.56,16.26,16.03,15.80,19.48,16.87,18.16,17.02,17.02,16.71,16.33,46.89,49.54,33.61,20.32,18.77,16.94,16.26,161.95,159.48,103.37,36.60,29.35,25.04,18.94,266.08,260.46,227.24,78.37,46.13,40.99,16.71,1373.17,555.52,369.14,198.33,174.08,277.62,53.62,322.01,318.28,240.02,37.15,27.47,30.50,29.44,191.07,166.37,110.19,27.93,22.58,19.73,20.85,73.47,86.60,62.80,33.45,19.48,19.00,19.48,17.86,17.09,16.87,16.87,16.87,19.48,16.94,17.47,17.17,16.79,17.32,17.17,17.09,16.64,16.41,16.26,16.79,16.79,17.09,16.71,16.48,17.25,16.56,16.64,16.03,15.95,16.18,15.88,17.25,16.56,16.71,16.48,16.10,15.72,16.56,15.95,15.72,15.57,15.27,16.26,15.57,15.57
68.00,16.33,16.79,16.71,16.56,16.26,16.03,15.80,22.58,18.86,19.56,17.78,17.02,16.71,16.33,58.72,61.83,33.09,22.47,20.17,18.39,16.26,181.85,171.15,112.07,48.91,35.99,25.04,18.94,312.89,305.49,247.26,104.98,55.69,46.15,16.71,1373.17,746.65,443.48,305.28,269.11,335.79,87.82,380.86,376.40,305.18,54.23,35.80,38.45,38.16,244.85,220.05,163.21,40.97,30.06,23.74,22.36,122.11,139.68,108.89,63.35,21.00,19.00,20.92,65.64,63.59,51.19,38.35,20.15,19.48,16.94,17.47,17.17,16.79,17.32,17.17,17.09,16.64,16.41,16.26,16.79,16.79,17.09,16.71,16.48,17.25,16.56,16.64,16.03,15.95,16.18,15.88,17.25,16.56,16.71,16.48,16.10,15.72,16.56,15.95,15.72,15.57,15.27,16.26,15.57,15.57
98.00,16.33,16.79,16.71,16.56,16.26,16.03,15.80,22.58,18.86,19.56,17.78,17.02,16.71,16.33,54.01,55.77,36.03,22.47,20.17,18.39,16.26,173.24,150.89,94.97,48.91,33.40,24.09,18.94,312.37,303.65,211.73,103.30,51.18,37.57,16.71,806.38,652.21,467.84,395.64,377.03,381.14,123.01,384.91,365.57,280.39,73.66,46.77,45.42,44.16,254.06,226.31,163.06,48.87,36.07,27.02,23.79,140.32,155.42,130.05,80.56,24.22,21.11,20.92,98.01,95.21,81.41,60.04,23.71,18.08,16.94,25.89,22.06,19.33,17.32,17.17,17.09,16.64,16.41,16.26,16.79,16.79,17.09,16.71,16.48,17.25,16.56,16.64,16.03,15.95,16.18,15.88,17.25,16.56,16.71,16.48,16.10,15.72,16.56,15.95,15.72,15.57,15.27,16.26,15.57,15.57
127.50,16.33,16.79,16.71,16.56,16.26,16.03,15.80,22.74,18.86,19.56,17.78,17.02,16.71,16.33,48.43,50.28,36.03,22.51,18.77,18.39,16.26,176.25,145.82,80.88,49.19,29.12,21.83,18.94,338.72,329.27,219.92,89.86,42.89,30.20,16.71,806.38,625.23,464.38,401.20,410.25,388.58,138.32,351.76,334.19,254.66,94.67,54.19,46.24,44.16,243.53,214.70,140.50,53.46,38.75,29.16,25.30,138.32,150.07,128.99,77.84,28.03,23.26,22.36,102.22,100.17,91.79,75.55,25.22,18.08,18.39,45.89,39.83,34.47,28.43,27.64,17.09,16.64,16.41,16.26,16.79,16.79,17.09,16.71,16.48,17.25,16.56,16.64,16.03,15.95,16.18,15.88,17.25,16.56,16.71,16.48,16.10,15.72,16.56,15.95,15.72,15.57,15.27,16.26,15.57,15.57
157.50,16.33,16.79,16.71,16.56,16.26,16.03,15.80,21.23,18.16,18.16,17.78,17.02,16.71,16.33,42.33,41.67,31.69,20.92,18.77,18.39,16.26,185.05,139.11,69.40,41.81,25.82,20.17,18.94,357.66,350.07,252.39,76.31,35.77,25.82,16.71,806.38,924.19,735.08,636.00,600.86,487.16,188.81,415.91,391.37,306.36,123.41,67.97,61.36,56.20,266.24,235.61,147.81,70.62,45.05,31.29,27.58,147.33,155.66,129.90,90.97,33.34,24.69,23.86,104.03,100.44,91.03,75.55,32.57,18.08,18.39,58.94,53.11,45.79,39.01,36.84,18.69,16.64,16.41,16.26,16.79,16.79,17.09,16.71,16.48,17.25,16.56,16.64,16.03,15.95,16.18,15.88,17.25,16.56,16.71,16.48,16.10,15.72,16.56,15.95,15.72,15.57,15.27,16.26,15.57,15.57
187.50,16.33,16.79,16.71,16.56,16.26,16.03,17.25,19.01,18.16,18.16,16.18,17.02,16.71,16.33,31.34,29.45,23.92,18.54,17.32,16.94,16.26,135.81,84.88,48.03,31.47,21.58,18.77,14.58,317.92,251.03,148.50,50.61,28.05,22.66,16.71,806.38,572.38,580.37,737.60,987.48,867.32,269.34,592.09,570.15,445.08,218.97,89.67,103.91,86.33,340.56,299.67,199.03,95.74,59.73,35.83,32.12,182.27,191.32,146.93,105.77,47.07,26.11,26.00,117.57,114.41,99.65,82.80,47.76,16.26,19.79,57.75,53.11,45.79,41.64,34.05,18.69,18.08,22.81,21.00,21.14,19.01,18.85,16.71,16.48,17.25,16.56,16.64,16.03,15.95,16.18,15.88,17.25,16.56,16.71,16.48,16.10,15.72,16.56,15.95,15.72,15.57,15.27,16.26,15.57,15.57
217.50,17.55,16.79,16.71,16.56,17.70,17.40,17.25,16.79,16.71,16.71,16.18,17.02,16.71,16.33,21.78,20.77,18.71,17.02,17.32,16.94,16.26,69.50,42.30,29.51,22.35,18.46,17.32,14.58,268.61,135.15,91.68,31.63,22.85,20.47,16.71,729.47,423.61,434.47,607.51,841.45,962.91,291.33,575.37,544.28,435.59,244.19,87.83,110.15,92.43,355.77,319.22,222.37,106.08,72.24,42.23,35.84,201.59,209.02,161.70,109.99,63.66,27.54,28.22,131.73,124.56,108.42,88.82,53.89,14.66,21.23,63.54,55.84,47.28,41.64,32.37,18.69,18.08,27.85,25.33,24.62,22.47,20.39,18.16,16.48,17.25,16.56,16.64,16.03,15.95,16.18,15.88,17.25,16.56,16.71,16.48,16.10,15.72,16.56,15.95,15.72,15.57,15.27,16.26,15.57,15.57
