Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
776.5,-146.1,-143.0,-143.9,-137.7,-142.4,-142.4,-233.2,-117.5,-220.5,-182.9
806.5,-146.8,-143.7,-144.0,-134.8,-143.6,-141.3,-238.1,-64.8,-202.4,-179.7
836.5,-148.6,-143.3,-145.0,-134.4,-146.9,-140.7,-239.8,-91.6,-209.5,-177.9
866.5,-144.3,-143.4,-144.5,-138.1,-141.0,-140.7,-224.0,-97.6,-204.9,-182.2
896.5,-141.4,-142.3,-145.7,-135.6,-143.6,-140.1,-232.9,-98.3,-203.4,-190.8
926.5,-149.1,-145.7,-146.0,-139.2,-144.5,-141.1,-234.1,-97.4,-219.7,-169.2
956.5,-136.8,-134.6,-135.4,-125.2,-131.8,-132.6,-226.5,-177.0,-174.3,-165.8
986.5,-128.0,-124.3,-124.8,-121.4,-123.4,-127.5,-209.2,-179.8,-161.6,-152.8
1016.5,-122.3,-123.7,-123.0,-113.2,-121.0,-124.2,-201.1,-169.8,-160.4,-151.9
1046.5,-122.2,-121.0,-121.0,-114.3,-119.0,-122.8,-199.9,-166.4,-164.8,-148.9
1076.5,-106.4,-100.1,-98.3,-94.8,-117.6,-120.1,-188.0,-149.8,-145.0,-132.6
1106.5,-81.8,-75.3,-72.0,-70.7,-67.2,-135.3,-134.9,-112.1,-111.3,-108.5
1136.0,-58.5,-51.8,-50.5,-49.4,-50.1,-64.0,-112.7,-86.4,-82.7,-84.1
1166.0,-45.3,-41.4,-37.0,-41.1,-38.8,-55.4,-96.0,-69.3,-65.5,-55.9
1196.5,-38.6,-33.5,-29.7,-31.2,-41.2,-29.9,-77.0,-56.9,-55.2,-47.4
1226.5,-33.2,-30.7,-27.4,-28.7,-33.1,-46.9,-65.6,-51.6,-47.8,-42.8
1256.5,-61.5,-58.5,-58.9,-59.2,-63.6,-80.1,-71.3,-59.4,-53.6,-68.3
1286.5,-86.6,-89.6,-88.8,-85.9,-86.3,-111.7,-174.1,-130.2,-123.9,-105.0
1316.5,-96.7,-98.6,-98.4,-91.8,-93.5,-135.5,-168.0,-143.0,-137.4,-121.8
1346.5,-101.4,-100.2,-100.3,-94.8,-98.2,-117.4,-172.1,-145.7,-143.9,-121.7
1376.0,-103.5,-103.3,-100.8,-96.1,-101.7,-128.6,-184.7,-149.5,-150.3,-125.9
1406.0,-106.4,-105.4,-104.2,-101.4,-104.3,-128.0,-195.9,-149.5,-154.0,-128.9
1436.5,-104.7,-114.4,-113.0,-109.5,-114.6,-125.2,-204.6,-161.2,-163.0,-137.4
1466.5,-147.8,-139.7,-141.5,-132.5,-141.1,-152.2,-238.3,-191.8,-194.4,-165.8
1496.5,-149.8,-146.3,-145.7,-137.1,-145.0,-156.9,-234.5,-200.3,-206.4,-173.4
1526.0,-147.0,-150.4,-149.1,-139.7,-147.1,-152.7,-239.2,-202.7,-205.8,-176.6
1556.0,-149.6,-145.8,-151.1,-138.9,-149.9,-111.5,-248.0,-206.2,-209.7,-176.7
1586.5,-151.2,-148.1,-151.9,-140.0,-145.5,-152.1,-237.9,-206.9,-205.2,-181.5
1616.5,-153.5,-156.6,-158.4,-148.2,-155.1,-165.4,-249.1,-173.2,-228.6,-177.3
1646.5,-171.7,-172.6,-177.1,-165.7,-174.9,-181.0,-272.1,-112.5,-224.1,-201.9
1676.5,-180.2,-197.5,-199.6,-190.6,-196.3,-202.0,-281.0,-129.7,-267.5,-232.0
1706.5,-200.4,-204.3,-204.5,-195.9,-202.4,-201.7,-296.6,-157.1,-282.9,-243.3
1736.5,-197.2,-204.9,-206.6,-195.4,-200.7,-200.2,-296.9,-112.1,-275.0,-243.9
1766.0,-198.0,-206.8,-205.5,-194.7,-199.3,-211.9,-288.6,-142.3,-281.6,-240.2
1796.0,-204.0,-204.4,-209.1,-194.4,-206.7,-217.9,-290.2,-151.2,-275.6,-246.6
1826.5,-203.9,-203.2,-205.8,-194.4,-203.3,-205.7,-290.3,-167.3,-278.1,-241.3
1856.5,-201.5,-205.2,-206.9,-196.3,-203.3,-203.9,-296.0,-169.1,-276.6,-242.7
1886.0,-200.8,-207.2,-208.6,-196.4,-205.4,-211.5,-291.2,-139.7,-278.0,-238.5
1914.5,-205.4,-207.7,-210.5,-201.7,-209.2,-205.9,-288.6,-146.3,-275.8,-243.1
1944.0,-213.8,-213.6,-215.6,-204.8,-214.1,-215.8,-276.2,-157.3,-267.1,-240.5
1975.5,-220.9,-227.4,-228.3,-218.1,-224.8,-226.5,-270.2,-98.6,-294.6,-240.2
2006.5,-227.0,-234.2,-238.2,-223.4,-236.1,-231.1,-256.0,-103.1,-277.1,-244.1
2035.5,-233.1,-240.1,-240.1,-228.1,-239.0,-234.0,-247.7,-128.8,-282.0,-245.9
2064.5,-244.1,-239.6,-244.2,-230.4,-240.4,-231.8,-248.8,-116.7,-273.7,-245.6
2094.5,-247.0,-241.5,-243.3,-231.9,-242.4,-238.0,-244.7,-100.5,-271.6,-247.2
2124.5,-236.5,-241.2,-241.6,-231.9,-240.4,-236.8,-249.2,-79.8,-282.4,-243.7
2155.0,-245.4,-242.9,-243.8,-233.3,-242.5,-237.4,-246.6,-105.5,-285.1,-243.0
2185.5,-210.2,-226.7,-226.1,-215.6,-224.5,-225.4,-228.8,-168.6,-248.4,-230.4
