Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,218.99,155.43,707.16,639.79,1.05,0.30,7.98,72.02,196.61,13.12,0.30,186.16,8.30,46.39,280.34,14.63,0.30,117.07,0.00,0.00
15.50,228.01,148.66,715.80,654.75,1.39,0.30,7.63,71.41,178.22,13.12,0.30,185.17,4.82,46.39,271.37,13.06,0.30,117.07,0.00,0.00
45.50,233.42,128.05,742.20,671.89,1.16,0.30,10.32,68.05,153.26,12.82,0.30,198.82,10.99,46.39,269.02,13.06,0.30,137.71,0.00,0.00
75.50,185.10,146.62,730.58,658.70,0.54,0.30,6.09,68.05,171.28,12.82,0.30,175.42,11.29,22.28,259.48,13.06,0.30,126.11,0.00,0.00
105.50,219.64,133.69,734.03,654.37,0.60,0.30,8.28,68.05,174.69,14.10,0.30,182.56,10.25,37.84,272.71,17.64,0.30,111.29,0.00,0.00
135.50,453.93,134.10,747.23,627.21,0.68,0.30,6.78,192.36,393.19,21.73,0.30,164.92,10.25,37.84,271.47,19.96,0.30,120.55,0.00,0.00
165.50,1279.62,98.76,770.26,632.52,0.72,40.59,5.68,361.49,1337.55,14.42,0.30,160.69,13.18,70.80,274.66,13.09,0.30,131.65,0.00,0.00
195.50,1247.23,127.81,1712.15,674.22,0.72,885.46,34.84,492.26,1593.16,14.01,0.30,160.00,13.18,70.80,278.83,13.67,0.30,119.33,0.00,0.00
225.50,1171.74,131.81,2135.06,654.21,0.63,1837.26,36.73,373.24,1717.52,18.09,0.30,189.95,13.18,70.80,268.25,16.54,0.30,131.04,0.00,0.00
255.50,1185.17,98.82,2011.53,615.90,0.96,1643.07,21.12,317.49,1718.35,17.27,0.30,195.67,11.29,70.80,268.48,17.76,0.30,134.83,0.00,0.00
285.50,1202.32,114.59,2012.05,685.91,0.76,1374.72,47.35,328.07,1756.36,17.64,0.30,200.20,10.13,40.44,261.00,14.10,0.30,161.81,0.00,0.00
315.50,1217.77,129.95,2021.71,671.66,0.76,1308.81,42.81,328.07,1718.34,19.38,0.30,180.30,9.26,40.44,279.36,14.10,0.30,137.03,0.00,0.00
345.50,1220.04,109.66,2008.09,677.06,0.47,1297.17,48.30,328.07,1758.82,17.76,0.30,192.17,8.24,40.44,281.18,18.74,0.30,117.49,0.00,0.00
375.50,1218.45,109.34,2021.35,922.64,1.16,1307.92,30.14,328.07,1728.50,17.18,0.30,193.88,3.36,40.44,273.26,16.97,0.30,145.57,0.00,0.00
