Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.00,0.00,1343.20,1730.15,0.00,175.61,3.36,226.40,47.61,24.52,0.30,216.17,7.63,0.00,47.52,27.77,759.08,364.25,0.00,0.00
2.00,0.00,0.00,1355.61,1709.39,0.00,108.77,3.45,232.55,55.24,24.52,0.30,223.47,11.26,0.00,56.92,25.82,762.50,327.58,0.00,0.00
19.00,0.00,0.00,1350.42,1714.20,0.00,157.32,3.45,242.01,53.81,21.63,0.30,214.89,6.29,0.00,60.40,31.56,753.21,347.87,0.00,0.00
49.00,0.00,0.00,1339.88,1718.35,0.00,141.63,3.28,222.48,40.59,23.03,0.30,245.53,7.48,0.00,41.63,32.01,716.26,347.33,0.00,0.00
79.00,0.00,0.00,1356.13,1712.69,0.00,173.19,3.28,222.48,53.98,23.99,0.30,215.91,6.41,0.00,68.36,31.63,743.11,357.98,0.00,0.00
109.00,0.00,0.00,1315.24,1698.57,0.00,119.72,3.28,205.69,334.48,23.99,0.30,207.27,11.84,0.00,60.73,33.02,716.91,330.27,0.00,0.00
138.00,0.00,0.00,1339.74,1691.86,0.00,185.80,3.28,283.51,1335.41,23.16,0.30,203.73,10.25,0.00,59.36,31.60,696.25,348.99,0.00,0.00
167.50,0.00,0.00,1358.36,1708.35,0.00,206.39,21.86,358.15,1356.32,27.89,0.30,215.88,10.25,0.00,43.34,32.56,664.58,330.71,0.00,0.00
198.50,0.00,0.00,1330.61,1733.44,0.00,360.50,8.30,494.09,1512.28,30.89,0.30,219.42,3.63,0.00,46.23,30.51,638.58,322.44,0.00,0.00
229.00,0.00,0.00,1339.68,1692.72,0.00,868.50,4.41,582.59,1615.09,20.66,66.43,323.36,3.63,0.00,50.01,31.48,643.15,341.32,0.00,0.00
258.50,0.00,0.00,1358.02,1718.97,11.34,1326.59,61.46,683.91,1679.50,28.26,180.45,379.54,14.22,0.00,35.91,30.92,613.48,318.30,0.00,0.00
288.50,0.00,0.00,1349.11,1843.90,65.75,2060.65,89.74,793.16,1739.22,43.40,180.45,244.80,7.39,0.00,74.92,33.08,583.72,343.33,0.00,0.00
318.50,0.00,0.00,1587.75,2501.94,57.66,2765.57,89.63,683.30,1647.52,42.45,180.45,202.21,7.39,0.00,57.42,32.51,596.52,327.13,0.00,0.00
348.50,0.00,0.00,2417.13,2490.09,45.33,2192.44,78.70,594.19,1460.95,30.76,180.45,188.42,3.69,0.00,54.99,32.51,583.81,308.28,0.00,0.00
378.50,0.00,0.00,3300.76,2226.48,37.52,1929.71,52.28,576.18,1316.24,30.76,180.45,198.54,3.69,0.00,40.44,33.28,555.07,322.42,0.00,0.00
408.50,0.00,0.00,3089.95,2128.07,30.46,1981.38,31.68,596.32,1193.79,30.76,180.45,183.82,3.69,0.00,45.05,31.65,577.87,311.36,0.00,0.00
439.00,0.00,0.00,2802.36,2066.72,23.53,1985.44,25.94,630.81,1164.35,30.76,180.45,402.30,4.39,0.00,45.72,32.36,582.50,311.04,0.00,0.00
469.00,0.00,0.00,2730.97,2015.31,15.59,2094.72,20.08,635.08,1331.55,38.31,180.45,667.21,4.39,0.00,63.38,31.68,575.75,327.15,0.00,0.00
498.50,0.00,0.00,2688.10,2011.59,9.16,2132.72,16.05,640.27,1306.35,36.93,180.45,638.08,19.13,0.00,60.53,30.64,582.11,309.58,0.00,0.00
528.50,0.00,0.00,2677.10,2004.87,6.41,2153.75,20.92,666.21,1308.55,38.57,180.45,879.08,22.32,0.00,54.78,31.68,581.98,306.91,0.00,0.00
558.50,0.00,0.00,2723.53,1933.85,2.77,2153.75,22.16,648.20,1328.54,38.05,180.45,879.40,22.36,0.00,61.42,34.59,572.78,314.84,0.00,0.00
588.50,0.00,0.00,2735.56,1909.92,0.00,2193.82,29.85,644.85,1341.83,35.67,180.45,1079.91,28.90,0.00,26.96,32.47,555.34,297.86,0.00,0.00
618.50,0.00,0.00,2725.69,1890.10,0.00,2174.67,26.45,644.85,1306.27,39.61,180.45,1192.19,27.16,0.00,38.70,34.61,581.84,315.45,0.00,0.00
649.00,0.00,0.00,2778.21,1909.02,0.00,2185.03,26.92,637.77,1307.65,38.64,180.45,1167.38,23.99,0.00,32.96,30.76,566.22,320.57,0.00,0.00
679.50,0.00,0.00,2769.96,1923.84,1.39,2236.16,21.79,637.77,1350.67,40.59,180.45,1241.50,27.69,0.00,62.68,30.70,561.34,315.48,0.00,0.00
709.00,0.00,0.00,2779.03,1877.16,0.00,2257.07,22.03,637.77,1368.26,39.17,180.45,1148.09,28.48,0.00,56.66,32.62,569.77,325.37,0.00,0.00
738.50,0.00,0.00,2792.10,1888.42,0.00,2245.12,31.56,637.77,1377.38,38.57,180.45,1292.40,31.80,0.00,45.37,32.62,581.30,326.60,0.00,0.00
768.50,0.00,0.00,2806.62,1883.27,0.00,2250.60,26.65,637.77,1357.20,38.27,180.45,1270.97,28.38,0.00,52.19,32.62,588.74,324.10,0.00,0.00
799.00,0.00,0.00,2810.18,1873.68,0.00,2233.83,26.79,703.44,1389.67,38.64,180.45,1311.82,24.99,0.00,57.13,32.62,579.80,321.51,0.00,0.00
829.00,0.00,0.00,2816.61,1878.43,0.00,2279.49,30.32,658.27,1517.66,38.92,180.45,1154.99,20.04,0.00,40.51,41.44,574.56,331.05,0.00,0.00
858.50,0.00,0.00,2813.34,1858.62,0.00,2235.66,49.72,658.27,1438.54,34.67,180.45,600.18,32.78,0.00,43.80,33.35,582.53,320.54,0.00,0.00
888.50,0.00,0.00,2816.42,1849.36,0.00,2192.03,62.34,631.11,1334.50,40.53,180.45,396.55,19.53,0.00,50.90,33.35,609.51,343.33,0.00,0.00
919.00,0.00,0.00,2860.63,1875.06,0.00,2187.51,55.12,632.03,1357.23,40.53,180.45,384.31,11.71,0.00,48.58,34.75,590.29,312.86,0.00,0.00
949.50,0.00,0.00,2864.61,1928.54,0.00,2150.56,57.27,610.06,1329.59,35.03,180.45,259.80,9.73,0.00,53.00,34.75,582.92,369.57,0.00,0.00
979.50,0.00,0.00,2869.65,1955.53,0.00,2108.53,52.71,610.06,1359.45,35.03,180.45,233.69,10.32,0.00,70.73,39.37,597.41,336.16,0.00,0.00
1009.00,0.00,0.00,2838.64,1971.67,0.00,2097.15,45.35,610.06,1357.31,32.72,180.45,274.92,10.38,0.00,67.06,34.55,612.50,333.74,0.00,0.00
1038.50,0.00,0.00,2845.25,1937.06,0.00,2165.86,61.05,652.78,1420.19,40.50,180.45,199.66,10.38,0.00,57.44,34.55,612.03,330.60,0.00,0.00
1068.50,0.00,0.00,2811.44,1939.01,0.00,2189.81,47.91,625.62,1392.80,40.50,180.45,216.31,10.38,0.00,62.36,34.55,621.65,307.62,0.00,0.00
1098.50,0.00,0.00,2809.96,1960.70,0.00,2256.26,28.84,625.62,1365.95,33.63,180.45,475.02,10.38,0.00,57.19,34.75,634.41,319.96,0.00,0.00
1128.50,0.00,0.00,2832.38,1966.56,0.00,2262.30,24.93,625.62,1449.36,33.63,180.45,1007.87,10.38,0.00,73.12,36.19,604.44,343.17,0.00,0.00
1158.50,0.00,0.00,2876.24,2082.20,0.00,2331.41,23.50,701.61,1384.40,33.37,180.45,831.92,10.38,0.00,71.31,34.55,619.55,343.21,0.00,0.00
1189.00,0.00,0.00,2921.77,2099.16,0.00,2380.60,20.01,750.44,1385.89,33.37,180.45,1140.40,14.73,0.00,61.04,34.61,621.04,335.73,0.00,0.00
1219.50,0.00,0.00,2945.66,2092.15,0.00,2592.26,25.84,817.27,1385.21,34.67,94.61,1713.47,14.73,0.00,52.80,34.61,654.61,347.97,0.00,0.00
1249.00,0.00,0.00,2924.38,2062.89,0.00,2685.62,35.80,799.57,1338.87,33.63,133.12,1916.99,22.95,0.00,70.95,34.61,646.25,340.14,0.00,0.00
1278.50,0.00,0.00,2951.02,2007.09,0.00,2789.30,41.99,799.57,1447.76,37.54,111.39,1588.85,18.49,0.00,58.20,44.40,667.55,341.19,0.00,0.00
1308.50,0.00,0.00,2988.70,1990.73,0.69,2804.47,68.65,741.59,1603.55,37.54,51.17,1449.25,21.34,0.00,63.66,34.61,663.34,328.73,0.00,0.00
1337.00,0.00,0.00,3072.77,1984.93,0.00,2596.47,80.61,684.52,1543.11,35.62,51.17,1184.13,21.75,0.00,68.51,34.55,673.46,342.58,0.00,0.00
1367.00,0.00,0.00,3165.14,2004.12,1.42,2467.23,73.69,680.04,1512.28,41.57,51.17,643.24,33.43,0.00,64.09,34.30,662.09,341.50,0.00,0.00
1398.50,0.00,0.00,3205.96,2131.76,7.98,2400.85,77.56,686.96,1637.51,43.40,51.17,496.60,24.38,0.00,76.71,34.30,678.76,337.88,0.00,0.00
1428.50,0.00,0.00,3264.92,2207.72,10.06,2037.08,91.22,567.64,1903.50,45.23,51.17,237.07,20.36,0.00,89.75,34.49,644.88,339.67,0.00,0.00
1459.00,0.00,0.00,3198.47,2263.27,6.76,1868.97,84.71,501.41,1904.18,47.30,51.17,197.94,15.30,0.00,58.34,34.18,673.04,346.38,0.00,0.00
1489.00,0.00,0.00,3128.45,2265.87,0.00,1916.56,87.39,501.41,1850.72,56.15,51.17,206.67,6.71,0.00,51.27,34.18,714.98,344.41,0.00,0.00
1518.50,0.00,0.00,3070.92,2313.30,0.00,1912.01,66.38,552.07,1764.78,62.32,51.17,220.92,6.41,0.00,51.88,34.18,702.79,361.98,0.00,0.00
1548.50,0.00,0.00,2848.16,2303.36,0.00,2051.18,32.56,552.07,1652.51,46.59,51.17,208.99,7.02,0.00,42.25,34.18,744.12,355.33,0.00,0.00
1578.50,0.00,0.00,2778.67,2315.29,0.00,2023.89,29.79,552.07,1680.70,40.96,51.17,211.49,9.26,0.00,55.51,34.18,762.17,364.79,0.00,0.00
1608.50,0.00,0.00,2797.03,2287.94,0.00,2074.88,26.12,595.41,1535.54,45.55,51.17,226.69,8.30,0.00,56.25,34.18,766.21,363.59,0.00,0.00
1638.50,0.00,0.00,2812.29,2301.37,0.00,2124.93,28.17,595.41,1436.79,47.36,51.17,252.63,8.61,0.00,91.25,34.18,808.84,357.70,0.00,0.00
1668.50,0.00,0.00,2833.80,2296.26,0.00,2166.91,28.81,595.41,1374.67,45.47,51.17,249.94,8.61,0.00,50.66,34.79,826.56,376.59,0.00,0.00
1697.00,0.00,0.00,2874.54,2290.13,0.00,2182.62,24.38,595.41,1362.94,51.27,51.17,248.97,8.61,0.00,41.74,34.79,826.07,370.06,0.00,0.00
1727.00,0.00,0.00,2871.61,2256.96,0.00,2175.97,28.18,595.41,1372.26,51.21,51.17,245.76,10.25,0.00,64.24,34.79,813.31,362.61,0.00,0.00
1757.50,0.00,0.00,2869.92,2211.32,0.00,2128.19,49.99,595.41,1504.54,44.25,51.17,271.30,10.25,0.00,59.51,31.68,825.15,367.44,0.00,0.00
1785.00,0.00,0.00,2921.26,2208.59,0.00,2053.99,64.76,553.90,1659.45,44.25,51.17,270.39,10.25,0.00,48.17,37.42,853.64,381.08,0.00,0.00
1816.00,0.00,0.00,2920.68,2180.62,0.00,2028.49,53.42,553.90,1718.39,44.83,51.17,247.00,10.25,0.00,63.02,37.93,838.80,366.22,0.00,0.00
1847.50,0.00,0.00,2918.16,2183.14,0.00,1978.13,65.37,513.62,1788.94,47.55,51.17,259.62,10.25,0.00,70.98,36.03,837.28,330.10,0.00,0.00
1876.50,0.00,0.00,2918.54,2182.95,0.00,1943.55,66.98,553.90,1766.43,40.91,51.17,264.92,10.19,0.00,68.87,34.42,796.27,397.16,0.00,0.00
1907.50,0.00,0.00,2864.16,2169.18,0.00,1891.65,77.82,504.87,1868.24,43.03,51.17,264.47,11.72,0.00,59.17,34.42,784.88,377.65,0.00,0.00
1938.00,0.00,0.00,2864.73,2158.18,0.00,1724.05,64.38,467.23,1864.47,43.40,51.17,277.21,14.95,0.00,64.39,40.41,784.62,362.80,0.00,0.00
1966.50,0.00,0.00,2859.56,2167.16,0.00,1647.76,68.30,467.23,1944.91,43.40,51.17,289.19,9.34,0.00,65.67,40.41,740.24,360.42,0.00,0.00
1996.50,0.00,0.00,2796.44,2144.86,0.00,1783.39,78.29,436.92,1956.23,55.24,51.17,265.68,6.41,0.00,53.71,34.49,732.90,351.34,0.00,0.00
2028.00,0.00,0.00,2777.81,2186.62,0.00,1884.35,63.00,487.37,1863.61,46.51,51.17,268.44,6.41,0.00,50.22,40.47,718.85,349.95,0.00,0.00
2058.50,0.00,0.00,2718.81,2244.06,0.00,1892.31,54.89,487.37,1738.89,42.50,51.17,277.82,7.32,0.00,61.25,34.49,680.11,328.16,0.00,0.00
2088.50,0.00,0.00,2664.97,2218.75,0.69,1886.01,77.25,524.60,1723.35,44.43,51.17,270.90,10.74,0.00,56.76,34.49,646.37,357.28,0.00,0.00
2118.50,0.00,0.00,2704.20,2208.78,0.00,1833.98,78.61,527.96,1769.38,44.43,51.17,256.40,10.74,0.00,67.78,34.49,651.30,362.92,0.00,0.00
2148.50,0.00,0.00,2774.84,2203.46,0.00,1817.69,75.09,527.96,1892.90,44.43,51.17,274.08,8.30,0.00,66.51,34.49,652.60,350.72,0.00,0.00
2178.50,0.00,0.00,2787.46,2179.29,0.00,1789.33,74.48,527.96,1910.60,44.43,51.17,238.83,10.32,0.00,45.78,34.49,614.55,327.15,0.00,0.00
2208.50,0.00,0.00,2794.29,2215.83,0.00,1820.49,70.71,464.18,1898.16,44.43,51.17,263.72,10.32,0.00,56.83,34.49,590.68,351.67,0.00,0.00
2238.00,0.00,0.00,2776.02,2235.65,1.43,1770.31,75.43,480.66,1886.97,43.46,51.17,246.06,10.32,0.00,56.46,40.79,586.00,333.03,0.00,0.00
2268.00,0.00,0.00,2769.77,2179.77,0.00,1857.72,66.61,480.66,1863.27,41.05,51.17,253.53,10.32,0.00,63.08,38.45,567.94,336.85,0.00,0.00
2298.00,0.00,0.00,2770.40,2198.48,0.76,1895.17,68.81,502.63,1864.22,42.14,51.17,228.21,10.32,0.00,68.46,32.59,560.79,339.51,0.00,0.00
2328.00,0.00,0.00,2754.65,2218.49,3.48,1980.13,84.93,502.63,1795.16,42.09,51.17,242.25,10.32,0.00,59.03,37.48,566.15,344.81,0.00,0.00
2358.50,0.00,0.00,2734.85,2240.94,0.00,2026.14,93.14,544.14,1800.30,40.22,51.17,216.15,6.41,0.00,58.98,37.51,550.52,322.94,0.00,0.00
2388.50,0.00,0.00,2769.93,2241.01,0.00,1986.37,72.18,500.80,1917.27,45.81,51.17,251.37,6.41,0.00,76.04,42.42,550.57,312.61,0.00,0.00
2418.50,0.00,0.00,2800.99,2261.81,0.00,1444.21,41.44,430.91,1946.46,39.31,51.17,237.90,6.78,0.00,38.88,37.42,536.98,296.85,0.00,0.00
