Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,62.75,57.05
15.50,61.44,55.27
45.50,62.34,71.54
75.50,63.94,148.99
105.50,64.22,201.64
135.50,63.42,208.92
165.50,64.75,209.54
195.50,62.37,209.37
225.50,64.37,209.92
255.50,63.55,204.93
285.50,64.16,209.15
315.00,64.45,210.07
344.00,63.98,210.36
374.50,65.54,210.05
405.50,64.87,210.64
435.00,65.28,210.42
465.00,65.20,210.40
495.50,64.74,205.14
525.50,64.18,209.99
555.50,64.47,211.19
585.50,63.91,210.10
615.50,64.26,211.18
645.50,63.52,210.96
675.50,64.74,211.39
705.50,64.87,210.97
735.50,64.18,204.97
765.50,62.73,210.11
795.50,64.16,211.46
825.50,65.52,211.34
855.50,64.82,211.05
885.00,63.59,211.13
914.50,63.78,210.98
945.00,65.72,211.55
975.50,65.92,206.56
1005.50,66.28,209.90
1035.50,64.29,211.12
1065.50,63.71,211.60
1095.50,65.21,211.92
1125.50,64.46,211.65
1155.50,64.19,212.07
1185.50,62.66,211.77
1215.50,62.55,205.70
1245.50,64.31,210.55
1275.50,65.94,211.65
1304.00,64.57,211.48
1332.50,64.90,212.04
1363.50,64.28,211.85
1395.00,65.13,211.84
1425.50,65.31,211.40
1455.00,66.20,206.24
1485.00,65.12,210.37
1515.50,65.48,211.99
1545.50,66.03,212.30
1575.50,64.17,212.12
1605.50,86.80,211.75
1635.50,156.73,212.33
1665.50,170.39,211.96
1695.50,169.78,207.07
1725.50,170.34,211.29
1755.50,170.60,212.45
1785.50,172.79,212.92
1815.50,170.07,212.30
1845.50,170.14,212.63
1875.50,171.66,213.05
1905.50,171.66,212.14
1934.50,172.04,206.24
1964.00,171.68,211.43
1994.50,169.68,212.14
2025.00,173.09,212.53
2055.50,170.13,212.75
2084.50,171.22,212.65
2114.00,172.27,212.97
2145.00,171.17,212.42
2175.00,173.60,206.61
2205.00,172.37,211.82
2235.50,127.19,213.04
2265.50,71.49,212.84
2295.50,65.42,212.29
2325.50,63.32,211.30
2355.50,65.34,211.45
