Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-1130.44,-1166.35
14.00,6944.59,7165.16
42.50,14402.12,14436.76
72.50,17388.69,18052.11
102.50,27954.58,34365.39
132.50,15732.83,18063.93
162.50,11036.07,13311.71
192.50,7782.72,8896.68
222.50,6581.63,7279.85
252.50,8072.24,9164.04
282.50,11285.66,13406.17
311.50,13487.79,16352.32
341.50,13126.77,16500.75
372.50,10776.80,13938.26
401.50,8312.64,11159.24
431.50,4974.11,7070.16
462.50,9527.92,13374.52
492.50,8230.64,11676.36
522.50,9525.27,13693.37
552.50,8868.77,13147.43
582.50,7120.95,11900.29
612.50,5660.56,9351.11
642.50,5343.34,8420.01
672.50,6196.22,9315.27
702.50,8110.88,10365.10
732.50,8870.10,11250.47
761.50,8992.70,11676.85
791.00,10351.43,13160.88
822.00,12056.20,15117.96
852.00,12108.24,14472.44
882.00,10062.95,12131.24
912.50,11352.16,13215.18
942.50,12091.20,15166.00
971.50,9546.70,11660.74
1001.50,10281.71,12569.95
1032.50,10344.53,12992.44
1062.50,9517.71,12251.93
1092.50,11015.81,14382.01
1122.50,12450.73,16942.72
1152.50,13189.87,18603.93
1182.50,14113.14,18845.53
1212.50,15114.54,19372.68
1242.50,14647.29,18405.59
1271.50,14308.94,17951.23
1301.50,13150.97,16501.34
1332.50,11223.75,14207.34
1362.50,15012.68,19131.23
1392.50,16891.39,21440.09
1422.50,16735.92,21166.83
1452.50,16405.33,21900.69
1481.00,15223.42,22543.62
1511.00,17560.60,25964.57
1542.50,21489.61,29513.53
1572.50,19797.54,26804.20
1602.00,16498.28,22625.69
1632.00,9269.21,12108.65
1662.50,2752.73,3605.33
1692.50,400.06,3605.33
1722.50,400.06,3605.33
1752.50,400.06,3605.33
1782.50,400.06,3605.33
1812.50,400.06,3605.33
1842.50,400.06,3605.33
1872.00,400.06,3605.33
1901.00,400.06,3605.33
1931.50,400.06,3605.33
