Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
388.50,0.00,0.30,822.94,95.93,0.00,0.30,0.30,0.00,638.99,109.78,0.00,68.44,673.28,0.00,148.88,0.30,28.75,201.77,3014.88,33.53
418.50,0.00,0.30,836.45,98.05,0.00,0.30,0.30,0.00,649.42,114.08,0.00,56.46,652.28,0.00,144.92,0.30,28.38,201.77,3014.66,33.53
448.50,0.00,0.30,854.81,93.18,0.00,0.30,0.30,0.00,649.42,129.53,0.00,87.18,671.48,0.00,151.58,0.30,28.50,201.77,3033.75,33.53
478.50,0.00,0.30,837.72,112.80,0.00,0.30,0.30,0.00,649.42,119.12,0.00,48.73,658.18,0.00,198.49,0.30,28.75,201.77,3060.04,36.99
508.50,0.00,0.30,838.64,112.87,0.00,0.30,0.30,0.00,649.42,146.99,0.00,57.68,634.47,0.00,229.10,0.30,31.35,201.77,3087.82,36.48
538.50,0.00,0.30,831.37,109.70,0.00,0.30,0.30,0.00,721.14,156.07,0.00,49.83,660.76,0.00,272.75,0.30,29.82,201.77,3042.04,40.06
568.50,0.00,0.30,821.91,83.27,0.00,0.30,0.30,0.00,699.47,155.88,0.00,49.83,674.45,0.00,277.07,0.30,30.53,201.77,3064.07,38.01
598.50,0.00,0.30,842.47,89.08,0.00,0.30,0.30,0.00,699.47,161.11,0.00,49.83,646.52,0.00,335.28,0.30,30.40,201.77,3073.33,42.96
628.50,0.00,0.30,831.48,101.50,0.00,0.30,0.30,0.00,699.47,157.35,0.00,49.83,599.48,0.00,363.80,0.30,35.95,50.35,3095.97,40.01
657.50,0.00,0.30,822.28,83.31,0.00,0.30,0.30,0.00,699.47,161.38,0.00,26.65,622.20,0.00,400.44,0.30,35.95,150.45,3079.85,37.81
686.50,0.00,0.30,813.44,73.10,0.00,0.30,0.30,0.00,699.47,190.74,0.00,26.65,600.59,2.53,417.45,0.30,35.95,293.32,3133.34,41.75
717.00,0.00,0.30,808.34,98.67,0.00,0.30,0.30,0.00,700.59,184.02,0.00,20.45,559.56,2.53,479.18,0.30,36.50,287.91,3159.01,42.30
748.00,0.00,0.30,798.30,99.42,0.00,0.30,0.30,0.00,712.29,150.70,0.00,29.60,586.08,2.53,512.75,0.30,36.50,313.89,3159.84,41.66
778.50,0.00,0.30,816.76,63.65,0.00,0.30,0.30,0.00,712.29,151.01,0.00,29.60,597.70,5.19,558.02,0.30,36.50,207.88,3151.70,44.10
808.50,0.00,0.30,794.63,83.99,0.00,0.30,0.30,0.00,712.29,151.01,0.00,46.39,585.09,0.00,611.64,0.30,30.33,94.35,3164.74,42.85
838.50,0.00,0.30,802.38,56.01,0.00,0.30,0.30,0.00,712.29,155.34,0.00,39.06,616.62,4.07,654.73,53.30,37.37,111.26,3193.96,40.41
868.50,0.00,0.30,827.16,64.60,0.00,0.30,0.30,0.00,665.90,120.81,0.00,38.76,704.51,2.53,742.50,30.72,36.02,139.53,3225.33,47.24
898.50,0.00,0.30,833.24,64.61,0.00,0.30,0.30,0.00,652.78,95.06,0.00,43.95,686.41,2.53,795.55,49.29,39.12,143.87,3237.57,43.01
928.50,0.00,0.30,808.12,51.74,0.00,0.30,0.30,0.00,652.78,118.23,0.00,91.86,776.01,2.53,823.39,55.14,33.61,191.01,3284.48,50.38
958.50,0.00,0.30,826.43,63.90,0.00,0.30,0.30,0.00,652.78,86.71,0.00,103.89,768.60,9.01,924.29,57.43,38.27,250.21,3326.03,50.77
988.50,0.00,0.30,803.34,76.40,0.00,0.30,0.30,0.00,606.39,85.14,0.00,84.53,848.96,8.03,980.92,56.63,38.15,309.80,3339.23,54.12
1018.50,0.00,0.30,793.65,81.54,0.00,0.30,16.71,0.00,606.39,56.33,0.00,159.61,915.76,13.86,1084.24,73.24,40.10,298.94,3406.90,55.97
1048.50,0.00,0.30,813.71,63.72,0.00,0.30,16.17,0.00,606.39,50.96,0.00,129.33,946.06,16.78,1136.92,69.22,40.66,116.27,3432.06,55.97
1078.50,0.00,0.30,821.17,56.06,0.00,0.30,37.08,0.00,557.56,65.31,0.00,201.04,967.30,12.54,1182.48,83.92,43.07,116.27,3428.42,55.80
1107.00,0.00,0.30,809.64,60.62,0.00,0.30,42.11,0.00,557.56,46.69,0.00,198.81,1057.45,14.63,1208.87,88.53,43.07,395.41,3434.27,57.43
1136.00,0.00,0.30,826.01,74.19,0.00,0.30,52.00,0.00,516.67,44.20,0.00,224.13,1099.51,14.07,1289.29,123.60,42.57,381.51,3509.32,57.92
1167.50,0.00,0.30,799.42,80.75,0.00,0.30,70.65,0.00,516.67,44.20,0.00,196.03,1091.45,13.00,1402.78,145.66,44.52,640.82,3550.21,56.95
1198.50,0.00,0.30,831.62,78.72,0.00,0.30,140.38,0.00,475.78,44.20,0.00,230.18,1116.82,13.98,1427.05,128.38,43.07,435.60,3564.76,54.46
1228.50,0.00,0.30,827.47,75.66,0.00,0.30,175.43,0.00,475.78,44.20,0.00,233.46,1175.43,16.52,1402.36,163.84,43.52,317.53,3613.99,57.41
1258.50,0.00,0.30,842.33,93.02,0.00,0.30,173.85,0.00,430.61,44.20,0.00,246.74,1242.14,10.51,1539.15,182.04,45.27,276.45,3617.40,53.87
1288.50,0.00,0.30,832.53,93.12,0.00,20.14,235.06,0.00,430.61,44.20,0.00,246.74,1320.92,13.92,1653.34,214.69,44.04,561.88,3698.86,58.05
1318.50,0.00,0.30,824.46,90.79,0.00,34.48,281.73,0.00,386.66,44.20,0.00,250.31,1368.12,13.92,1712.83,251.22,42.42,379.89,3746.58,55.51
1348.50,0.00,0.30,824.36,92.19,0.00,61.34,286.17,0.00,386.66,44.20,0.00,260.93,1338.97,13.92,1791.90,272.68,46.39,324.32,3832.89,59.37
1378.50,0.00,0.30,823.51,102.19,0.00,14.95,265.72,0.00,346.38,44.20,0.00,273.75,1319.24,20.14,1845.58,282.60,46.39,320.98,3899.11,62.89
1407.50,0.00,0.30,824.50,88.76,0.00,17.70,295.01,0.00,346.38,44.20,0.00,312.66,1331.91,24.72,1805.29,276.95,47.67,417.52,3932.71,63.29
1436.00,0.00,0.30,824.75,62.33,0.00,70.80,331.90,0.00,312.81,44.20,0.00,285.41,1282.67,20.81,1785.67,267.03,47.63,334.78,3941.64,66.62
1465.50,0.00,0.30,826.87,80.83,0.00,70.80,331.68,0.00,312.81,44.20,0.00,278.32,1209.16,15.93,1753.31,298.91,50.97,276.19,3909.36,67.69
1495.50,0.00,0.30,842.30,70.05,0.00,70.80,375.63,0.00,276.19,44.20,0.00,296.13,1100.11,13.58,1710.59,248.97,47.97,276.19,3916.99,64.21
1525.50,0.00,0.30,851.38,67.95,0.00,25.94,356.27,0.00,224.92,44.20,0.00,255.44,1077.67,14.83,1561.42,206.65,47.22,234.38,3771.52,55.12
1555.00,0.00,0.30,822.98,95.11,0.00,45.59,364.88,0.00,224.92,44.20,0.00,246.18,1000.23,9.80,1458.96,182.29,47.22,453.87,3710.21,59.36
1585.50,0.00,0.30,821.36,76.55,0.00,14.04,346.66,0.00,182.19,44.20,0.00,218.43,991.14,10.40,1396.90,143.39,44.98,384.06,3664.72,54.14
1616.50,0.00,0.30,821.04,72.94,0.00,21.06,400.81,0.00,182.19,44.20,0.00,184.18,980.78,14.95,1297.57,141.40,43.23,251.29,3630.12,54.02
1647.00,0.00,0.30,808.22,65.25,0.00,30.42,383.86,0.00,143.94,44.20,0.00,142.11,970.24,14.47,1245.02,110.88,45.72,296.80,3614.25,59.70
1677.00,0.00,0.30,819.64,58.42,0.00,55.24,351.62,0.00,143.94,44.20,0.00,155.58,952.90,10.01,1159.23,111.88,48.89,402.30,3586.78,56.06
1707.50,0.00,0.30,782.67,56.59,0.00,15.33,373.80,0.00,143.94,44.20,0.00,124.55,1024.67,20.81,1119.00,77.40,45.84,598.07,3596.70,53.65
1738.50,0.00,0.30,830.52,69.99,0.00,32.48,346.82,0.00,100.10,44.20,0.00,120.11,1204.93,10.53,1129.35,80.22,41.08,673.81,3606.56,56.63
1768.50,0.00,0.30,826.73,57.90,0.00,29.30,368.87,0.00,75.38,44.20,0.00,97.25,1286.87,10.53,1224.08,101.57,45.42,453.12,3647.21,55.45
1798.50,0.00,0.30,839.90,53.41,0.00,47.30,333.84,0.00,75.38,44.20,0.00,106.75,1360.04,3.19,1281.29,143.13,44.07,323.82,3686.22,51.73
1828.50,0.00,0.30,823.44,49.68,0.00,65.25,309.99,0.00,75.38,44.20,0.00,175.48,1338.31,7.02,1292.92,152.53,34.53,529.18,3844.01,63.90
1858.50,0.00,0.30,807.00,69.72,0.00,23.75,799.93,0.00,90.64,148.52,0.00,252.38,1302.74,14.89,1280.35,163.34,37.17,332.28,4001.30,72.25
1888.00,0.00,0.30,822.13,47.19,0.00,19.23,742.39,0.00,127.56,164.08,0.00,295.11,1266.97,19.39,1148.64,137.16,43.03,240.18,4168.55,66.71
1918.00,0.00,0.30,821.85,56.74,0.00,22.28,539.02,0.00,236.31,121.33,0.00,313.79,1210.10,18.49,1025.83,94.13,54.18,229.99,4136.20,67.84
1948.50,0.00,0.30,808.52,55.46,0.00,14.24,487.26,0.00,332.95,23.06,0.00,322.98,1175.05,26.55,921.73,75.58,54.18,224.92,4108.92,71.19
1978.50,0.00,0.30,799.42,57.79,0.00,14.24,416.43,0.00,379.95,40.41,0.00,310.67,1149.13,17.82,772.16,65.00,51.33,252.03,4060.09,68.76
2008.50,0.00,0.30,815.52,57.79,0.00,14.24,302.28,0.00,379.95,39.77,0.00,312.73,1093.89,18.21,675.59,29.45,48.92,299.31,4030.11,63.62
2038.50,0.00,0.30,794.94,52.64,0.00,18.31,287.73,0.00,379.95,40.59,0.00,335.19,987.26,6.67,614.61,29.45,44.98,95.83,3987.59,54.65
2068.50,0.00,0.30,792.28,40.22,0.00,457.57,245.53,0.00,379.95,40.59,0.00,300.98,873.66,6.67,409.25,29.45,44.98,284.50,3865.72,40.86
2098.50,0.00,0.30,771.14,40.26,0.00,1037.42,249.82,0.00,339.67,40.59,0.00,324.81,827.87,6.67,257.37,29.45,30.33,821.60,3758.37,37.51
2128.50,0.00,0.30,794.84,50.23,0.00,1111.87,258.00,0.00,372.93,40.59,0.00,286.44,881.58,6.67,142.15,29.45,22.74,327.84,3581.96,31.68
2158.50,0.00,0.30,816.05,63.02,0.00,1067.00,232.43,0.00,372.93,40.59,0.00,273.14,899.18,6.67,128.28,29.45,22.55,376.59,3465.02,39.45
2188.50,0.00,0.30,802.17,87.25,0.00,885.94,229.45,0.00,372.93,40.59,0.00,199.54,941.30,2.53,183.06,29.45,22.58,662.95,3459.08,42.30
2218.50,0.00,0.30,791.71,61.97,0.00,534.70,215.24,0.00,372.93,40.59,0.00,190.04,925.46,2.53,144.25,29.45,22.52,497.34,3457.39,37.57
2248.50,0.00,0.30,801.25,65.33,0.00,292.62,235.65,0.00,372.93,40.59,0.00,178.53,934.88,2.53,165.65,29.45,28.28,496.34,3491.26,39.42
2278.50,0.00,0.30,803.54,53.30,0.00,92.10,210.07,0.00,401.31,40.59,0.00,171.29,994.58,2.53,215.30,29.45,23.62,368.74,3485.96,41.55
2308.50,0.00,0.30,788.28,63.63,0.00,24.72,205.65,0.00,401.31,22.58,0.00,165.10,927.53,2.53,292.78,29.45,27.36,335.89,3499.30,39.39
2336.50,0.00,0.30,795.52,64.31,0.00,10.68,154.12,0.00,447.70,35.79,0.00,153.51,662.20,2.53,309.35,29.45,26.79,403.92,3546.01,25.70
2366.50,0.00,0.30,804.76,74.86,0.00,20.14,202.66,0.00,447.70,24.72,0.00,151.98,532.32,2.53,202.33,29.45,22.58,478.09,3445.79,22.80
2396.50,0.00,0.30,814.53,53.00,0.00,25.48,200.91,0.00,447.70,21.51,0.00,130.77,460.21,2.53,56.76,29.45,15.69,703.87,3220.37,16.91
2426.50,0.00,0.30,816.97,56.22,0.00,32.35,151.72,0.00,512.40,29.16,0.00,128.33,514.95,2.53,49.04,29.45,8.18,524.46,3067.56,17.88
2457.00,0.00,0.30,817.96,69.58,0.00,32.35,169.43,0.00,512.40,26.82,0.00,102.36,432.66,2.53,49.04,29.45,6.90,353.51,2960.55,17.88
2485.50,0.00,0.30,812.08,62.98,0.00,32.35,160.89,0.00,512.40,26.82,0.00,49.95,382.20,2.53,65.92,29.45,6.90,291.49,2942.09,12.70
2515.50,0.00,0.30,831.35,62.82,0.00,32.35,137.68,0.00,512.40,34.14,0.00,49.95,339.50,2.53,185.85,29.45,8.52,421.63,2899.29,12.70
2545.50,0.00,0.30,813.06,52.37,0.00,32.35,140.22,0.00,512.40,50.20,0.00,49.95,465.60,2.53,150.34,29.45,2.96,297.46,2952.32,13.43
