Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,927.54,1290.80
8.50,7686.00,10443.69
32.00,21310.29,29767.35
62.50,19835.53,26259.71
92.50,24478.53,34406.86
122.50,46405.41,62119.74
152.50,41948.72,69094.99
181.50,47620.19,63923.99
211.00,52881.38,60235.39
242.00,52766.82,59396.27
272.50,53728.40,60241.18
302.50,55497.16,61811.41
332.50,56070.71,62132.28
361.00,55383.81,61214.73
390.00,57247.20,63839.19
420.50,56296.35,63078.53
451.50,53608.45,60451.52
482.50,53109.36,59394.48
512.50,57938.51,64649.12
540.50,66369.80,73770.33
569.00,66146.82,73999.57
600.50,61758.99,69659.62
631.50,63875.70,72184.17
662.00,65075.84,73193.59
692.50,64341.09,72527.21
722.50,66201.68,75010.41
752.00,65168.61,73309.35
781.50,78471.76,88600.23
811.50,73242.66,83064.74
842.00,39160.63,43899.18
872.00,36070.64,40382.60
902.00,40480.34,46454.25
932.50,24642.68,28047.38
962.50,30877.68,35214.47
992.50,33012.55,37900.26
1022.00,30121.07,34636.34
1052.00,15977.20,18099.56
1082.50,9501.20,10430.50
1112.50,8227.67,8993.14
1142.50,8158.54,8953.58
1172.50,7514.34,8238.14
1202.50,6525.87,7314.71
1231.50,3503.08,4117.80
1261.50,5540.78,6544.10
1292.50,4545.02,5398.26
1322.50,6308.88,7797.76
1352.50,2956.67,3772.61
1382.50,2502.84,3391.76
1412.50,2370.79,3388.23
1442.50,1891.78,2782.02
1472.50,1661.24,2445.63
1502.50,1579.89,2193.04
1532.50,1301.75,1758.45
1562.50,1968.99,2719.18
1592.50,2145.36,3030.07
1622.50,1773.23,2504.77
1652.50,2171.18,3132.67
1682.50,1932.33,2909.28
1712.50,1854.99,2516.04
1742.50,940.01,1314.97
1772.50,1122.59,1588.96
1802.50,1436.64,2017.70
1832.50,762.46,1091.84
1862.50,1190.04,1717.05
1892.50,267.29,393.98
1922.50,512.70,741.34
1952.50,682.79,960.70
1981.50,671.91,944.48
2011.00,1197.11,1641.21
2042.00,652.97,913.51
