Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TINC301H,TINC301G,TINC301F,TINC301E,TINC301D,TINC301C,TINC301B,TINC301A,TINC302H,TINC302G,TINC302F,TINC302E,TINC302D,TINC302C,TINC302B,TINC302A,TINC303H,TINC303G,TINC303F,TINC303E,TINC303D,TINC303C,TINC303B,TINC303A,TINC304H,TINC304G,TINC304F,TINC304E,TINC304D,TINC304C,TINC304B,TINC304A,TINC205H,TINC205G,TINC205F,TINC205E,TINC205D,TINC205C,TINC205B,TINC205A,TINC305H,TINC305G,TINC305F,TINC305E,TINC305D,TINC305C,TINC305B,TINC305A,TINC306H,TINC306G,TINC306F,TINC306E,TINC306D,TINC306C,TINC306B,TINC306A,TINC307H,TINC307G,TINC307F,TINC307E,TINC307D,TINC307C,TINC307B,TINC307A,TINC207H,TINC207G,TINC207F,TINC207E,TINC207D,TINC207C,TINC207B,TINC207A,TINC208H,TINC208G,TINC208F,TINC208E,TINC208D,TINC208C,TINC208B,TINC208A,TINC209H,TINC209G,TINC209F,TINC209E,TINC209D,TINC209C,TINC209B,TINC209A,TINC211H,TINC211G,TINC211F,TINC211E,TINC211D,TINC211C,TINC211B,TINC211A,TINC213H,TINC213G,TINC213F,TINC213E,TINC213D,TINC213C,TINC213B,TINC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
228.50,22.98,30.99,22.40,10.13,8.56,7.69,7.37,154.66,146.09,118.68,75.32,57.95,17.62,11.23,10.45,206.86,196.36,177.31,139.52,90.06,40.87,18.44,13.74,271.63,254.72,225.06,192.43,134.69,77.20,51.48,32.32,368.38,314.37,256.51,213.97,157.69,87.13,59.15,46.75,360.31,348.72,285.24,183.60,157.36,122.72,161.37,102.47,290.55,224.77,194.64,87.34,56.03,43.17,31.44,27.94,212.35,194.99,148.87,99.80,72.89,40.75,33.21,35.16,150.48,100.92,111.23,70.75,41.45,36.88,30.71,28.33,28.24,36.92,30.94,30.05,29.38,27.54,31.21,31.45,23.12,24.49,19.44,17.60,17.94,18.02,17.92,17.00,23.40,21.91,21.04,19.56,15.09,12.73,10.47,10.13,36.68,35.39,32.35,28.09,19.57,11.97,9.30,9.44,11.15,11.31,11.18,11.18,10.82,10.72,10.47,10.35,7.57,8.16,8.93,7.62,8.47,8.21,7.02
258.50,42.22,57.84,57.37,30.59,13.30,9.20,8.99,165.69,157.95,136.57,106.85,96.55,41.88,14.44,12.75,203.83,195.42,182.41,155.22,115.67,75.54,32.27,19.83,256.11,245.47,221.48,198.02,160.85,101.65,68.35,54.75,355.82,314.90,264.16,220.11,176.01,103.34,65.88,48.22,339.00,324.98,259.26,149.51,112.93,84.10,129.27,81.06,269.34,210.62,171.33,70.08,45.65,38.67,35.07,33.83,196.98,175.57,139.46,94.50,55.33,35.33,31.02,34.46,135.43,92.74,90.16,50.48,31.35,29.97,28.60,26.92,21.27,26.95,22.58,21.91,22.34,23.60,24.06,24.25,17.63,18.57,15.77,17.60,15.75,15.90,15.77,14.81,21.04,19.74,18.83,18.06,15.09,12.73,11.86,11.31,32.22,30.21,27.06,22.24,15.06,11.97,9.30,9.44,11.15,11.31,11.18,9.66,9.41,9.25,9.05,10.35,7.57,8.16,6.74,7.62,7.05,8.21,7.02
289.00,60.01,80.35,81.95,58.41,25.88,11.37,11.19,163.30,157.95,141.84,120.65,111.19,65.03,33.43,19.16,203.83,195.42,183.10,159.51,122.09,82.18,50.08,35.26,252.85,243.22,222.84,200.53,168.74,115.90,69.35,56.93,352.81,318.90,267.68,223.65,182.98,102.78,62.54,48.22,324.05,307.97,234.12,122.56,85.55,60.76,110.24,64.99,259.24,204.64,150.74,57.82,37.05,32.24,29.63,30.00,187.16,164.23,125.37,82.99,42.05,28.24,27.41,29.76,123.26,84.59,70.68,34.84,24.84,23.37,24.11,23.21,18.24,21.57,18.02,18.04,17.99,20.71,19.62,19.14,17.63,16.36,15.77,14.71,15.75,15.90,15.77,14.81,21.04,19.74,18.83,18.06,15.09,12.19,11.86,11.31,28.59,26.49,22.53,17.39,12.19,9.86,9.30,9.44,11.15,9.78,9.79,9.66,9.41,9.25,9.05,8.76,7.57,8.16,6.74,7.62,7.05,8.21,7.02
319.00,68.72,88.87,91.45,75.79,42.85,20.18,15.18,163.30,157.95,143.61,125.77,119.66,74.85,49.85,30.77,198.97,191.39,179.95,158.79,125.50,85.30,57.48,47.04,250.22,240.51,218.48,195.61,166.08,115.45,65.30,53.20,348.51,314.04,265.20,213.94,176.06,94.45,59.75,45.78,314.30,299.02,216.99,102.87,67.45,49.46,100.61,53.08,259.19,202.41,138.99,48.34,30.41,26.81,24.83,24.92,186.31,163.09,112.67,73.14,34.99,22.92,23.12,24.34,115.75,77.21,56.87,27.33,21.24,19.53,20.49,19.57,16.71,18.59,18.02,16.59,15.88,18.49,17.47,17.02,15.42,16.36,15.77,14.71,15.75,15.90,15.77,14.81,21.04,19.74,18.83,16.61,13.64,10.80,10.44,11.31,25.68,23.59,18.81,14.42,10.80,9.86,9.30,8.03,9.74,8.36,9.79,9.66,9.41,7.85,9.05,8.76,7.57,8.16,6.74,7.62,7.05,8.21,7.02
349.00,73.87,93.17,94.51,81.43,53.41,35.76,23.83,161.35,157.95,143.61,128.90,122.75,79.71,54.70,40.23,196.47,190.85,180.27,160.36,127.38,87.56,59.15,50.37,248.19,238.03,216.53,194.53,162.83,114.87,63.25,50.89,348.46,310.31,266.14,215.51,175.30,92.40,57.57,45.78,307.92,292.76,201.77,89.13,57.82,44.51,96.56,45.59,256.47,200.02,128.10,45.29,27.35,23.11,21.77,21.98,184.47,158.80,105.48,67.31,32.49,20.59,20.22,20.56,112.70,72.91,50.05,24.06,19.03,18.11,18.30,17.40,16.71,17.18,15.85,15.16,15.88,17.05,16.05,15.61,15.42,14.94,14.35,14.71,14.33,14.48,14.35,14.81,19.60,18.29,16.62,14.44,12.22,10.80,10.44,9.90,22.83,20.66,16.59,11.53,9.40,9.86,7.90,8.03,9.74,8.36,8.39,9.66,8.00,7.85,9.05,8.76,7.57,8.16,6.74,7.62,7.05,6.82,7.02
379.50,76.06,93.46,95.39,84.82,60.35,45.14,35.06,161.35,157.95,145.33,130.40,126.18,82.66,54.70,43.57,195.98,191.30,179.50,161.77,127.38,85.12,57.70,48.65,249.53,240.99,219.25,196.76,162.68,111.44,63.29,50.10,346.53,316.95,268.15,209.94,174.03,89.58,58.06,45.78,304.60,291.98,195.21,81.38,52.41,42.26,95.10,41.03,256.48,198.84,124.83,43.29,25.47,23.11,21.77,20.41,182.03,155.92,96.75,62.58,32.49,19.17,18.75,20.56,111.93,72.99,50.85,24.07,17.55,16.66,16.87,17.40,15.30,15.77,15.85,15.16,15.88,17.05,16.05,15.61,13.90,13.51,14.35,13.16,14.33,14.48,14.35,13.32,18.12,16.84,14.45,12.32,10.82,10.80,10.44,9.90,19.99,17.82,15.19,11.53,9.40,9.86,7.90,8.03,8.34,8.36,8.39,8.26,8.00,7.85,9.05,8.76,7.57,6.77,6.74,7.62,7.05,6.82,7.02
409.50,77.62,91.86,95.39,84.82,63.71,48.87,40.71,159.75,156.55,145.33,130.40,123.67,79.94,54.70,43.57,197.93,191.30,180.44,162.32,129.12,81.86,57.70,47.09,256.66,245.37,222.16,198.83,164.20,108.47,61.26,49.17,357.37,319.71,271.69,217.31,179.40,91.06,58.06,45.78,306.26,292.01,195.64,78.33,50.25,40.85,96.56,37.86,263.34,211.73,126.64,43.87,25.74,21.16,19.75,20.41,187.80,161.09,96.45,63.81,30.47,17.75,17.35,18.43,115.86,73.88,49.82,22.44,17.09,16.28,16.48,16.07,15.30,15.77,14.45,13.72,14.48,15.60,14.61,14.20,13.90,13.51,12.91,13.16,12.93,13.06,12.93,13.32,18.12,16.84,14.45,12.32,10.82,9.40,10.44,9.90,17.82,15.72,12.87,9.38,9.40,9.86,7.90,8.03,8.34,8.36,8.39,8.26,8.00,7.85,9.05,8.76,7.57,6.77,6.74,7.62,7.05,6.82,7.02
439.50,79.33,92.04,93.92,84.68,65.12,51.02,42.97,159.75,156.55,146.73,130.40,123.67,81.29,54.70,43.57,200.00,193.21,182.97,163.75,131.12,82.63,57.70,47.09,256.43,247.36,226.40,202.97,170.94,116.21,63.06,50.78,361.15,323.56,272.24,213.83,177.06,91.07,58.32,45.78,308.46,296.47,201.92,78.33,50.25,40.85,96.56,35.57,267.15,212.66,135.78,44.54,23.97,21.16,19.75,19.01,191.81,166.64,98.95,63.60,30.96,17.75,17.35,18.43,123.12,81.88,57.53,23.88,17.09,16.28,16.48,16.07,13.90,14.38,14.45,13.72,14.48,15.60,14.61,14.20,13.90,13.51,12.91,11.76,12.93,13.06,12.93,11.92,16.71,15.42,13.03,12.32,10.82,9.40,10.44,9.90,16.37,15.72,12.87,9.38,9.40,9.86,7.90,8.03,8.34,8.36,8.39,8.26,8.00,7.85,9.05,8.76,7.57,6.77,6.74,7.62,7.05,6.82,7.02
469.50,79.33,90.11,92.46,84.68,65.12,52.42,44.53,159.75,156.55,146.73,132.00,123.67,82.20,54.70,43.57,201.72,195.43,185.39,165.43,130.57,85.40,59.34,47.09,262.10,250.09,228.38,205.93,172.72,117.01,62.56,50.78,362.96,326.44,272.16,210.24,175.50,90.24,58.32,48.05,311.18,299.40,215.24,80.38,50.25,40.85,96.56,34.08,270.98,220.96,147.91,46.47,25.57,21.16,19.75,19.01,195.46,171.79,106.22,64.50,33.67,17.75,17.35,18.43,128.37,86.27,59.71,26.06,17.09,16.28,16.48,16.07,13.90,14.38,13.03,13.72,13.08,15.60,14.61,14.20,12.45,12.12,12.91,11.76,12.93,11.66,12.93,11.92,16.71,15.42,13.03,10.87,10.82,9.40,10.44,9.90,16.37,14.33,10.60,9.38,9.40,7.72,7.90,8.03,8.34,8.36,8.39,8.26,8.00,7.85,9.05,8.76,7.57,6.77,6.74,7.62,7.05,6.82,7.02
500.00,79.33,89.74,92.46,84.68,66.61,54.04,45.09,161.43,158.17,148.51,132.00,121.22,82.20,54.70,43.57,201.40,197.52,185.39,166.06,130.57,86.24,59.34,47.09,258.83,254.10,232.68,211.49,177.10,118.39,63.76,52.17,354.63,319.69,269.54,207.24,169.37,90.38,58.32,46.24,313.59,304.14,225.85,84.29,51.74,40.85,98.05,34.08,278.57,226.52,160.79,50.82,28.09,21.16,19.75,19.01,203.63,177.90,114.73,66.16,36.81,17.75,17.35,18.43,137.17,91.15,66.96,29.82,17.09,16.28,16.48,16.07,13.90,14.38,13.03,13.72,13.08,14.20,13.21,14.20,12.45,12.12,11.51,11.76,11.51,11.66,11.51,11.92,15.30,14.02,13.03,10.87,10.82,9.40,10.44,9.90,14.96,12.88,9.20,9.38,9.40,7.72,7.90,8.03,8.34,8.36,8.39,8.26,8.00,7.85,9.05,8.76,7.57,6.77,6.74,7.62,7.05,6.82,7.02
530.50,79.33,89.74,90.78,84.68,66.61,55.54,45.61,159.48,158.17,148.51,132.00,122.72,82.85,54.70,43.57,201.53,196.26,185.39,168.25,133.44,84.63,59.34,47.09,261.67,250.99,232.01,211.59,183.72,128.60,70.42,52.17,353.49,316.09,266.37,207.04,171.24,93.66,59.00,48.14,318.66,310.80,242.24,90.66,51.74,40.85,98.05,34.08,284.56,232.83,174.56,57.05,28.12,21.16,19.75,19.01,210.21,188.11,124.89,70.67,39.14,17.75,17.35,18.43,145.63,97.91,77.33,36.32,19.78,18.06,16.48,16.07,13.90,14.38,13.03,13.72,13.08,14.20,13.21,14.20,12.45,12.12,11.51,11.76,11.51,11.66,11.51,11.92,15.30,14.02,11.61,10.87,10.82,9.40,10.44,9.90,14.96,12.88,9.20,9.38,9.40,7.72,7.90,8.03,8.34,8.36,8.39,8.26,8.00,7.85,9.05,8.76,7.57,6.77,6.74,7.62,7.05,6.82,7.02
560.00,79.33,89.68,90.78,84.68,68.03,55.54,45.61,161.12,158.17,150.01,133.53,124.32,86.21,57.80,45.83,205.74,199.00,188.58,169.02,134.52,88.08,60.95,48.83,264.01,255.69,234.40,212.28,183.53,124.37,69.42,53.83,367.73,322.65,265.94,206.10,174.75,94.62,59.00,48.14,322.78,310.80,246.68,93.07,53.84,40.85,98.05,32.68,284.90,234.47,173.31,58.50,30.38,22.58,21.15,20.58,209.61,191.66,133.46,75.20,46.34,19.26,19.19,19.86,149.34,102.89,88.05,45.17,19.78,18.06,16.48,17.32,13.90,12.98,13.03,13.72,13.08,14.20,14.91,14.20,12.45,12.12,11.51,11.76,11.51,11.66,11.51,11.92,13.63,12.50,11.61,10.87,9.43,9.40,10.44,9.90,13.55,11.48,9.20,9.38,9.40,7.72,7.90,8.03,8.34,8.36,8.39,8.26,8.00,7.85,9.05,8.76,7.57,6.77,6.74,7.62,7.05,6.82,7.02
589.50,81.85,93.25,95.82,87.02,71.25,58.80,47.24,168.52,165.03,155.78,137.60,130.61,90.48,61.57,47.31,212.02,204.67,193.02,173.85,136.43,91.64,63.60,51.47,265.42,254.67,230.52,204.21,169.43,112.73,64.95,53.83,368.50,335.19,284.19,232.01,190.36,93.79,59.00,49.73,318.41,303.32,219.46,86.00,50.96,40.85,96.49,32.68,266.48,208.69,131.12,47.97,27.04,22.58,21.15,20.58,193.96,175.50,126.60,77.29,38.60,19.26,19.19,19.86,131.20,88.43,68.40,31.92,18.37,16.64,16.48,17.32,12.49,12.98,13.03,12.32,13.08,14.20,13.49,14.20,12.45,12.12,11.51,11.76,11.51,11.66,11.51,11.92,10.53,10.44,10.11,10.87,9.43,9.40,10.44,9.90,11.40,10.06,9.20,9.38,9.40,7.72,7.90,8.03,8.34,8.36,8.39,8.26,8.00,7.85,9.05,8.76,7.57,6.77,6.74,7.62,7.05,6.82,7.02
619.50,86.78,103.32,105.39,95.42,77.17,63.74,50.70,179.64,174.08,162.93,143.93,135.37,87.04,64.88,50.34,212.58,204.42,195.74,177.05,140.41,89.02,63.27,51.47,252.88,238.27,212.34,190.19,152.39,99.94,61.93,50.82,354.76,323.93,282.36,230.29,174.82,91.37,56.82,48.06,304.93,270.77,165.90,73.25,47.25,39.31,96.49,32.68,222.98,159.86,98.99,35.17,22.08,19.43,18.83,18.67,161.86,142.86,104.74,48.82,24.79,16.92,16.99,17.55,69.04,50.35,32.02,18.64,15.23,14.49,14.64,15.15,12.49,12.98,11.64,12.32,13.08,12.80,13.49,12.79,12.45,12.12,11.51,11.76,11.51,11.66,11.51,11.92,10.53,9.05,10.11,10.87,9.43,9.40,10.44,9.90,11.40,10.06,9.20,9.38,8.00,7.72,7.90,8.03,8.34,8.36,8.39,8.26,8.00,7.85,9.05,8.76,7.57,6.77,6.74,7.62,7.05,6.82,7.02
649.50,94.10,112.04,114.37,101.58,77.17,66.91,54.85,176.54,172.50,162.31,142.70,129.07,80.64,62.95,49.59,200.79,196.72,189.19,170.29,128.54,80.37,58.90,49.11,228.38,214.60,197.79,174.56,137.66,87.79,55.24,46.25,323.91,301.67,275.13,229.50,170.21,84.50,53.09,46.05,282.44,224.34,124.16,61.99,48.20,42.16,99.37,32.68,162.25,122.76,77.60,25.25,17.40,16.46,15.86,16.48,119.23,89.23,52.04,22.16,14.85,14.09,14.83,15.38,17.30,29.73,15.51,13.39,15.23,12.35,14.64,12.98,12.49,12.98,11.64,12.32,11.66,12.80,12.04,12.79,12.45,12.12,11.51,11.76,11.51,11.66,11.51,11.92,10.53,9.05,10.11,10.87,9.43,9.40,10.44,9.90,11.40,10.06,9.20,9.38,8.00,7.72,7.90,8.03,8.34,8.36,8.39,8.26,8.00,7.85,9.05,8.76,7.57,6.77,6.74,7.62,7.05,6.82,7.02
679.50,100.29,115.12,114.03,100.44,77.08,64.75,53.09,169.04,165.04,158.03,136.35,121.89,74.71,60.28,47.15,188.16,186.02,179.88,162.98,119.43,70.77,53.72,44.38,222.11,205.73,183.64,163.29,127.75,83.51,53.73,43.25,305.20,289.96,259.67,212.57,159.06,74.69,50.23,46.84,263.65,188.15,95.70,56.98,51.51,45.87,104.74,32.68,113.13,100.30,61.79,18.30,15.19,15.04,15.86,14.35,39.87,24.92,19.77,14.17,12.70,14.09,13.44,13.93,12.07,29.73,13.34,13.39,15.23,12.35,14.64,12.98,12.49,12.98,11.64,12.32,11.66,12.80,12.04,12.79,12.45,12.12,11.51,10.34,11.51,11.66,11.51,10.51,10.53,9.05,8.72,9.48,9.43,9.40,10.44,9.90,11.40,10.06,9.20,9.38,8.00,7.72,7.90,8.03,8.34,8.36,8.39,8.26,8.00,7.85,9.05,8.76,7.57,6.77,6.74,7.62,7.05,6.82,7.02
