Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-53.54,-23.11,-3.13,10.96,14.27,21.67,16.24,23.45,27.32,39.25
6.50,-48.76,-21.72,-2.02,11.89,14.49,25.10,12.03,20.93,24.97,36.56
27.50,-46.07,-19.23,-0.60,15.29,20.09,33.96,9.31,24.12,25.97,35.52
57.50,-43.73,-17.43,0.92,17.77,24.72,38.11,11.03,27.70,28.27,38.16
87.50,-43.18,-13.34,0.49,23.22,28.27,45.85,13.42,29.59,30.19,42.20
117.50,-40.87,-11.83,2.42,23.88,32.05,51.99,13.39,30.88,29.64,45.78
146.50,-74.89,-22.03,0.88,36.24,45.80,73.68,54.01,74.63,80.63,88.97
176.50,-105.25,-48.60,-3.42,50.02,63.13,95.81,54.34,70.88,80.79,111.10
207.50,-110.49,-57.95,-8.83,47.14,55.75,94.89,50.83,69.70,78.47,106.97
237.50,-113.62,-60.86,-12.15,44.82,53.43,90.20,51.21,66.70,76.57,106.28
267.50,-116.53,-61.52,-15.72,34.36,47.82,82.76,53.67,68.78,79.05,106.61
297.50,-117.00,-60.35,-16.47,33.64,42.73,71.95,53.61,70.33,76.89,109.36
327.50,-120.28,-58.74,-13.64,30.30,40.56,65.21,58.54,73.10,81.89,112.69
356.00,-115.17,-54.02,-11.43,33.54,39.33,63.25,59.54,75.64,83.91,115.29
385.50,-113.13,-53.45,-10.81,30.53,37.35,58.89,58.89,74.88,84.39,116.91
417.00,-115.82,-54.86,-10.60,28.37,35.09,57.71,57.61,74.65,83.68,125.27
447.50,-110.44,-60.21,-15.12,23.06,33.77,52.99,55.63,73.03,81.21,123.67
477.50,-118.71,-62.26,-15.73,21.47,29.80,49.74,54.53,70.79,79.78,115.44
507.50,-122.56,-65.15,-17.05,19.54,27.57,46.73,50.50,68.72,77.29,104.01
537.50,-123.10,-64.08,-17.19,17.61,26.71,42.53,51.15,68.26,76.36,102.71
567.50,-119.20,-62.27,-17.14,15.55,25.87,46.28,51.50,67.41,76.36,105.46
596.50,-122.31,-61.87,-17.85,16.28,23.77,43.33,51.46,68.05,77.79,106.98
626.00,-117.16,-62.04,-18.95,13.19,22.91,38.77,50.94,68.02,78.23,104.74
657.00,-119.43,-62.88,-18.15,15.18,23.12,40.44,52.49,69.20,76.08,104.14
687.50,-113.91,-63.07,-18.43,12.79,21.88,38.81,49.84,67.57,76.10,106.00
717.50,-119.25,-65.32,-18.89,11.53,19.99,35.84,48.84,65.08,74.82,106.74
747.50,-117.84,-66.19,-19.43,8.86,16.05,34.69,47.63,64.48,73.87,107.87
777.50,-120.41,-68.96,-20.75,6.91,13.44,31.60,46.17,62.53,70.06,104.82
807.50,-122.59,-71.02,-22.64,4.58,10.58,32.55,45.15,61.71,68.56,101.32
837.50,-123.15,-70.63,-20.28,3.10,11.03,31.71,45.24,60.54,70.44,99.78
867.50,-126.63,-70.58,-21.44,2.45,10.23,30.95,44.22,61.68,70.49,102.61
897.50,-121.07,-71.57,-22.03,3.70,8.57,30.88,44.70,60.54,69.63,106.95
927.50,-119.59,-69.40,-19.22,4.78,12.49,32.23,45.11,61.34,71.46,110.44
957.00,-118.65,-68.66,-17.65,5.60,11.40,33.26,46.47,63.56,70.11,111.85
987.00,-117.26,-67.44,-17.80,6.22,12.24,31.92,46.41,63.09,71.01,112.00
1017.50,-119.08,-64.39,-17.01,7.10,14.68,34.50,48.20,64.35,74.00,111.51
1047.50,-116.17,-64.38,-15.84,7.42,14.10,36.25,49.91,64.06,70.74,112.97
1077.50,-117.46,-61.65,-11.86,10.23,18.01,36.10,49.80,68.00,76.10,109.54
1107.50,-114.85,-59.85,-13.30,11.30,19.27,36.87,51.45,68.58,73.78,111.75
1137.50,-112.56,-61.39,-12.42,8.29,16.70,35.69,51.03,67.47,74.63,116.48
1167.50,-112.08,-59.13,-14.15,12.04,18.18,37.49,51.74,69.73,74.70,114.22
1197.50,-112.37,-58.11,-13.63,14.74,19.21,41.59,53.69,70.67,78.43,119.65
1227.50,-112.38,-55.04,-14.02,16.66,23.43,43.35,55.90,73.20,79.89,115.36
1257.50,-110.28,-51.68,-14.14,18.34,24.15,42.54,57.54,73.02,79.36,118.70
1286.50,-108.40,-52.48,-16.76,18.08,24.90,40.63,55.40,72.65,80.49,113.55
1316.50,-108.47,-53.44,-16.63,17.41,24.15,44.37,56.01,73.41,80.78,113.45
1347.50,-110.98,-56.23,-18.08,17.03,24.65,43.34,58.14,75.92,85.46,118.23
1377.50,-109.62,-58.25,-18.34,16.41,22.80,40.63,60.63,75.99,87.72,118.12
1407.50,-107.57,-60.08,-19.09,16.49,21.68,37.18,61.93,78.25,86.92,115.53
1437.50,-108.93,-60.91,-17.47,15.42,21.09,37.89,64.49,80.80,89.67,121.39
1467.50,-108.47,-59.24,-15.53,18.42,21.60,35.37,67.29,83.75,92.99,121.98
1497.50,-113.92,-56.35,-13.22,18.04,21.69,33.03,68.75,84.98,94.34,124.03
1527.50,-114.29,-57.31,-10.54,18.00,21.94,33.76,67.94,83.74,92.12,120.40
1557.50,-112.02,-58.17,-8.84,17.50,21.27,32.86,67.83,83.18,93.57,127.69
1586.50,-112.81,-59.80,-10.24,15.54,18.41,30.83,68.11,81.52,87.99,125.07
1616.50,-120.76,-60.66,-10.38,13.61,17.04,27.91,65.06,79.36,88.80,125.03
1647.50,-115.84,-60.72,-11.21,14.01,17.17,24.74,65.53,80.54,88.49,130.77
1677.50,-118.90,-61.16,-10.90,13.24,17.38,24.46,65.46,78.60,86.88,126.16
1707.50,-120.58,-64.05,-14.46,10.59,16.05,22.77,62.44,78.16,85.11,117.29
1737.50,-122.46,-66.09,-14.25,11.26,15.39,22.33,63.96,76.57,84.15,112.69
1767.50,-123.58,-66.55,-15.75,10.34,14.66,20.43,63.71,76.82,83.79,110.94
1797.50,-122.43,-64.82,-15.25,10.49,14.76,23.56,62.09,77.17,86.09,117.24
1827.50,-120.13,-66.39,-16.10,9.95,14.72,21.55,62.83,77.06,83.26,117.79
1857.50,-119.53,-64.95,-14.83,11.34,15.57,22.58,64.59,78.33,87.41,118.87
1887.50,-119.03,-64.48,-14.44,11.52,16.01,22.92,64.18,78.64,87.44,128.77
