Time,South Central Fans,North Central Fans
s,C,C
0.00,11.46,15.53
13.00,11.46,15.53
40.50,11.46,15.53
70.50,11.46,15.53
100.50,11.46,15.53
130.50,15.01,15.53
160.50,15.26,17.31
190.50,15.26,24.06
220.50,15.26,35.88
250.50,15.26,36.78
280.50,15.26,36.87
310.50,15.26,38.25
340.50,15.26,38.90
369.50,15.26,39.65
399.00,15.26,39.06
430.00,15.26,34.65
460.50,15.26,30.12
490.50,15.26,27.33
519.00,15.26,25.49
549.00,15.26,24.49
580.00,15.26,23.86
610.00,15.26,22.85
640.50,15.26,22.33
670.50,15.26,22.11
700.50,15.26,21.67
730.50,15.26,21.22
760.50,15.26,20.83
