Time,South Central Fans,North Central Fans
s,C,C
0.00,14.70,15.50
10.50,14.70,15.50
35.50,14.70,15.50
65.50,14.70,15.50
95.50,14.70,15.50
125.50,14.70,15.50
155.50,14.70,13.45
185.50,14.70,12.94
215.50,14.70,12.94
245.50,14.70,12.94
275.50,14.70,12.94
304.50,14.70,12.60
333.50,14.70,12.60
363.50,14.70,12.60
393.50,14.70,12.60
424.00,14.70,12.60
454.50,14.70,12.60
485.00,14.70,12.60
515.50,14.70,12.49
545.50,14.70,12.16
575.50,14.70,12.16
605.50,14.70,12.16
635.50,14.70,12.16
665.50,14.70,12.16
695.50,14.70,12.16
725.50,14.70,12.16
755.50,14.70,12.16
785.50,14.70,12.16
815.50,14.70,12.16
845.50,14.70,12.16
875.50,14.70,12.16
905.50,14.70,12.16
935.50,14.70,12.16
965.50,14.70,11.37
995.50,14.70,11.20
1025.50,14.70,11.20
1055.00,14.70,11.20
1084.00,14.70,11.20
1114.50,14.70,11.20
1145.50,14.70,11.20
1175.50,14.70,11.20
1205.50,14.70,11.20
1235.50,14.70,11.20
1265.50,14.70,11.20
1295.50,14.70,11.09
1325.50,14.70,11.09
1355.50,14.70,11.09
1384.50,14.70,11.09
1414.50,14.70,11.09
1445.50,14.70,11.09
1475.50,14.70,11.09
1505.50,14.70,11.09
1535.50,14.70,11.09
1565.50,14.70,11.09
1595.50,14.70,11.09
1625.50,14.70,11.09
1655.50,14.70,11.09
1685.00,14.70,11.09
1715.00,14.70,11.09
1745.50,14.70,11.09
1775.50,14.70,11.09
1805.50,14.70,11.09
1835.50,14.70,11.09
1865.50,14.70,11.09
1895.50,14.70,11.09
1925.50,14.70,11.09
1955.50,14.70,11.09
1985.50,14.70,11.09
2015.00,14.70,11.09
2045.00,14.70,11.09
2075.50,14.70,11.09
2105.50,14.70,11.09
2135.50,14.70,11.09
2165.50,14.70,11.09
2195.50,14.70,11.09
2225.50,14.70,11.09
2255.50,14.70,11.09
2285.50,14.70,11.09
2315.50,14.70,11.09
2345.50,14.70,11.09
2375.50,14.70,11.09
2405.50,14.70,11.09
2435.50,14.70,11.09
2465.50,14.70,11.09
2494.50,14.70,11.54
