Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,1454.66,1971.76
3.50,10929.82,12788.61
21.50,26164.77,35133.21
51.50,39068.99,52125.06
81.50,37877.71,51176.10
110.50,33578.09,43832.48
140.50,31395.64,43627.89
171.50,41058.62,56028.09
201.50,47119.06,63694.04
230.50,43187.59,54271.14
260.50,44912.23,55890.33
291.50,44430.53,55384.70
320.00,40795.24,51424.67
350.00,41525.89,50065.98
381.50,40914.58,49587.84
411.50,52422.68,63843.40
441.50,43606.20,53277.72
471.50,38662.96,47362.51
501.50,36979.30,45300.46
531.50,27469.29,33648.98
560.50,38525.15,46875.25
590.50,57408.55,69669.75
620.00,59060.40,71303.48
648.50,49323.47,59376.50
679.50,43481.82,52193.32
710.50,49050.99,57351.91
741.00,53450.83,64164.09
771.50,51832.51,61878.45
800.50,53744.23,64093.54
829.50,50926.48,60748.83
859.50,48464.77,57886.01
890.50,81289.25,96664.68
921.50,48907.84,59074.25
950.50,29761.98,35360.36
980.50,46604.31,55210.55
1011.50,48894.30,58287.82
1041.50,48418.83,58120.45
1071.50,47859.33,57540.79
1101.50,52401.71,63067.26
1131.50,46545.76,56605.28
1161.50,51174.30,61482.37
1191.50,52491.19,63204.82
1221.50,57435.07,69192.16
1251.50,53753.50,65212.04
1280.50,49056.98,59608.32
1310.50,53784.25,64594.09
1341.50,48417.77,58657.04
1371.50,51256.02,62875.06
1401.50,55347.47,66629.34
1431.50,51971.87,62516.32
1461.50,46384.95,56201.71
1491.00,43511.51,52524.82
1521.00,39307.85,47731.02
1551.50,42307.20,52410.47
1581.50,36365.06,44952.56
1610.50,34505.21,42575.53
1640.50,39207.86,48499.06
1671.50,45675.60,55956.59
1701.50,42682.09,52531.22
1731.50,48265.27,59848.28
1761.50,61693.21,76383.50
1791.50,59782.20,74465.74
1821.50,48756.12,60688.59
1850.00,29128.24,35704.41
1880.00,16958.41,21048.34
1911.50,14881.31,18459.01
1940.50,4966.85,5862.66
1970.50,1278.26,1510.21
2001.50,230.48,288.55
2031.50,230.48,288.55
2060.50,230.48,288.55
2089.00,230.48,288.55
2118.50,230.48,288.55
2148.50,230.48,288.55
2179.00,230.48,288.55
2209.50,230.48,288.55
2240.00,230.48,288.55
2270.50,230.48,288.55
2300.00,230.48,288.55
