Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-748.42,-1439.88
7.50,178.08,431.04
29.50,3695.54,7834.74
59.50,6527.59,15147.65
89.00,8910.16,21573.23
119.00,12325.34,23125.63
148.50,14752.67,20940.37
178.00,15741.44,19125.11
209.00,13488.87,16189.00
239.00,9291.49,11093.11
269.00,6122.77,7121.52
299.50,4371.41,5141.69
329.00,6364.39,7483.90
359.00,9623.72,10695.39
389.50,13643.93,16259.71
419.50,16998.20,20339.40
449.50,15252.56,17520.05
479.00,11354.58,14060.72
508.00,10183.27,12655.92
538.50,11020.11,13711.78
567.50,12240.44,16976.51
596.00,14311.64,20101.92
627.00,15961.26,22216.32
657.50,15601.54,22216.45
687.50,16399.33,23455.77
717.50,14686.10,20517.04
748.00,8883.12,12116.29
778.00,8711.51,12176.18
806.50,7888.35,10874.35
837.00,8041.35,9453.01
868.50,11776.72,16948.85
898.50,17554.19,25079.93
927.50,15603.71,21783.05
956.50,15029.95,21649.47
988.00,14021.70,23439.39
1019.00,13122.78,23862.01
1049.00,13782.97,25685.64
1078.50,12788.47,23102.71
1108.00,12168.00,21538.00
1139.00,9573.51,16232.02
1169.00,16739.81,27974.68
1198.50,16693.51,26357.35
1228.50,17367.26,25933.52
1258.50,17942.28,26863.20
1288.50,15032.50,21782.68
1318.50,4580.17,6299.39
1348.50,969.01,1444.57
1378.50,177.58,320.59
1408.50,177.58,320.59
1438.00,177.58,320.59
1468.00,177.58,320.59
1498.50,177.58,320.59
1528.50,177.58,320.59
1558.50,177.58,320.59
1588.50,177.58,320.59
1618.50,177.58,320.59
1648.50,177.58,320.59
1678.50,177.58,320.59
1708.50,177.58,320.59
1738.50,177.58,320.59
1768.00,177.58,320.59
1798.00,177.58,320.59
1828.50,177.58,320.59
1858.50,177.58,320.59
