Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,684.59,977.83
11.00,1611.92,2726.92
36.50,3359.27,4917.16
66.50,6065.63,10059.09
96.00,9119.68,13435.57
125.50,12408.68,19061.10
155.50,8968.63,18878.19
186.00,9235.32,16388.46
216.50,10136.75,16561.00
246.00,10136.75,16561.00
276.00,12249.65,16127.40
306.00,14963.97,17767.39
335.50,15654.00,19950.92
365.50,17144.58,21069.38
395.50,17380.30,22285.43
426.00,18480.30,23081.17
456.00,18480.30,22053.68
485.50,17384.33,21243.14
516.00,18643.23,22135.88
546.00,18699.04,22135.88
576.00,19408.03,22679.44
606.00,19656.70,22921.73
635.50,19089.57,22162.95
665.50,19089.57,22433.96
695.50,18602.09,21549.96
724.50,15244.79,17584.27
753.50,12464.82,14533.02
784.50,16328.59,19168.87
816.00,16621.38,19599.29
846.50,16564.55,19528.45
875.00,18269.56,20817.55
903.50,24779.09,28976.33
934.50,23192.81,27702.29
965.50,24948.05,29647.25
995.50,23896.36,28081.33
1025.50,25238.65,29897.72
1054.50,22219.85,26305.37
1084.50,19992.47,23482.96
1115.50,24682.82,29086.75
1145.50,20819.85,24441.61
1175.50,21431.28,25122.87
1205.50,22514.34,26563.19
1235.50,16368.23,19191.75
1265.50,4225.29,4636.32
1295.50,1086.77,991.76
1325.50,308.04,213.14
1355.50,308.04,213.14
1385.50,308.04,213.14
1415.50,308.04,213.14
1445.50,308.04,213.14
1474.50,308.04,213.14
1504.50,308.04,213.14
1535.50,308.04,213.14
1565.50,308.04,213.14
1595.50,308.04,213.14
1624.50,308.04,213.14
1654.50,308.04,213.14
1685.50,308.04,213.14
1715.50,308.04,213.14
1745.50,308.04,213.14
1775.50,308.04,213.14
