Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,1.53,71.08,0.30,22.89,0.00,18.01,0.30,0.00,494.09,106.87,0.00,112.00,229.39,0.00,0.30,0.30,0.00,60.88,630.43,3.36
6.50,1.53,56.61,0.30,22.89,0.00,18.01,0.30,0.00,494.09,94.86,0.00,112.15,230.23,0.00,0.30,0.30,0.00,165.25,263.68,3.36
27.50,1.53,40.26,0.30,22.89,0.00,18.01,0.30,0.00,494.09,88.50,0.00,111.24,247.92,0.00,0.30,0.30,0.00,297.55,359.30,3.36
57.50,1.53,52.86,0.30,22.89,0.00,18.01,0.30,0.00,494.09,79.24,0.00,119.19,235.07,0.00,0.30,0.30,0.00,82.25,212.51,3.36
87.50,1.53,43.62,0.30,22.89,0.00,18.01,0.30,0.00,452.58,72.02,0.00,89.62,302.77,0.00,0.30,0.30,0.00,82.25,1418.48,3.36
117.50,1.53,74.77,0.30,22.89,0.00,18.01,0.30,0.00,495.92,87.94,0.00,247.13,766.31,0.00,0.30,0.30,0.00,347.29,559.40,3.36
146.50,1.53,63.97,0.30,22.89,0.00,18.01,0.30,0.00,448.92,388.72,0.00,584.62,1535.84,0.00,0.30,0.30,0.00,248.11,241.24,6.29
176.50,1.53,53.00,0.30,22.89,0.00,18.01,0.30,0.00,622.51,646.68,0.00,797.44,1774.95,0.00,315.74,0.30,0.00,248.11,541.29,2.34
205.50,1.53,46.10,0.30,22.89,0.00,456.55,350.65,0.00,798.66,672.31,0.00,830.03,2081.69,0.00,469.01,0.30,0.00,248.11,756.24,2.34
235.00,1.53,76.07,302.28,22.89,0.00,1438.97,909.28,0.00,867.63,714.67,0.00,893.26,2211.59,0.00,500.34,0.30,0.00,248.11,756.24,2.34
266.00,1.53,36.20,897.72,511.35,0.00,1785.92,1063.78,0.00,867.63,718.01,0.00,927.67,2147.76,0.00,523.83,0.30,0.00,365.45,876.17,2.34
295.45,1.53,47.14,964.54,632.46,0.00,1846.17,1155.39,0.00,868.24,665.90,0.00,935.74,2183.36,0.00,533.34,0.30,0.00,24.52,416.33,4.19
325.00,111.70,265.26,985.99,592.27,0.00,1917.67,1178.96,0.00,868.24,625.23,0.00,907.61,2130.62,0.00,474.07,0.30,0.00,62.56,2030.36,4.19
354.50,868.31,1168.43,996.60,582.97,0.00,1946.41,1146.37,0.00,868.24,708.78,0.00,971.08,2183.57,0.00,408.47,0.30,0.00,183.41,0.30,4.19
385.50,1157.09,1348.07,1038.31,543.36,0.00,2001.96,1005.29,0.00,913.40,770.73,0.00,1026.57,2280.57,0.00,360.91,0.30,0.00,381.78,804.52,4.19
416.00,1536.58,1406.44,1076.57,586.73,0.00,2048.49,1193.34,0.00,868.85,752.07,0.00,1060.50,2283.18,0.00,719.69,0.30,0.00,54.02,388.19,4.19
446.50,1734.51,1481.81,1047.46,591.26,1.73,2029.49,1199.10,0.00,868.85,733.00,0.00,1065.38,2448.55,0.00,1010.95,0.30,0.00,176.70,388.19,4.19
477.50,1770.72,1487.57,1020.42,639.92,2.10,2006.34,1225.40,0.00,868.85,729.18,0.00,1016.29,2599.98,0.00,1029.37,0.30,0.00,196.67,600.90,4.19
507.00,1802.04,1498.38,996.62,581.55,3.27,1979.75,1186.79,0.00,846.26,751.15,0.00,1045.14,2689.16,0.00,1057.19,0.30,0.00,104.00,600.90,4.19
537.00,1780.90,1506.24,1031.29,601.86,17.76,2010.12,1236.45,0.00,838.33,790.90,0.00,1045.14,2732.59,0.00,1051.51,0.30,0.00,234.68,495.92,4.19
567.50,1775.02,1492.54,1056.45,589.84,47.37,2018.46,1212.66,0.00,872.10,830.05,0.00,1050.80,2737.33,0.00,1048.05,0.30,0.00,447.70,305.03,4.19
597.50,1772.86,1490.86,1104.56,632.27,71.99,2057.63,1217.81,0.00,872.10,840.87,0.00,1061.37,2734.67,0.00,1065.69,0.30,0.00,200.50,92.77,4.19
627.50,1774.98,1541.42,1116.32,634.70,88.30,2090.97,1252.97,0.00,870.07,909.84,0.00,1085.04,2726.79,0.00,1028.99,0.30,0.00,205.08,213.63,4.19
657.50,1817.11,1579.27,1141.95,683.87,100.51,2086.30,1372.53,0.00,870.07,906.96,0.00,1096.88,2723.38,0.00,1058.37,0.30,0.00,118.21,213.63,4.19
687.50,1841.08,1569.80,1183.58,721.94,107.33,2185.57,1465.95,0.00,870.07,944.65,0.00,1116.90,2460.20,0.00,1118.67,0.30,0.00,227.16,2377.66,4.19
717.50,1899.78,1630.94,1176.85,719.35,114.49,2226.90,1503.27,9.81,870.07,947.38,9.95,1098.65,2057.74,0.00,1085.78,0.30,0.00,215.50,670.48,4.19
747.50,1966.84,1649.88,1226.66,778.26,121.86,2216.64,1534.24,22.01,933.55,981.09,9.95,1104.58,1699.41,0.00,990.72,0.30,0.00,79.47,670.48,4.19
777.50,2005.21,1691.06,1203.14,788.56,126.05,2217.98,1566.06,39.04,933.55,977.80,20.63,1091.89,1380.94,0.00,561.84,0.30,0.00,79.47,670.48,4.33
807.50,2029.06,1704.47,1236.10,824.95,132.09,2206.15,1572.36,48.48,933.55,979.15,26.67,1100.40,1288.29,0.00,58.78,0.30,0.00,101.80,670.48,4.33
837.50,2123.95,1744.53,1219.20,799.77,137.54,2157.36,1555.20,60.77,978.10,1003.81,33.35,1097.79,945.09,0.00,58.78,0.30,0.00,52.80,670.48,4.33
867.50,2183.82,1743.03,1223.55,834.14,144.06,2200.05,1597.24,75.07,978.10,978.41,44.33,1101.09,885.42,0.00,58.78,0.30,0.00,101.56,540.32,4.33
897.50,2207.51,1771.88,1223.43,829.68,150.29,2146.80,1610.16,76.36,978.10,982.99,51.82,1088.65,860.61,0.00,58.78,0.30,0.00,51.27,540.32,4.33
927.50,2276.19,1786.75,1205.88,818.26,155.39,2197.30,1589.77,80.57,978.10,978.31,57.68,1092.06,732.37,0.00,58.78,0.30,0.00,58.25,60.73,4.33
957.50,2289.30,1779.54,1203.20,847.17,161.24,2154.31,1571.17,88.32,1012.08,992.55,57.68,1065.52,704.25,0.00,58.78,0.30,0.00,132.63,963.76,4.33
987.50,2304.38,1816.98,1198.86,855.11,162.90,2118.87,1535.73,91.95,1012.08,991.53,65.61,1094.68,718.55,0.00,58.78,0.30,0.00,119.78,56.15,4.33
1017.50,2311.25,1832.61,1192.17,867.60,170.04,2048.79,1530.87,99.20,1012.08,981.49,65.61,1070.88,527.66,0.00,58.78,0.30,0.00,61.65,56.15,4.33
1047.50,2351.75,1800.82,1193.22,848.40,172.62,2043.23,1601.40,106.34,1012.08,952.47,76.27,1057.97,449.26,0.00,58.78,0.30,0.00,97.35,150.15,4.33
1077.50,2341.53,1845.78,1188.63,878.61,174.93,2071.98,1552.74,106.48,1012.08,953.84,74.28,1054.06,360.60,0.00,58.78,0.30,0.00,68.46,2206.76,4.33
1107.50,2365.61,1824.76,1177.81,841.29,176.22,2096.89,1555.67,112.68,1012.08,962.97,79.80,1042.80,352.06,0.00,58.78,0.30,0.00,44.10,2206.76,4.33
1137.50,2334.80,1843.19,1172.99,846.98,177.11,2066.25,1535.64,119.33,1012.08,959.87,81.85,1021.90,317.96,0.00,58.78,0.30,0.00,235.52,1523.89,4.33
1167.50,2323.19,1816.47,1152.89,802.03,178.04,2052.99,1539.07,119.39,1012.08,1003.13,81.09,1001.21,302.82,0.00,58.78,0.30,0.00,70.04,1701.99,4.33
