Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,228.07,217.26,0.30,82.83,5.65,191.90,132.64,0.06,0.30,0.30,0.00,0.30,257.70,4.33,44.52,285.24,3.97,21.36,90.43,20.06
3.00,235.34,259.63,0.30,112.50,4.60,205.39,110.41,0.06,0.30,0.30,0.00,0.30,270.81,4.33,34.26,281.38,3.97,21.36,107.73,19.30
20.50,230.46,252.79,0.30,107.08,5.80,230.15,132.85,0.06,0.30,0.30,0.00,22.28,275.58,4.33,25.10,294.76,3.97,21.36,115.21,16.22
50.50,260.22,277.93,0.30,91.17,3.24,185.10,109.78,0.06,0.30,0.30,0.00,21.67,293.47,4.33,49.13,274.30,3.97,21.36,104.37,19.14
80.50,268.83,288.96,0.30,111.91,4.89,165.71,105.33,0.06,0.30,0.30,0.00,21.67,326.15,4.33,78.66,299.48,3.97,21.36,89.16,17.81
110.50,254.44,268.93,0.30,96.71,4.20,184.02,132.39,0.06,0.30,0.30,0.00,21.67,545.97,4.33,60.66,308.94,3.97,21.36,84.41,20.75
139.50,246.08,281.51,0.30,97.92,5.05,195.21,108.75,0.06,0.30,0.30,0.00,21.67,1505.74,15.93,97.23,275.82,7.87,21.36,63.78,20.81
169.50,219.27,299.86,0.30,108.43,5.24,184.33,122.73,0.06,81.48,0.30,0.00,124.41,2119.48,16.91,93.23,421.99,6.29,21.36,96.44,18.17
200.50,188.50,281.56,0.30,129.01,4.23,257.69,125.05,0.06,147.40,0.30,0.00,298.57,2521.57,24.72,159.13,623.48,6.96,21.36,1296.48,20.23
230.50,171.67,307.72,0.30,129.13,4.43,1422.77,136.23,0.06,215.76,69.68,0.00,455.86,2490.27,24.72,325.49,540.81,10.60,21.36,70.90,19.43
260.50,180.97,278.53,0.30,120.10,4.22,2025.96,159.74,0.06,171.21,473.28,0.00,655.83,2091.47,35.36,1194.97,521.31,10.60,21.36,106.91,16.83
290.50,336.69,282.77,585.42,119.16,5.07,2202.12,174.98,0.06,98.98,698.66,0.00,698.76,1164.83,10.93,2092.58,331.21,10.60,21.36,83.31,15.20
320.50,863.87,291.14,807.34,128.44,4.99,1795.04,156.99,0.06,130.92,293.33,0.00,742.38,409.42,7.02,2109.15,262.61,10.60,58.09,89.07,21.73
350.00,864.58,267.30,671.45,160.22,3.88,1385.57,164.59,0.06,63.17,258.98,0.00,658.48,308.71,7.02,1980.76,258.21,10.60,128.92,87.18,15.20
379.50,703.88,242.18,434.40,113.17,4.41,1323.00,147.78,0.06,63.17,174.16,0.00,637.83,297.86,7.02,1887.29,293.71,10.60,113.83,87.18,18.25
410.00,533.11,232.55,293.07,120.76,5.20,1227.98,109.44,0.06,63.17,69.73,0.00,612.50,299.76,7.02,1941.39,272.80,10.60,56.56,68.05,17.44
440.50,441.87,227.93,242.84,115.83,3.77,1189.85,106.94,0.06,63.17,49.13,0.00,614.69,274.61,8.06,1903.68,259.50,10.60,32.74,77.56,17.44
470.50,360.87,216.49,193.48,104.86,5.16,1144.99,135.34,0.06,22.89,49.13,0.00,551.16,277.94,8.06,1819.98,273.44,10.60,37.67,83.24,25.94
500.50,315.29,194.09,144.21,93.77,3.76,1097.53,102.93,0.06,22.89,49.13,0.00,552.68,299.49,8.06,1704.77,303.58,10.60,32.92,91.18,18.05
530.50,268.86,216.33,124.82,84.21,2.98,1018.08,99.79,0.06,22.89,49.13,0.00,526.54,320.95,8.06,1689.27,273.88,10.60,38.76,82.50,22.95
560.50,275.71,181.72,94.38,89.64,5.81,947.54,88.62,0.06,22.89,49.13,0.00,518.09,259.95,8.06,1632.05,291.75,10.60,38.76,75.24,15.48
590.50,257.88,195.42,60.18,81.57,5.29,936.96,114.44,0.06,22.89,49.13,0.00,519.11,312.09,8.12,1627.67,279.39,5.00,45.17,71.35,19.69
620.50,206.28,164.12,54.83,94.61,3.79,926.56,97.26,0.06,22.89,49.13,0.00,544.64,289.39,8.12,1620.85,273.32,7.02,45.17,85.33,18.59
650.50,196.40,149.50,75.01,107.55,4.77,919.14,89.50,0.06,22.89,33.57,0.00,559.93,289.62,8.12,1594.20,267.49,7.02,38.15,99.18,20.33
680.50,206.16,133.82,42.54,106.46,4.40,930.22,105.52,0.06,22.89,33.57,0.00,571.81,274.15,8.12,1663.54,269.66,7.02,38.15,76.60,21.06
710.50,189.36,119.22,37.03,86.83,5.17,994.58,150.91,0.06,22.89,33.57,0.00,538.15,303.50,8.12,1531.76,276.19,7.02,51.65,104.37,21.04
739.50,173.00,127.81,63.05,103.00,6.09,1021.05,108.44,0.06,22.89,33.57,0.00,527.05,293.79,8.12,1476.51,294.25,7.02,61.49,128.18,16.17
769.50,194.44,97.05,49.54,86.93,5.30,989.93,94.96,0.06,22.89,33.57,0.00,530.86,273.75,8.12,1472.54,238.52,7.02,61.49,98.64,16.17
800.50,190.60,110.74,44.25,86.51,5.77,998.24,85.76,0.06,22.89,33.57,0.00,547.74,287.78,8.12,1490.56,268.64,7.02,89.66,106.26,17.37
830.50,201.36,96.70,56.46,78.26,5.80,933.50,88.57,0.06,22.89,33.57,0.00,541.69,282.47,6.62,1439.63,286.45,7.02,116.40,114.97,17.48
860.50,194.93,105.90,80.15,94.41,5.66,960.97,129.90,0.06,22.89,33.57,0.00,549.02,254.01,8.97,1415.86,314.17,7.02,134.99,113.57,18.78
890.50,223.31,90.56,48.18,99.43,5.93,924.95,155.62,0.06,22.89,33.57,0.00,542.51,270.76,6.53,1446.40,267.64,7.02,151.98,120.44,17.15
920.50,237.50,92.75,66.22,65.45,5.54,908.22,123.24,0.06,22.89,33.57,0.00,580.15,285.47,6.53,1463.25,263.37,7.02,182.89,119.05,17.64
950.50,231.81,108.30,107.90,99.79,5.38,999.37,95.74,0.06,22.89,33.57,0.00,595.20,302.62,6.53,1577.34,289.46,7.02,270.08,114.18,17.15
980.50,251.52,94.04,95.11,77.14,6.43,1032.48,113.78,0.06,22.89,33.57,0.00,608.83,274.42,6.53,1579.00,288.32,7.02,222.40,115.93,17.44
1010.50,300.30,85.33,112.94,80.52,4.17,989.24,106.20,0.06,22.89,33.57,0.00,643.01,290.23,3.11,1781.38,289.01,7.02,232.62,106.64,19.99
1040.50,287.56,134.79,143.01,83.35,5.38,1065.33,154.07,0.06,22.89,44.76,0.00,679.84,264.47,9.09,1932.71,303.48,7.02,328.27,133.57,23.07
1069.50,295.81,129.47,111.61,73.50,4.55,1117.82,122.68,0.06,22.89,42.42,0.00,678.11,291.36,9.09,1970.80,283.11,7.02,303.58,111.76,16.78
1099.50,349.14,159.19,182.19,85.42,3.59,1156.28,106.59,0.06,22.89,40.28,0.00,652.37,268.17,6.10,2024.57,278.71,7.02,340.34,107.39,19.10
1130.50,366.03,150.07,216.59,80.20,4.08,1161.38,112.72,0.06,22.89,40.28,0.00,645.21,276.66,4.86,1974.77,282.84,7.02,342.89,122.74,19.17
1160.50,469.75,169.62,263.68,74.44,5.26,1158.72,115.69,0.06,22.89,40.28,0.00,668.96,320.74,9.09,2018.71,257.32,7.02,346.15,110.54,16.09
1190.50,524.28,171.76,261.82,68.91,5.74,1126.73,176.21,0.06,22.89,37.54,0.00,650.73,293.98,6.10,2002.04,287.87,7.02,364.08,115.26,20.25
1220.50,563.85,160.72,273.68,65.77,3.04,1181.17,162.84,0.06,22.89,217.29,0.00,668.39,281.68,6.35,2023.35,291.49,7.02,367.64,120.06,22.02
1250.50,570.32,201.24,257.41,89.53,3.26,1136.30,101.68,0.06,42.72,305.65,0.00,660.96,306.54,3.11,2054.22,295.78,7.02,372.62,119.55,18.42
1280.50,599.88,239.32,265.13,74.39,3.33,1212.58,121.11,0.06,42.72,431.68,0.00,688.79,316.93,9.83,2062.56,295.05,7.02,333.87,111.59,20.08
1310.50,619.06,240.00,280.46,51.46,5.16,1156.00,112.94,0.06,42.72,275.58,0.00,692.35,312.05,3.11,2050.91,314.23,7.02,363.67,124.00,18.43
1340.50,607.38,240.00,290.29,98.20,4.78,1174.73,111.58,0.06,42.72,97.86,0.00,652.78,313.01,7.14,1983.55,288.67,7.02,346.12,89.54,20.63
1369.00,611.39,270.46,283.29,41.48,4.60,1164.16,124.70,0.06,42.72,97.86,0.00,613.11,309.35,3.11,1912.62,272.89,7.02,338.01,103.09,21.34
1399.00,610.67,288.89,280.34,62.14,4.24,1110.60,99.61,0.06,42.72,97.86,0.00,657.05,326.60,9.09,1888.10,283.42,7.02,319.71,110.05,18.13
1430.50,578.52,281.55,243.75,70.90,6.37,1072.51,110.23,0.06,42.72,97.86,0.00,657.05,293.22,3.23,1927.52,313.94,7.02,304.76,94.91,18.17
1460.50,553.14,291.73,214.00,74.98,5.72,1047.94,101.06,0.06,42.72,97.86,0.00,781.32,301.72,7.47,2001.63,319.77,7.02,283.59,93.18,18.74
1490.50,507.60,298.83,215.84,71.62,4.57,1051.30,82.87,0.06,42.72,97.86,0.00,828.97,248.46,6.16,2202.03,289.74,6.16,291.70,95.72,22.03
1520.50,458.55,295.57,188.14,53.86,4.89,1165.26,113.53,0.06,42.72,97.86,0.00,684.21,277.30,6.16,1902.05,286.18,4.97,269.82,90.64,23.07
1549.00,415.73,293.22,179.07,58.44,5.84,1090.10,119.33,0.06,42.72,97.86,0.00,484.93,282.55,6.10,1521.98,322.19,4.94,282.29,85.08,16.17
1579.00,415.29,318.57,191.23,87.05,5.02,923.82,128.26,0.06,42.72,97.86,0.00,259.62,298.43,3.23,1056.45,291.70,5.58,281.68,87.94,20.20
1610.50,398.26,280.22,177.75,95.08,3.95,694.49,104.51,0.06,42.72,97.86,0.00,73.55,297.12,6.04,598.97,298.53,2.14,296.53,96.74,18.29
1640.50,361.56,280.54,104.72,79.74,4.87,468.55,120.45,0.06,42.72,97.86,0.00,27.04,276.19,9.09,340.33,292.87,8.73,177.92,107.12,17.15
1670.50,332.14,273.90,57.68,112.42,4.50,343.76,115.22,0.06,42.72,97.86,0.00,27.04,293.16,6.16,240.61,282.96,3.01,116.48,86.28,18.88
1700.50,243.02,248.01,57.68,103.65,4.88,241.65,125.15,0.06,42.72,97.86,0.00,27.04,291.53,6.16,198.93,290.37,2.99,35.27,95.83,18.69
1730.50,217.55,241.33,57.68,102.34,5.13,225.08,149.03,0.06,42.72,97.86,0.00,27.04,292.48,6.16,216.63,302.94,3.26,35.27,473.70,17.96
1760.50,188.95,250.22,57.68,114.40,6.29,196.59,167.54,0.06,42.72,97.86,0.00,27.04,296.68,6.16,228.73,283.04,5.31,35.27,76.48,16.66
