Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.0,-479.7,-418.0,-424.9,-404.5,-353.9,-318.8,-325.5,-354.5,-362.9,-440.2
7.0,-478.0,-414.5,-422.0,-401.5,-354.2,-318.6,-330.2,-355.8,-363.8,-446.2
27.0,-474.5,-415.6,-412.4,-403.8,-351.9,-314.5,-339.2,-362.2,-374.4,-445.6
57.0,-476.4,-401.4,-412.0,-402.0,-351.0,-320.2,-338.8,-364.0,-379.2,-442.9
88.5,-473.9,-409.7,-417.4,-411.3,-350.2,-318.0,-339.0,-367.0,-379.6,-444.3
117.5,-466.3,-411.9,-404.3,-399.0,-351.4,-317.3,-340.1,-364.6,-381.6,-443.5
147.5,-476.7,-413.5,-410.0,-392.0,-348.1,-314.9,-340.5,-364.1,-376.1,-439.0
178.5,-455.5,-407.1,-402.3,-388.0,-348.3,-312.1,-337.7,-361.6,-375.3,-438.0
208.5,-441.1,-378.9,-393.1,-376.1,-345.6,-311.2,-333.7,-360.7,-368.2,-427.2
238.5,-441.8,-379.7,-389.5,-368.8,-341.8,-308.0,-332.5,-356.4,-366.4,-425.3
267.5,-435.2,-362.9,-374.5,-360.3,-336.9,-309.2,-331.2,-351.3,-364.8,-414.6
297.5,-426.0,-351.4,-372.8,-358.2,-335.8,-302.9,-330.6,-347.3,-358.4,-412.9
328.5,-414.7,-346.3,-354.8,-349.4,-325.1,-302.1,-327.0,-344.8,-349.4,-406.5
358.5,-407.2,-338.1,-365.7,-344.4,-322.3,-300.5,-325.7,-343.8,-351.5,-403.3
388.5,-393.6,-331.8,-357.2,-332.2,-320.4,-297.4,-323.1,-335.2,-339.7,-390.9
418.5,-380.7,-322.1,-343.7,-330.3,-313.4,-293.8,-321.2,-332.3,-337.5,-389.5
448.5,-381.2,-311.6,-329.7,-233.6,-286.2,-286.2,-328.0,-330.0,-327.7,-379.1
478.5,-373.3,-317.4,-336.5,-201.3,-275.6,-286.6,-325.6,-335.3,-317.5,-374.7
508.5,-381.0,-304.2,-328.8,-196.8,-272.1,-284.9,-314.4,-326.3,-316.6,-379.9
538.5,-378.7,-301.4,-326.5,-190.9,-264.8,-282.6,-319.4,-328.4,-312.1,-371.7
568.5,-358.2,-288.3,-239.0,-174.8,-270.2,-277.6,-314.2,-314.5,-305.4,-354.3
598.5,-350.1,-297.5,-202.0,-161.1,-269.5,-276.0,-312.1,-315.5,-297.2,-358.7
628.5,-351.4,-276.3,-186.1,-166.3,-263.5,-272.2,-310.5,-307.8,-293.8,-358.2
657.5,-336.0,-200.2,-174.1,-154.0,-258.8,-266.1,-303.0,-302.6,-289.7,-350.3
686.5,-325.9,-155.6,-172.7,-143.2,-244.1,-259.9,-299.0,-292.6,-278.8,-342.2
717.0,-327.1,-126.8,-183.8,-141.1,-244.8,-259.7,-296.7,-295.1,-278.5,-339.6
748.0,-323.3,-109.9,-192.4,-133.6,-242.9,-251.1,-289.6,-284.1,-269.2,-332.1
778.5,-313.4,-96.4,-183.8,-120.1,-235.1,-241.9,-283.9,-274.8,-260.6,-323.3
808.5,-296.0,-83.0,-156.0,-102.8,-223.3,-229.0,-274.3,-260.9,-245.0,-319.1
838.5,-285.6,-75.0,-149.3,-94.4,-222.4,-221.7,-262.6,-250.4,-240.7,-299.3
868.5,-275.1,-62.3,-146.2,-165.6,-187.9,-203.0,-250.4,-235.0,-225.2,-278.7
898.5,-257.7,-54.4,-146.0,-181.2,-185.6,-189.4,-254.9,-229.2,-219.7,-271.2
928.5,-259.7,-50.1,-168.8,-188.4,-190.4,-189.1,-247.6,-224.5,-218.8,-269.7
958.5,-254.2,-42.2,-150.8,-186.6,-187.7,-187.6,-243.2,-222.6,-211.9,-268.2
988.5,-234.7,-33.2,-155.7,-172.8,-177.4,-177.4,-233.4,-205.5,-196.8,-248.3
1018.5,-215.3,-16.3,-156.8,-161.0,-163.4,-163.7,-225.8,-200.0,-184.2,-236.8
1048.5,-220.1,-22.7,-162.8,-160.3,-160.9,-161.4,-228.2,-194.5,-183.7,-234.3
1078.5,-219.7,-36.9,-164.3,-158.4,-159.5,-159.6,-226.8,-196.5,-183.4,-230.1
1107.0,-202.2,-79.7,-148.0,-142.1,-143.8,-143.4,-208.6,-178.4,-164.9,-210.1
1136.0,-168.1,-110.6,-126.6,-125.1,-127.3,-125.9,-190.6,-163.5,-149.2,-186.7
