Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,27.47,0.30,47.91,0.00,97.07,246.70,3.02,276.19,50.20,28.32,187.08,508.80,0.00,0.30,105.08,23.50,0.30,937.70,50.78
5.00,0.30,21.06,0.30,65.92,0.00,42.56,226.39,2.94,276.19,66.83,31.47,187.46,491.12,0.00,0.30,97.72,24.19,0.30,937.70,47.22
24.50,24.72,50.96,0.30,65.92,0.07,54.76,249.70,2.96,276.19,44.48,29.52,177.51,503.39,0.00,0.30,100.18,24.19,0.30,937.70,47.64
54.50,24.72,28.75,0.30,65.92,0.00,61.20,275.53,3.05,276.19,84.75,31.43,203.86,502.20,0.00,0.30,75.85,22.64,0.30,937.70,47.49
84.50,24.72,35.46,0.30,65.92,0.00,100.76,269.32,4.94,276.19,96.74,29.80,211.49,497.51,0.00,0.30,93.69,22.64,0.30,937.70,49.40
114.50,24.72,43.64,0.30,65.92,0.24,56.29,282.53,4.94,276.19,159.66,31.35,184.40,498.82,0.00,0.30,86.64,27.28,0.30,937.70,45.84
144.50,28.08,25.42,0.30,65.92,0.07,49.47,237.43,4.46,276.19,1126.75,32.53,178.99,481.98,0.00,0.30,76.46,27.28,0.30,937.70,49.82
174.50,50.35,45.21,0.30,65.92,0.00,86.42,1235.30,5.07,276.19,1396.00,26.43,173.77,500.29,0.00,0.30,73.98,27.28,0.30,937.70,48.28
204.50,22.46,55.24,0.30,65.92,0.03,67.56,2279.63,5.07,276.19,1345.32,26.43,282.29,519.49,0.00,0.30,61.42,27.28,0.30,937.70,48.28
234.50,22.46,51.00,0.30,65.92,0.11,52.08,2250.09,7.87,276.19,1327.45,27.89,428.07,723.30,0.00,0.30,65.34,27.28,0.30,937.70,57.25
264.50,48.44,54.28,0.30,65.92,0.03,82.14,2279.50,5.55,332.34,1447.74,27.77,335.27,718.61,0.00,0.30,56.36,25.27,0.30,229.50,110.66
294.50,57.68,56.15,0.30,65.92,5.35,172.00,2456.96,11.78,521.19,1582.25,31.39,171.36,1877.89,0.00,0.30,234.29,48.32,0.30,710.08,137.18
320.00,65.21,123.46,0.30,219.12,48.46,984.97,2539.20,61.39,466.01,1385.59,31.39,171.36,2285.50,43.01,0.30,226.67,110.51,0.30,823.07,135.97
349.50,81.34,413.52,0.30,392.66,36.73,997.28,2534.22,166.38,299.69,1211.40,41.23,201.52,2264.34,79.80,0.30,192.90,167.14,0.30,812.48,143.74
384.00,90.51,475.47,0.30,233.69,34.17,106.90,2355.64,127.89,299.69,1031.14,72.88,189.34,2191.30,92.16,66.17,204.96,173.50,0.30,844.99,149.70
414.50,129.86,453.41,0.30,209.30,22.42,85.43,2010.83,94.57,222.48,928.94,72.88,234.07,2174.84,92.65,201.25,173.49,170.35,0.30,881.79,155.95
443.50,157.34,417.83,0.30,137.55,25.13,88.57,1668.00,73.48,269.47,831.01,81.67,292.82,2197.45,92.65,291.56,192.09,173.04,0.30,982.85,153.14
473.50,161.00,393.20,0.30,149.96,34.04,160.83,1296.77,48.48,247.50,788.96,68.27,320.74,2242.77,82.38,412.30,144.96,169.99,0.30,954.91,161.56
504.50,81.35,461.53,0.30,212.41,36.87,234.68,1116.82,40.22,247.50,726.84,58.72,376.65,2200.47,80.51,333.81,162.58,173.95,0.30,957.23,156.84
534.50,55.40,489.51,0.30,237.57,26.03,465.34,985.25,24.48,247.50,693.60,58.01,380.10,2245.72,83.44,432.00,150.39,167.06,0.30,986.82,152.81
564.50,71.22,481.40,0.30,172.14,16.02,615.29,934.21,23.01,226.14,658.43,58.01,342.72,2275.80,78.80,382.78,145.37,175.89,0.30,967.22,152.19
594.50,47.58,382.78,0.30,65.25,11.18,461.50,1016.09,23.50,271.30,712.29,47.06,336.31,2271.61,92.50,507.45,179.99,169.13,0.30,954.30,150.42
624.50,47.30,288.91,0.30,65.50,7.74,739.17,971.87,19.59,271.30,1075.96,49.99,379.83,2234.18,111.70,229.93,149.84,164.19,0.30,906.69,151.02
654.50,51.27,270.36,0.30,61.21,5.86,599.73,1002.43,20.71,271.30,1237.91,49.99,278.48,2263.46,111.82,313.36,145.82,162.29,0.30,925.92,153.81
684.00,39.27,249.23,0.30,69.21,7.49,654.92,1313.28,29.36,227.97,1225.67,51.51,339.42,2301.61,118.59,377.51,175.36,178.96,0.30,955.43,164.59
714.00,62.56,273.32,0.30,48.72,7.10,513.52,1381.82,28.34,227.97,1080.78,57.86,333.77,2316.50,122.58,391.89,187.74,189.64,0.30,987.36,178.07
744.50,62.56,260.99,0.30,60.85,8.00,433.54,1407.46,19.59,227.97,937.75,57.82,370.43,2381.17,98.72,335.76,209.14,204.72,0.30,1057.12,188.25
774.50,34.64,234.56,0.30,82.66,7.33,591.03,1194.61,20.33,227.97,794.84,54.75,343.53,2417.54,92.35,426.76,235.50,204.25,0.30,1063.68,179.97
804.50,32.65,233.19,0.30,65.11,5.70,643.47,1095.64,20.20,227.97,674.66,57.74,405.18,2316.44,114.20,595.41,187.69,198.37,0.30,1080.52,173.04
834.50,50.35,222.66,0.30,78.27,8.50,540.93,1152.06,20.01,227.97,742.08,49.01,452.06,2296.67,115.38,482.20,137.18,184.76,0.30,1021.85,156.15
864.00,50.35,230.00,0.30,74.77,7.75,644.54,1155.82,19.47,281.07,1169.76,49.01,423.04,2304.60,127.35,327.69,124.99,175.60,0.30,987.17,152.85
894.00,50.35,195.34,0.30,68.17,7.30,961.20,1387.88,24.80,281.07,1212.48,47.15,362.61,2352.31,139.47,213.27,190.06,188.99,0.30,928.66,161.87
924.50,50.35,229.55,0.30,108.22,7.32,882.53,1714.98,34.91,257.27,1244.97,55.91,305.14,2378.58,137.21,173.78,169.90,189.52,0.30,998.24,165.88
954.50,50.35,197.68,0.30,108.09,6.75,790.81,1880.43,43.86,236.51,1201.49,64.64,312.40,2440.53,149.92,182.19,236.51,194.23,0.30,966.94,166.15
984.50,50.35,188.56,0.30,135.58,9.73,651.00,1977.40,42.66,210.07,1149.92,66.90,292.57,2420.64,146.18,173.81,177.39,187.59,0.30,972.61,170.47
1014.50,50.35,202.60,0.30,118.63,11.06,531.41,1925.71,40.37,215.15,1084.13,68.12,314.64,2439.84,153.84,283.31,163.15,199.36,0.30,1022.81,169.94
1043.00,50.35,204.06,0.30,156.28,13.26,522.04,1809.49,35.10,215.15,1089.60,68.12,328.33,2504.82,157.99,127.99,232.68,207.22,0.30,1002.40,180.26
1073.00,50.35,247.17,0.30,185.17,14.96,501.88,1736.74,31.57,242.01,1101.33,60.73,302.43,2504.31,167.06,333.36,224.82,215.32,0.30,1008.71,176.73
1104.50,50.35,249.09,0.30,198.31,14.92,584.61,1742.50,31.57,242.01,1065.59,63.60,333.21,2490.04,161.68,189.39,218.54,207.17,0.30,1074.44,184.06
1134.50,50.35,242.89,0.30,187.51,12.28,522.95,1682.09,29.36,215.76,965.11,57.74,267.95,2495.27,149.92,225.05,242.09,206.85,0.30,1042.80,183.17
1164.50,50.35,223.82,0.30,181.74,10.60,493.08,1575.97,22.49,278.02,830.21,57.74,361.43,2390.91,136.17,517.34,215.60,193.67,0.30,1072.89,179.26
1193.00,50.35,182.69,0.30,117.66,9.28,622.16,1377.00,22.00,278.02,826.28,56.78,374.80,2357.78,143.10,557.49,215.27,203.77,0.30,1061.42,172.43
1223.00,22.89,157.66,0.30,126.89,8.50,385.40,1398.03,19.43,293.28,837.36,56.78,418.93,2369.07,132.08,424.51,184.33,195.38,0.30,1046.23,171.05
1254.50,22.89,164.82,0.30,94.37,7.88,631.52,1289.53,20.57,293.28,992.55,49.99,317.81,2382.48,132.31,469.34,205.59,190.86,0.30,1032.16,164.80
1284.50,22.89,121.72,0.30,84.91,8.06,752.57,1339.82,22.89,334.78,1016.62,49.99,334.05,2365.10,139.32,596.02,174.64,193.08,0.30,990.46,169.04
1313.00,22.89,132.88,0.30,87.86,7.62,814.80,1538.13,26.43,334.78,974.44,54.35,417.55,2408.45,127.44,603.54,188.30,184.90,0.30,1011.60,155.31
1343.00,22.89,138.39,0.30,65.63,6.57,611.76,1600.98,31.31,334.78,989.70,57.98,388.39,2434.35,149.20,408.39,176.19,193.26,0.30,988.02,154.42
1374.50,22.89,104.12,0.30,55.96,6.61,712.47,1686.73,31.31,376.29,1134.69,57.77,317.08,2459.55,139.47,325.63,189.06,198.43,0.30,963.23,153.22
1404.50,28.99,153.16,0.30,55.57,8.41,846.67,1864.39,31.77,420.23,1144.49,59.39,298.16,2462.86,144.55,356.41,162.36,194.03,0.30,1291.22,150.91
1434.50,28.99,176.62,0.30,84.96,11.52,795.14,2054.94,40.56,375.07,1196.86,66.47,296.18,2521.25,172.08,173.04,216.64,212.47,2298.92,966.02,167.34
1464.50,28.99,209.53,0.30,130.52,11.69,505.02,2190.89,38.18,375.07,1189.39,66.47,213.22,2489.15,147.37,449.64,248.86,217.23,2058.24,952.90,130.43
1494.00,30.21,225.02,0.30,142.59,13.87,515.69,2134.18,33.23,375.07,1162.20,64.27,373.03,2290.18,112.77,491.34,143.43,169.34,2273.33,979.20,57.19
1524.00,30.21,259.18,0.30,140.32,14.29,460.41,2035.58,32.51,357.98,1095.81,62.56,417.72,2180.67,102.32,579.99,137.57,158.88,2887.43,782.91,57.95
1554.50,29.91,285.63,0.30,153.11,14.17,245.28,1979.44,31.19,425.73,1496.35,62.56,485.30,2064.49,82.46,648.20,125.10,152.16,2402.81,221.46,55.27
1584.00,87.59,196.27,0.30,150.39,14.32,428.78,2862.85,71.56,425.73,1578.90,56.82,448.31,2006.26,54.72,784.25,112.98,73.67,2624.86,43.44,55.24
1614.00,197.34,40.13,146.18,174.77,16.78,357.14,2804.87,91.53,425.73,1365.22,73.10,547.39,1633.02,12.13,767.04,64.66,31.35,2560.81,43.44,55.32
1644.50,308.46,32.50,625.76,174.56,23.07,1031.72,2678.57,89.63,403.45,1262.75,94.91,536.89,902.69,12.13,824.09,63.43,31.35,2891.30,43.44,55.04
1674.50,385.44,54.49,914.32,571.39,28.48,1428.60,2386.51,81.97,500.80,741.17,96.67,431.37,587.52,12.13,582.59,61.75,31.35,2527.15,43.44,56.13
1704.00,518.32,45.27,1022.83,608.83,17.03,1602.65,1657.15,60.88,572.82,365.41,81.52,388.98,601.51,12.13,410.10,97.08,31.35,2572.12,43.44,54.29
1734.00,910.30,87.02,1041.49,540.98,15.05,1664.05,1271.56,31.92,572.82,271.51,54.91,492.66,582.59,12.13,678.42,104.68,31.35,2198.33,43.44,54.76
1764.50,1088.39,72.44,1010.70,513.92,12.64,1471.41,1058.83,23.50,617.38,226.88,43.15,569.77,555.43,12.13,833.50,122.99,27.53,2020.67,43.44,54.59
1794.50,1161.18,89.38,974.93,419.50,14.00,1233.93,681.55,24.54,564.89,216.03,40.30,577.10,578.65,12.13,889.04,92.62,28.35,2035.93,43.44,53.65
1824.50,1149.85,101.93,869.39,442.77,11.98,1009.01,514.89,17.84,523.38,239.51,40.30,584.42,562.65,12.13,878.43,109.93,25.57,1659.27,43.44,56.14
1854.50,1097.65,130.38,790.19,431.03,6.65,777.18,483.30,15.69,479.44,227.56,40.30,530.34,552.59,12.13,757.97,102.12,29.42,1370.77,43.44,54.59
1884.50,1077.02,160.42,715.04,385.44,3.28,596.93,499.89,13.67,424.51,234.68,37.84,481.73,547.80,12.13,626.62,111.22,30.52,1041.15,47.30,53.82
1914.50,962.84,174.77,607.65,254.47,0.48,507.94,446.26,10.97,424.51,248.20,37.84,387.88,571.47,12.13,534.65,122.58,31.34,814.22,22.89,54.52
1944.50,859.86,149.94,512.67,311.59,1.61,473.94,448.53,10.63,381.78,228.19,37.84,356.55,567.05,12.13,395.41,123.11,31.34,584.37,40.59,55.77
1974.50,755.16,166.32,404.97,221.21,1.07,381.42,435.30,7.87,340.89,236.67,38.24,310.47,557.16,12.13,307.15,118.43,29.36,372.47,28.84,54.61
2004.50,617.62,161.34,356.43,183.75,0.16,324.18,441.60,10.03,340.89,239.93,38.24,294.35,575.63,12.13,285.14,128.07,29.36,280.95,48.52,54.54
