Time,South Central Fans,North Central Fans
s,C,C
0.00,11.93,10.38
13.50,11.93,10.38
42.50,11.93,10.38
72.50,11.93,10.38
102.50,11.94,10.38
133.50,11.94,10.38
163.50,11.94,10.38
193.50,11.94,10.38
223.50,11.94,10.38
253.50,11.94,10.38
283.50,11.94,10.38
313.50,11.94,10.38
342.00,14.78,13.08
372.00,30.89,14.74
403.50,39.78,15.80
433.50,41.15,15.58
463.50,42.61,15.24
493.50,43.42,14.62
523.50,43.83,14.50
552.50,45.11,14.34
582.50,45.65,14.23
613.50,46.10,13.95
643.50,46.88,13.61
673.50,46.46,13.61
703.50,46.98,13.61
733.50,48.02,13.50
763.50,48.43,13.50
793.50,48.50,13.50
823.50,46.94,13.50
853.50,45.29,13.50
883.00,45.09,13.50
913.00,44.56,13.50
943.50,45.02,13.50
973.50,45.71,13.50
1003.50,46.77,13.50
1033.50,47.09,13.50
1063.50,47.62,13.50
1093.50,47.96,13.50
1123.50,48.46,13.50
1153.50,48.52,13.50
1183.50,49.53,13.50
1213.50,49.76,13.50
1242.00,49.39,13.50
1272.00,49.59,13.50
1302.00,49.87,13.50
1332.00,50.38,13.50
1363.50,51.45,13.50
1393.00,51.38,13.50
1422.50,49.84,13.50
1452.00,47.43,13.50
1481.50,44.23,13.50
1511.50,40.10,13.50
1541.00,35.82,13.50
1572.00,32.56,13.50
1603.50,30.65,13.50
1633.50,29.49,13.50
1663.50,28.68,13.50
1693.50,27.65,13.39
