Time,214-CO-J3,214-CO-F2,209-CO-H2,209-CO-F2,209-CO-C2,207-CO-H2,207-CO-F2,207-CO-C2,307-CO-H2,307-CO-F2,307-CO-C2,302-CO-H2,302-CO-F2,302-CO-C2,301-CO-H2,301-CO-F2,301-CO-C2,202-CO-J3,202-CO-F2,202-CO-C2
s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
0.0,0.0,0.000554,0.000361,0.000281,0.0,0.000537,0.000275,0.0,0.000381,0.000179,1.1e-05,0.000128,0.000353,6e-06,0.000215,0.000301,1e-05,4.9e-05,0.000642,1.3e-05
0.0,0.0,0.000547,0.000333,0.000318,0.0,0.000522,0.000272,0.0,0.000377,0.000218,1.1e-05,0.000122,0.000365,8e-06,0.000243,0.000306,1e-05,4.7e-05,0.00066,1.6e-05
0.0,0.0,0.000528,0.00038,0.000289,0.0,0.00051,0.000262,0.0,0.000377,0.00021,8e-06,0.000119,0.000376,9e-06,0.00028,0.000288,1e-05,3.8e-05,0.00066,1e-05
0.0,0.0,0.000529,0.000381,0.00028,0.0,0.000515,0.00029,0.0,0.000377,0.000216,8e-06,0.000131,0.000364,8e-06,0.000288,0.0003,9e-06,2.5e-05,0.000653,1.1e-05
0.0,0.0,0.000536,0.00039,0.000304,0.0,0.000538,0.000264,0.0,0.000377,0.000221,1e-05,9.8e-05,0.000387,7e-06,0.000313,0.00029,8e-06,4e-05,0.000661,9e-06
0.0,0.0,0.000558,0.000384,0.000325,0.0,0.000496,0.000243,0.0,0.000377,0.000203,9e-06,0.000119,0.000382,7e-06,0.000317,0.000288,6e-06,2.9e-05,0.000657,1e-05
0.0,0.0,0.000552,0.00041,0.000307,0.0,0.000538,0.000274,0.0,0.000377,0.00022,1e-05,0.00011,0.000356,7e-06,0.000307,0.000313,9e-06,2.9e-05,0.000653,1.3e-05
0.0,0.0,0.000522,0.000408,0.000315,0.0,0.000475,0.00026,0.0,0.000377,0.000216,9e-06,0.000112,0.000357,8e-06,0.000299,0.000271,1e-05,7.5e-05,0.000618,1.5e-05
0.0,0.0,0.000534,0.000404,0.000338,0.0,0.000545,0.000275,0.0,0.000331,0.000198,9e-06,8.3e-05,0.000348,6e-06,0.00031,0.000295,6e-06,1.9e-05,0.000639,1.4e-05
0.0,0.0,0.000505,0.000405,0.000329,0.0,0.00048,0.000277,0.0,0.000326,0.000213,6e-06,0.000107,0.000352,6e-06,0.0003,0.000304,9e-06,2.3e-05,0.000661,1.2e-05
14.5,0.0,0.000512,0.000406,0.000297,0.0,0.00055,0.000253,0.0,0.000326,0.000209,1e-05,8e-05,0.000355,7e-06,0.000292,0.000317,1.2e-05,2.9e-05,0.000669,1.2e-05
