Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-1800.10,-1856.33
5.00,-360.63,-388.47
24.50,6783.55,6919.55
54.50,9322.64,9613.80
84.50,14107.59,14549.26
114.50,15508.69,16004.17
144.50,29877.01,37295.38
174.50,43456.60,51707.15
204.50,43274.92,49893.09
233.50,46610.46,54026.51
263.50,40799.58,49725.74
294.50,34536.47,46012.95
324.00,34900.01,43040.00
354.00,29258.38,35683.10
384.00,26950.52,32286.93
414.00,28000.39,33987.55
444.50,36256.29,43706.92
474.50,40945.80,51024.81
503.00,51748.06,65208.37
533.00,20960.42,25939.77
564.50,26525.88,33511.40
594.00,38819.50,51115.99
624.00,39619.54,52176.43
654.50,39554.86,51512.23
684.50,38782.51,51546.86
713.50,32088.63,42855.97
743.50,15268.22,19886.09
774.00,17584.23,22328.66
803.50,24762.36,31230.63
833.50,28396.83,36527.69
863.50,38478.40,47688.11
893.50,40900.26,48950.70
923.50,41195.56,48491.67
953.50,46063.18,52205.96
982.50,43909.34,49753.22
1012.50,44388.87,50228.95
1043.50,47574.63,52963.27
1073.50,45046.75,49535.03
1103.50,34167.40,37795.35
1133.50,29761.51,32494.44
1163.50,27642.08,30173.76
1192.50,25601.20,28598.80
1222.50,8349.90,9122.13
1253.50,10312.76,11406.19
1283.50,4437.36,5417.32
1313.50,14418.88,15587.06
1343.50,8181.16,8639.23
1373.50,3048.49,3751.30
1402.50,5922.83,6769.56
1432.00,2201.00,2926.47
1462.50,2201.00,2926.47
1492.50,2201.00,2926.47
1522.50,2201.00,2926.47
1553.00,2201.00,426.22
1583.50,2201.00,426.22
1613.50,2201.00,426.22
1643.50,2201.00,426.22
1673.00,2201.00,426.22
1703.00,2201.00,426.22
1733.50,2201.00,426.22
1763.00,2201.00,426.22
1793.00,2201.00,426.22
1823.50,2201.00,426.22
1853.50,2201.00,426.22
