Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-49.20,-63.81,-57.35,-46.88,-44.19,-46.47,-59.35,-50.95,-52.07,-58.19
7.50,-34.11,-53.16,-47.24,-37.34,-38.16,-38.33,-63.61,-53.10,-49.93,-56.19
29.50,-21.22,-39.06,-34.29,-25.96,-20.01,-23.33,-66.18,-41.92,-32.38,-41.47
59.50,-13.59,-31.74,-28.71,-21.58,-20.68,-11.16,-71.59,-26.72,-17.01,-24.73
89.00,-4.30,-14.79,-13.84,-15.36,-11.11,5.04,-67.79,-12.49,-6.19,-10.45
119.00,-1.20,-12.14,-9.39,-11.24,0.30,10.88,-66.23,-6.83,-2.13,-5.25
148.50,38.64,6.30,-1.13,1.75,5.41,5.03,-65.40,-26.16,-24.46,-39.08
178.00,80.51,26.11,7.92,-5.65,6.08,5.34,-69.70,-34.33,-27.49,-47.02
209.00,96.43,58.77,35.85,29.94,25.15,28.40,-65.57,-8.76,-8.97,-22.25
239.00,100.37,62.76,41.81,35.20,34.47,36.65,-62.67,-0.90,-3.92,-15.83
269.00,96.94,62.76,42.20,35.87,34.43,35.91,-59.55,-0.73,-4.27,-17.11
299.50,98.78,63.22,45.64,34.76,35.14,39.79,-58.16,-1.15,-3.29,-16.49
329.00,101.94,73.67,55.13,43.54,39.29,47.31,-52.52,0.12,-1.82,-13.74
359.00,105.62,77.13,59.32,48.11,40.98,51.17,-50.98,4.00,0.30,-8.77
389.50,111.31,85.96,65.14,58.87,57.60,67.49,-47.75,10.17,4.82,-2.67
419.50,119.87,88.73,70.43,66.53,66.24,79.69,-44.95,19.63,11.31,3.54
449.50,127.00,102.46,80.68,80.07,80.22,94.74,-42.23,29.18,18.69,8.18
479.00,122.97,98.90,81.40,79.47,79.81,93.58,-41.42,19.18,14.35,1.97
508.00,127.65,103.95,88.95,83.85,85.42,99.57,-39.18,27.13,18.66,7.66
538.50,126.10,108.59,95.73,87.18,87.09,99.10,-36.56,24.03,20.09,8.57
567.50,121.35,104.92,93.61,81.97,79.76,92.19,-37.19,19.55,12.38,3.51
596.00,124.60,106.14,94.27,83.10,78.70,90.93,-36.36,22.29,15.38,4.63
627.00,131.91,112.87,100.78,92.08,96.88,108.31,-35.76,31.05,23.88,8.89
657.50,137.86,119.20,102.97,99.10,100.21,110.97,-35.84,34.38,29.64,12.41
687.50,139.00,120.72,103.59,101.14,98.51,110.36,-36.10,33.54,30.14,11.60
717.50,137.65,120.88,101.50,102.02,97.28,110.71,-35.54,33.18,27.75,12.29
748.00,130.88,115.23,98.33,94.35,88.44,100.73,-36.69,26.00,21.00,7.47
778.00,104.36,111.53,99.31,89.79,89.28,102.43,-35.12,35.66,31.13,30.75
806.50,46.85,82.83,83.63,110.62,110.39,132.41,-33.09,71.49,73.66,82.03
837.00,-30.96,33.93,54.32,113.38,126.32,177.32,-25.29,112.26,122.08,158.85
868.50,-61.04,-6.11,23.28,88.43,104.46,155.44,-28.13,102.44,112.78,161.56
898.50,-86.41,-18.06,8.80,76.11,92.23,140.55,-22.35,93.44,100.83,131.23
927.50,-132.12,-63.57,-8.80,61.32,90.89,142.09,-0.56,91.48,102.82,137.72
956.50,-138.78,-81.90,-15.53,46.60,78.91,128.85,-5.68,81.83,93.22,123.54
988.00,-138.36,-75.99,-13.33,48.35,79.19,126.33,-5.04,83.51,95.31,137.43
1019.00,-150.78,-80.68,-18.08,40.79,60.61,106.77,-7.58,68.91,81.32,126.69
1049.00,-158.08,-110.07,-51.46,4.61,44.56,84.75,-9.45,53.39,64.88,105.24
1078.50,-169.73,-112.46,-51.57,-6.50,39.07,81.34,-11.69,48.29,58.50,90.69
1108.00,-168.01,-108.89,-49.57,1.90,37.17,77.26,-11.55,48.96,59.25,96.24
1139.00,-160.33,-107.38,-51.24,3.30,38.82,78.68,-11.09,51.85,59.24,96.31
