Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
1639.5,-111.3,-78.0,-105.1,-95.8,-86.3,-82.2,-144.2,-121.0,-108.3,-132.0
1669.5,-117.3,-86.3,-108.2,-117.2,-92.9,-86.9,-156.8,-126.8,-117.7,-143.3
1699.5,-131.8,-110.2,-127.7,-117.6,-103.6,-98.7,-183.9,-156.4,-148.8,-160.9
1728.5,-163.6,-160.5,-146.7,-130.0,-134.8,-124.3,-220.2,-183.9,-169.3,-195.9
1758.5,-176.4,-128.5,-178.7,-108.9,-152.9,-139.0,-233.5,-199.5,-188.2,-212.7
1789.5,-184.1,-135.6,-152.3,-131.0,-157.1,-145.8,-245.8,-207.2,-191.1,-216.4
1819.5,-182.5,-153.8,-148.5,-126.0,-156.0,-143.7,-236.0,-204.5,-191.0,-220.8
1849.5,-176.6,-136.9,-146.5,-146.0,-152.2,-142.5,-230.9,-197.2,-184.5,-215.6
1879.5,-173.1,-168.6,-154.0,-156.9,-154.9,-143.2,-220.5,-183.0,-175.0,-202.8
1908.5,-180.5,-191.3,-148.3,-141.9,-158.8,-146.4,-209.2,-183.5,-176.5,-197.4
1938.5,-194.3,-163.8,-156.4,-151.0,-169.5,-149.0,-197.2,-175.8,-173.8,-191.2
1969.5,-211.7,-191.2,-182.0,-177.2,-173.3,-156.7,-179.2,-171.3,-173.9,-205.6
1999.5,-224.2,-179.4,-183.4,-188.1,-209.7,-172.3,-185.0,-181.8,-185.6,-222.6
2029.0,-224.2,-208.3,-178.7,-189.1,-194.0,-172.7,-186.2,-182.5,-186.8,-226.1
2059.0,-225.2,-182.5,-202.2,-185.2,-191.8,-169.0,-180.6,-178.2,-181.2,-220.5
2089.5,-222.6,-204.3,-194.4,-184.5,-195.3,-168.9,-180.5,-177.4,-179.0,-222.7
2119.5,-221.0,-194.2,-172.3,-190.2,-192.0,-167.5,-178.6,-174.5,-175.9,-222.3
2149.5,-222.3,-188.2,-208.3,-186.0,-191.8,-168.0,-175.6,-174.6,-174.6,-219.5
2179.5,-224.8,-163.7,-181.2,-189.3,-195.1,-167.3,-175.3,-172.3,-174.7,-216.9
