Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,1941.24,2605.28
6.50,17676.01,20157.06
28.00,35730.57,42309.31
58.50,43597.72,50229.21
88.50,35372.17,41430.58
118.50,26424.57,33946.52
148.50,28043.73,34520.96
178.50,46324.30,59890.50
207.50,50785.79,61564.33
237.50,53383.36,62975.86
268.50,41794.11,51032.55
298.00,34086.24,47472.92
328.00,34247.39,47105.34
358.50,36312.71,49671.53
388.00,32177.08,47157.97
417.50,32781.38,53195.86
445.50,32620.69,53101.78
475.00,30377.43,47887.60
505.50,28266.67,44032.13
535.00,30425.95,50793.55
565.50,28550.57,47254.89
597.00,28021.09,45146.80
626.50,27180.83,44965.28
655.50,26486.93,43527.69
686.50,29611.68,47079.09
716.50,28744.99,46087.97
746.50,25139.67,40111.74
776.50,27082.90,44824.15
806.50,28372.46,48202.94
836.50,27893.84,46223.72
866.50,28500.36,46426.50
897.00,19136.70,32973.51
927.50,34464.94,61088.36
957.50,27083.71,45741.17
987.00,32572.53,58354.92
1016.50,28451.33,49384.24
1047.00,17010.93,28631.23
1077.50,28327.18,43374.70
1107.50,19425.33,30351.51
1136.00,13407.63,21434.48
1165.50,7579.16,11289.50
1197.00,7471.78,12590.86
1227.50,8580.22,14255.48
1257.00,5834.86,9116.36
1287.00,4433.67,6635.73
1317.50,3283.43,4739.43
1347.50,3246.45,4433.41
1377.50,3603.42,4697.88
1406.50,4034.45,5201.18
1436.50,2943.68,3537.21
1467.50,1954.63,2615.64
1497.50,2380.27,2977.86
1527.50,1007.32,1570.55
1557.50,2179.83,3133.60
1587.00,3024.39,3342.08
1617.00,2257.54,2570.47
1647.50,1230.59,1537.03
1677.50,2009.01,2610.43
