Time,South Central Fans,North Central Fans
s,C,C
0.00,10.02,11.45
5.00,10.02,11.45
24.50,10.02,11.45
54.50,10.02,11.45
84.50,10.02,11.45
114.50,10.02,11.45
144.50,10.96,11.39
174.50,11.19,11.39
204.50,11.19,11.39
234.50,11.19,11.39
264.50,11.79,11.39
294.50,13.84,11.39
320.00,17.23,11.39
349.50,17.49,11.39
384.00,17.29,11.39
414.50,18.20,11.28
443.50,19.06,11.28
473.50,19.58,11.28
504.50,15.73,11.28
534.50,17.70,11.28
564.50,17.90,11.28
594.50,17.92,11.28
624.50,17.83,11.28
654.50,19.29,11.11
684.00,24.24,11.11
714.00,23.88,11.11
744.50,21.27,11.11
774.50,18.47,11.00
804.50,16.62,10.94
834.50,15.75,10.94
864.00,16.36,10.94
894.00,18.57,10.94
924.50,15.10,10.94
954.50,17.14,10.94
984.50,14.79,10.76
1014.50,14.92,10.41
1043.00,19.07,10.51
1073.00,19.64,10.51
1104.50,19.48,10.51
1134.50,20.47,10.32
1164.50,20.21,10.44
1193.00,21.59,9.94
1223.00,20.42,10.07
1254.50,16.37,62.87
1284.50,18.55,45.17
1313.00,15.41,45.13
1343.00,18.59,10.89
1374.50,17.11,10.68
1404.50,18.66,10.54
1434.50,17.62,10.54
1464.50,16.97,10.54
1494.00,17.82,10.99
1524.00,21.11,11.11
1554.50,25.22,11.71
1584.00,24.78,12.02
1614.00,24.08,13.07
1644.50,23.97,14.52
1674.50,23.61,15.06
1704.00,23.39,15.06
1734.00,22.92,15.06
1764.50,22.45,14.89
1794.50,22.10,14.78
1824.50,21.54,14.55
1854.50,21.54,14.21
1884.50,21.13,14.10
1914.50,20.78,13.99
1944.50,20.56,13.88
1974.50,20.45,13.77
2004.50,20.45,13.66
2034.50,20.22,13.66
2064.50,19.88,13.54
2094.50,19.77,13.43
2124.50,19.55,13.32
2154.50,19.61,12.95
2184.50,19.61,12.95
2214.50,19.61,12.83
