Time,214-CO-J3,214-CO-F2,209-CO-H2,209-CO-F2,209-CO-C2,207-CO-H2,207-CO-F2,207-CO-C2,307-CO-H2,307-CO-F2,307-CO-C2,302-CO-H2,302-CO-F2,302-CO-C2,301-CO-H2,301-CO-F2,301-CO-C2,202-CO-J3,202-CO-F2,202-CO-C2
s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
0.0,0.0,0.000352,0.000413,0.000369,0.0,0.000123,3e-05,0.0,7.9e-05,0.000143,0.0,0.0,0.0,0.0,0.0,0.000183,1.7e-05,0.000165,0.0,0.0
0.0,0.0,0.000378,0.000417,0.0004,0.0,0.000118,5.9e-05,0.0,3.7e-05,0.00012,0.0,0.0,0.0,0.0,0.0,0.000178,1.7e-05,0.000165,0.0,0.0
0.0,0.0,0.000383,0.000416,0.000412,0.0,0.000148,5.8e-05,0.0,3.7e-05,0.000116,0.0,0.0,0.0,0.0,0.0,0.000185,2.3e-05,0.000126,0.0,0.0
0.0,0.0,0.000378,0.000443,0.000418,0.0,0.00013,1.9e-05,0.0,3.7e-05,0.000105,0.0,0.0,0.0,0.0,0.0,0.000191,2.2e-05,0.000438,0.0,0.0
0.0,0.0,0.000382,0.000422,0.000414,0.0,0.000135,2.8e-05,0.0,3.7e-05,9.7e-05,0.0,0.0,0.0,0.0,3e-05,0.000213,1.7e-05,0.000438,0.0,0.0
0.0,0.0,0.000337,0.00043,0.000365,0.0,0.000118,1.4e-05,0.0,3.7e-05,9.1e-05,0.0,0.0,0.0,0.0,6.3e-05,0.000228,1.7e-05,0.000197,0.0,0.0
0.0,0.0,0.00037,0.000444,0.000413,0.0,0.000115,4.3e-05,0.0,3.7e-05,0.000113,0.0,0.0,0.0,0.0,0.00013,0.000234,1.7e-05,0.000122,0.0,0.0
0.0,0.0,0.000364,0.000431,0.000403,0.0,0.000127,3.4e-05,0.0,3.7e-05,9.6e-05,0.0,0.0,0.0,0.0,0.000214,0.000258,1.7e-05,0.0,0.0,0.0
0.0,0.0,0.000353,0.00045,0.000402,0.0,0.000113,1.7e-05,0.0,3.7e-05,9.9e-05,0.0,0.0,0.0,0.0,0.000219,0.00026,2.3e-05,0.0,0.0,0.0
0.0,0.0,0.000367,0.000452,0.000379,0.0,0.000108,6.1e-05,0.0,3.7e-05,8e-05,0.0,0.0,0.0,0.0,0.000242,0.000293,2.3e-05,0.0,0.0,0.0
0.0,0.0,0.000339,0.000436,0.000377,0.0,9.9e-05,1.6e-05,0.0,3.7e-05,9.4e-05,0.0,0.0,0.0,0.0,0.000285,0.000291,2.2e-05,0.0,0.0,0.0
13.5,0.0,0.000324,0.000433,0.000391,0.0,0.00012,3e-05,0.0,3.7e-05,6.9e-05,0.0,0.0,0.0,0.0,0.000359,0.000303,2.3e-05,0.0,0.0,0.0
40.5,0.0,0.00033,0.000455,0.000405,0.0,8.1e-05,4e-05,0.0,3.7e-05,6.5e-05,0.0,0.0,0.0,0.0,0.000347,0.000323,2.3e-05,0.0,0.0,0.0
70.5,0.0,0.00033,0.00043,0.000378,0.0,0.000121,3.6e-05,0.0,3.7e-05,3.2e-05,0.0,0.0,0.0,0.0,0.000369,0.000311,2.2e-05,0.0,0.0,0.0
100.0,0.0,0.000344,0.00044,0.000383,0.0,0.000122,0.0,0.0,3.7e-05,6.2e-05,0.0,0.0,0.0,0.0,0.000389,0.000328,2.1e-05,0.0,0.0,1.5e-05
130.0,0.0,0.000346,0.000433,0.000369,0.0,0.000109,4.5e-05,0.0,3.7e-05,4.7e-05,0.0,0.0,0.0,0.0,0.000524,0.000273,2.1e-05,0.0,0.000267,5.9e-05
