Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0,658.19,597.31
2.5,658.19,597.31
7,658.19,1129.43
12,1370.29,1129.43
17,1370.29,1701.57
22,1370.29,1701.57
27,1370.29,1701.57
32,1370.29,1701.57
37,3095.3,3843.64
42,3095.3,3843.64
47,5439.86,6306.09
52,6470.66,8035.04
57,6073.41,7563.96
62,7227.11,8974.38
67,9513.59,11813.64
72,10626.56,13195.7
77,11163.84,13862.86
81,11163.84,13862.86
86,12042.18,14953.56
92,12988.23,16128.32
97,15121.1,18776.85
102,15121.1,21052.73
106.5,17779.97,22417.99
111,19193.55,23581.6
116,19193.55,23581.6
121,19845.31,24643.22
126,20395.68,25326.64
131,20395.68,25326.64
136,20395.68,24819.32
141,19949.24,24819.32
146,19949.24,25345.94
151,19949.24,25345.94
156,19949.24,24833.12
161,19949.24,24833.12
165.5,19949.24,25369.5
170.5,18397.29,25369.5
176,17378.57,24635.35
181,16724.08,23089.34
185.5,15448.1,21266.7
190.5,15448.1,21266.7
195.5,15628.57,21266.7
200,15104.28,20113.78
205,13898.87,17918.84
210,12491.4,15643.81
215,12491.4,14606.38
220,11548.29,13872.02
225,10310.06,12532.78
230,9228.75,11129.3
235,9228.75,10508.33
240,8626.35,10508.33
245,8626.35,9920.95
250,9202.71,10760.45
255,11294.08,13077.8
260,10573.04,12188.49
265,9909.14,11365.1
269.5,10530.4,11904.22
273.5,10530.4,11904.22
279,10021.55,11259.06
284.5,10021.55,11259.06
289,12175.74,13508.35
293,12175.74,13508.35
298,12175.74,13508.35
303.5,12175.74,13508.35
308.5,12601.04,13739.6
314,13232.62,14523.92
318,13232.62,14523.92
322,13232.62,14523.92
328,13232.62,15065.81
334,13232.62,15065.81
339,13232.62,15065.81
344,13232.62,15065.81
348.5,13232.62,15065.81
352,13232.62,15065.81
357.5,13232.62,15065.81
364,13232.62,15065.81
369,13232.62,15065.81
373.5,13749.42,15065.81
378,13749.42,15065.81
383,13230.66,14474.32
388,13230.66,14474.32
393,13230.66,14474.32
398,13230.66,14474.32
403,13230.66,13806.24
407.5,12432.09,13806.24
412.5,12432.09,13806.24
418,12432.09,13806.24
423,12432.09,13195.31
428,12432.09,13195.31
433,12432.09,13195.31
437.5,12432.09,13195.31
442.5,12432.09,12621.28
448,12432.09,12621.28
452.5,12432.09,12621.28
457,12432.09,12621.28
462,12432.09,12621.28
467,12432.09,12621.28
472,12432.09,12621.28
477,12432.09,12621.28
482,12432.09,12621.28
487,12432.09,12621.28
492,12432.09,12621.28
497,12432.09,13202.84
502,12432.09,13202.84
505.5,12432.09,13202.84
510.5,13154.87,13742.96
517,13154.87,13742.96
522,13154.87,13742.96
527,13752.09,14357.54
532,14532.18,15164.63
536.5,15138.91,15800.71
541,15138.91,15800.71
545.5,15138.91,15800.71
550.5,15138.91,15800.71
556,15138.91,15800.71
560,15138.91,15800.71
563.5,15138.91,15800.71
569.5,15138.91,15800.71
576,15138.91,16362.08
581,15795.09,16997.11
586,16333.66,16997.11
590.5,16333.66,16997.11
594.5,16333.66,16997.11
600,16333.66,17606.75
606,16333.66,17606.75
611,16534.68,17070.72
616,16534.68,17070.72
621,16534.68,17070.72
626,16534.68,17070.72
631,16534.68,17070.72
636,16534.68,17070.72
641,16534.68,17070.72
645.5,15383.47,16358.2
650,15383.47,16358.2
655,15383.47,16358.2
660,15383.47,16358.2
665,15928.91,16982.04
669,15928.91,16982.04
674,15928.91,16982.04
680,15928.91,16982.04
685,15287.79,16332.15
689.5,15287.79,16332.15
694.5,15287.79,16332.15
699.5,15287.79,16842.92
704.5,15287.79,16842.92
710,15828.69,16842.92
714,15828.69,17454.31
717,16482.26,17454.31
723,17329.23,18583.84
730,17329.23,18583.84
734.5,17329.23,18583.84
739,17329.23,18583.84
744,17329.23,18583.84
747.5,17329.23,18583.84
752.5,17329.23,18583.84
759,18140.76,19417.89
764,18140.76,19417.89
769,18659.48,19987.7
774,18659.48,19987.7
781.5,19262.84,20637.93
789,19262.84,20637.93
793,19811.97,21220.99
798,19811.97,21220.99
804,19301.86,20678.08
809,19301.86,20678.08
813.5,18692.63,20031.58
818,18692.63,20031.58
823,18692.63,20031.58
828,18692.63,20031.58
832.5,18692.63,20031.58
836.5,18692.63,20031.58
842,17725.14,19164.6
848,17725.14,19164.6
853,16937.34,18349.9
858,16937.34,18349.9
863,15825.57,17130.93
868,15825.57,16315.12
873,14963.96,16315.12
877.5,14963.96,16315.12
882.5,14963.96,16315.12
888,14963.96,16315.12
892,14963.96,16315.12
896,14963.96,16315.12
902,14963.96,16315.12
907.5,16230.98,17734.5
912,17946.93,19158.73
917,19893.7,21386.48
922,21734.14,23827.39
926.5,23229.95,25413.62
931.5,24622.64,26603.98
937,24622.64,27230.67
941,24622.64,27230.67
946,24269.17,26565.61
952,22539.07,25137.82
955.5,21449.44,23245.7
963,18511.53,20074.73
972,15939.83,17282.12
977,15110.56,16370.47
980,15110.56,16370.47
984.5,15110.56,15805.61
991.5,14505.49,15805.61
996.5,13974.97,15075.36
1000,13974.97,15075.36
1005,13364.78,14417.79
1011,13364.78,14980.61
1016,13980.74,14980.61
1021,12406.97,13518.11
1026,10161.41,11074.94
1031,7820.87,8523.73
1036,10484.56,11574.93
1041,11866.04,13157.99
1045.5,9529.69,10568.78
1050.5,7333.44,8133.19
1056,5615.59,6228.2
1061,6209.95,6788.85
1064.5,7341.2,7969.42
1069.5,11029.67,11849.92
1075.5,7770.47,8351.54
1079,6621.48,7116.67
1086.5,6247.92,6708.44
1095,10864.19,11717.51
1099.5,14145.23,15288.49
1104.5,12400.05,13411.06
1110,13635.38,14825.4
1114,18401.69,20136.79
1119,22817.01,25047.94
1125,27211.44,29877.74
1130,28773.42,31541.37
1133.5,24528.87,26888.53
1138.5,18973.07,20798.26
1145,19574.27,21479.94
1148.5,22682.18,24884.01
