Time,214-CO-J3,214-CO-F2,209-CO-H2,209-CO-F2,209-CO-C2,207-CO-H2,207-CO-F2,207-CO-C2,307-CO-H2,307-CO-F2,307-CO-C2,302-CO-H2,302-CO-F2,302-CO-C2,301-CO-H2,301-CO-F2,301-CO-C2,202-CO-J3,202-CO-F2,202-CO-C2
s,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol,mol/mol
0.0,0.0,0.000292,0.000104,0.000314,0.0,0.000524,0.000235,0.0,0.000409,0.000272,1.4e-05,3e-05,0.000331,6e-06,0.000356,0.000407,3e-05,0.000197,0.000735,1.3e-05
8.0,0.0,0.000291,0.000116,0.000302,0.0,0.000487,0.00023,0.0,0.000386,0.000258,1.4e-05,8.1e-05,0.000333,1e-05,0.00036,0.000399,3e-05,0.000261,0.000735,1.6e-05
30.0,0.0,0.000303,0.000111,0.000289,0.0,0.000537,0.000239,0.0,0.000386,0.000253,1.6e-05,7.4e-05,0.000361,6e-06,0.000339,0.000409,3.4e-05,0.000188,0.000718,1.6e-05
59.5,0.0,0.000302,9.7e-05,0.000298,0.0,0.000547,0.000256,0.0,0.000386,0.000265,1.1e-05,7.2e-05,0.000373,8e-06,0.000305,0.000393,2.9e-05,0.000229,0.000769,1.6e-05
90.0,0.0,0.000318,7.8e-05,0.000326,0.0,0.000511,0.000176,0.0,0.000386,0.000261,1.5e-05,6.7e-05,0.000358,8e-06,0.000277,0.000405,3.1e-05,0.000112,0.00074,1.5e-05
120.0,0.0,0.000297,7.2e-05,0.000267,0.0,0.000537,0.000212,0.0,0.000386,0.000268,1.4e-05,5.9e-05,0.000393,7e-06,0.000303,0.0004,2.9e-05,0.00013,0.000747,1.3e-05
149.5,0.0,0.000281,8.6e-05,0.000287,0.0,0.000545,0.000272,0.0,0.000386,0.000262,1.3e-05,7.3e-05,0.000691,7e-06,0.000279,0.000368,3.1e-05,0.000159,0.00075,1.4e-05
179.5,0.0,0.000281,9.4e-05,0.0003,0.0,0.000535,0.001377,0.0,0.000572,0.000461,1.2e-05,5.7e-05,0.000899,9e-06,0.000998,0.000405,2.9e-05,0.000309,0.000724,1.4e-05
209.5,0.0,0.000326,8.7e-05,0.000305,0.0,0.000525,0.001616,0.0,0.000757,0.000924,1.4e-05,7.2e-05,0.001413,8e-06,0.001889,0.000393,3.1e-05,0.00041,0.00074,1.7e-05
239.5,0.0,0.000285,9.9e-05,0.000309,0.0,0.000993,0.001778,0.0,0.000828,0.001043,1.4e-05,6.7e-05,0.001425,7e-06,0.002053,0.000388,3.1e-05,0.000641,0.000749,1.7e-05
269.5,0.0,0.000301,0.000114,0.000313,0.0,0.002616,0.001937,0.0,0.000828,0.001143,1.6e-05,7e-05,0.000915,5e-06,0.002043,0.000417,3e-05,0.000439,0.000752,1.6e-05
298.5,0.0,0.001142,0.000794,0.000582,0.0,0.002974,0.002025,0.0,0.000889,0.001211,1.3e-05,9.8e-05,0.000705,1e-05,0.001689,0.000363,3e-05,0.00036,0.000742,1.4e-05
328.0,0.0,0.001995,0.001502,0.000931,0.0,0.00306,0.002106,0.0,0.000938,0.001311,1.3e-05,8e-05,0.000666,1e-05,0.000587,0.000382,3.1e-05,0.000401,0.000744,1.3e-05
359.0,0.0,0.002195,0.001529,0.000972,0.0,0.00318,0.002157,0.0,0.000938,0.001354,1.8e-05,8e-05,0.000651,1e-05,0.000197,0.000387,3.2e-05,0.000405,0.000768,1.3e-05
389.5,0.0,0.002273,0.001619,0.001015,0.0,0.003379,0.002248,0.0,0.000938,0.00139,1.8e-05,8.9e-05,0.000566,1e-05,0.000158,0.000399,3.1e-05,0.000563,0.00075,1.1e-05
419.5,0.0,0.002331,0.001653,0.001029,0.0,0.003376,0.002311,0.0,0.000938,0.001417,2.4e-05,6e-05,0.000421,4e-06,0.000151,0.000391,3e-05,0.000354,0.000732,1.7e-05
449.0,0.0,0.002357,0.001702,0.001044,1e-06,0.003398,0.002314,0.0,0.000938,0.001428,2.7e-05,9.8e-05,0.000897,4e-06,0.000106,0.000407,2.9e-05,0.000363,0.000736,1.6e-05
479.0,0.0,0.002166,0.001707,0.001039,2.6e-05,0.003464,0.00232,3e-06,0.000938,0.001431,3.3e-05,0.000345,0.002534,4e-06,0.000734,0.000382,2.9e-05,0.000384,0.001868,3.9e-05
509.5,0.0,0.001249,0.001719,0.001075,5.3e-05,0.003476,0.002296,6.7e-05,0.000938,0.001411,4e-05,0.000758,0.002616,1e-05,0.002698,0.000869,2.9e-05,0.000576,0.004122,0.000165
537.5,0.0,0.000514,0.00171,0.001068,6e-05,0.003469,0.002079,0.000121,0.000892,0.001283,8.7e-05,0.00094,0.002899,1.7e-05,0.002449,0.000972,2.8e-05,0.000506,0.004264,0.000288
567.5,0.0,0.000332,0.001434,0.000916,7.8e-05,0.003475,0.00185,0.000112,0.000847,0.001244,0.000115,0.001039,0.003026,0.000151,0.002828,0.00111,3.1e-05,0.000434,0.004409,0.000329
599.5,0.0,0.000332,0.001249,0.000883,7.9e-05,0.003311,0.001714,9e-05,0.000825,0.00121,0.000108,0.001095,0.002968,0.000274,0.002874,0.001255,3e-05,0.000424,0.00443,0.00032
629.5,0.0,0.000309,0.001303,0.000938,3.9e-05,0.002952,0.001776,8.8e-05,0.000749,0.000987,0.000103,0.00116,0.002872,0.000266,0.002835,0.001222,3.5e-05,0.000532,0.004293,0.000309
658.0,0.0,0.000282,0.00137,0.00095,3e-06,0.002619,0.001807,9.5e-05,0.000683,0.000941,0.000109,0.001166,0.002866,0.00027,0.002755,0.001183,0.000131,0.000525,0.004269,0.000291
688.0,0.0,0.000271,0.001354,0.00095,0.0,0.002462,0.001715,9e-05,0.000683,0.000955,0.000109,0.0012,0.002817,0.000263,0.002768,0.001155,0.000256,0.000329,0.004283,0.000263
719.5,0.0,0.000268,0.000999,0.000759,0.0,0.002457,0.001396,5.8e-05,0.000683,0.00097,8.7e-05,0.001212,0.002648,0.000238,0.002693,0.001107,0.000261,0.000301,0.004135,0.000231
749.5,0.0,0.000279,0.000735,0.000607,0.0,0.002506,0.001051,2.3e-05,0.000622,0.000903,5.7e-05,0.001255,0.002507,0.000195,0.002588,0.00101,0.00026,0.000301,0.003955,0.000199
780.0,0.0,0.000267,0.000506,0.000488,0.0,0.002339,0.000809,2e-06,0.000571,0.000717,4e-05,0.001264,0.002419,0.000158,0.002435,0.000885,0.000245,0.000343,0.00373,0.000181
810.0,0.0,0.000279,0.000402,0.000398,0.0,0.001981,0.000563,3e-06,0.000522,0.000531,2.9e-05,0.001265,0.002381,0.000147,0.002393,0.000859,0.000223,0.000331,0.003665,0.000171
839.5,0.0,0.000244,0.000268,0.000359,0.0,0.001582,0.000458,3e-06,0.000475,0.000463,2.6e-05,0.001222,0.002344,0.000141,0.002359,0.000834,0.000189,0.000318,0.003598,0.000161
868.5,0.0,0.000264,0.000213,0.000351,0.0,0.001312,0.000415,3e-06,0.000475,0.000385,1.9e-05,0.001152,0.002359,0.000134,0.002359,0.00082,0.000154,0.000318,0.003566,0.000165
898.5,0.0,0.000248,0.000187,0.000316,0.0,0.001066,0.00035,3e-06,0.000429,0.000347,1.9e-05,0.001194,0.002361,0.000135,0.002414,0.000811,0.000157,0.000265,0.00355,0.000162
929.5,0.0,0.000266,0.000184,0.00035,0.0,0.000821,0.000345,3e-06,0.00047,0.000317,1.7e-05,0.001228,0.002342,0.000129,0.002382,0.000825,0.000142,0.000267,0.003544,0.000163
959.5,0.0,0.00026,0.000186,0.000324,0.0,0.000759,0.000362,3e-06,0.000426,0.00033,1.8e-05,0.001197,0.002319,0.000128,0.00242,0.000796,0.000133,0.000259,0.00353,0.000175
989.5,0.0,0.000243,0.000162,0.000316,0.0,0.000657,0.000324,3e-06,0.000449,0.000326,1.8e-05,0.001134,0.002329,0.000137,0.002443,0.000817,0.000139,0.000257,0.003519,0.000186
1019.5,0.0,0.000252,0.000149,0.000337,0.0,0.000629,0.000347,3e-06,0.000434,0.000302,1.8e-05,0.00115,0.002316,0.000155,0.002466,0.000798,0.000134,0.000236,0.003496,0.000167
1049.5,0.0,0.000263,0.000187,0.000361,0.0,0.000613,0.000364,3e-06,0.000434,0.000296,1.8e-05,0.001104,0.002357,0.000131,0.00241,0.000797,0.00014,0.000236,0.0035,0.000162
1079.5,0.0,0.000248,0.000165,0.00033,0.0,0.000581,0.000326,3e-06,0.000434,0.000275,1.8e-05,0.001015,0.002296,0.000131,0.002498,0.000822,0.000156,0.000214,0.003545,0.000162
1109.5,0.0,0.000257,0.000183,0.000332,0.0,0.00056,0.000378,3e-06,0.000434,0.000327,1.8e-05,0.000978,0.002334,0.000127,0.002522,0.000806,0.000158,0.000221,0.003506,0.000173
1139.5,0.0,0.000264,0.000181,0.000339,0.0,0.000607,0.000351,3e-06,0.000434,0.000329,1.8e-05,0.00094,0.002357,0.000144,0.00252,0.000783,0.000137,0.000191,0.003513,0.000194
1169.5,0.0,0.000268,0.000168,0.000345,0.0,0.000574,0.000375,3e-06,0.000434,0.000308,1.8e-05,0.00094,0.002428,0.00016,0.002558,0.000815,0.000142,0.000207,0.003572,0.000186
1199.5,0.0,0.000269,0.000192,0.000357,0.0,0.000561,0.000343,3e-06,0.000434,0.00032,1.7e-05,0.000852,0.002487,0.000142,0.002597,0.000849,0.000133,0.000179,0.003668,0.000181
1229.5,0.0,0.000281,0.000181,0.000331,0.0,0.000607,0.000369,3e-06,0.000434,0.00031,1.7e-05,0.000881,0.002497,0.000134,0.00264,0.000859,0.000148,0.000226,0.0037,0.000189
1259.5,0.0,0.000291,0.000182,0.000331,0.0,0.000606,0.000361,3e-06,0.000434,0.00032,2.1e-05,0.000837,0.002519,0.000147,0.002681,0.000867,0.000151,0.000195,0.003739,0.000203
1289.5,0.0,0.000285,0.000185,0.000326,0.0,0.000594,0.000374,3e-06,0.000434,0.000327,1.7e-05,0.000852,0.002538,0.000146,0.002697,0.000858,0.000136,0.000586,0.00376,0.000202
1319.5,0.0,0.000303,0.000161,0.000319,0.0,0.000583,0.000395,3e-06,0.000434,0.000336,1.6e-05,0.000853,0.002443,0.000157,0.00266,0.000913,0.000142,0.000527,0.003765,0.000179
1349.5,0.0,0.000288,0.000161,0.000346,0.0,0.000551,0.000362,3e-06,0.000434,0.000356,1.9e-05,0.000831,0.002324,0.000144,0.002539,0.000852,0.000147,0.000374,0.003688,0.000173
1378.5,0.0,0.000288,0.000154,0.000337,0.0,0.000612,0.000399,3e-06,0.000434,0.000313,1.7e-05,0.000847,0.002293,0.000135,0.002383,0.000781,0.000152,0.000263,0.003589,0.000157
1408.5,0.0,0.000296,0.000172,0.000329,0.0,0.000595,0.000407,3e-06,0.000434,0.000342,1.7e-05,0.000863,0.002325,0.000128,0.002399,0.000737,0.000155,0.00013,0.003546,0.000172
1439.5,0.0,0.000281,0.000134,0.00036,0.0,0.000571,0.000421,3e-06,0.000414,0.000345,1.7e-05,0.000847,0.002318,0.000138,0.002383,0.000761,0.000155,0.000192,0.00353,0.000176
1469.5,0.0,0.000285,0.000157,0.000349,0.0,0.000641,0.000403,3e-06,0.000451,0.000327,1.7e-05,0.00087,0.00231,0.000147,0.00239,0.000769,0.000143,0.000362,0.003572,0.000169
1499.5,0.0,0.000277,0.000166,0.000353,0.0,0.000562,0.000368,3e-06,0.000423,0.000314,1.9e-05,0.000875,0.002331,0.000138,0.002326,0.000766,0.000139,0.000507,0.003545,0.000169
1529.5,0.0,0.000266,0.000166,0.00033,0.0,0.000612,0.00037,3e-06,0.000423,0.000337,1.7e-05,0.000891,0.002318,0.000126,0.002285,0.000748,0.000155,0.000584,0.003506,0.00017
1559.5,0.0,0.000272,0.000164,0.000387,0.0,0.000596,0.000394,3e-06,0.000423,0.000332,1.7e-05,0.000915,0.002319,0.000132,0.002284,0.000755,0.000152,0.000747,0.00354,0.000163
1589.5,0.0,0.000257,0.000154,0.000358,0.0,0.000581,0.000396,3e-06,0.000423,0.000324,1.9e-05,0.000919,0.002253,0.000135,0.00226,0.000752,0.000149,0.000661,0.003534,0.000155
1619.5,0.0,0.000253,0.000179,0.000357,0.0,0.000585,0.000384,3e-06,0.000423,0.000331,2e-05,0.000959,0.002158,0.000128,0.002214,0.000716,0.000149,0.000543,0.003424,0.000133
