Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-0.62,0.41
7.50,-0.62,0.91
29.50,-0.68,0.36
59.50,-0.16,0.32
89.50,-0.44,-0.33
119.50,-0.76,-0.05
149.50,-48.36,38.37
179.50,-126.12,117.82
209.50,-136.07,132.90
239.50,-135.12,134.56
269.50,-135.87,133.71
299.00,-135.41,133.89
329.00,-134.82,134.34
359.50,-135.03,133.77
389.50,-134.86,133.96
419.50,-135.76,133.98
449.50,-134.06,133.98
479.50,-134.81,134.04
509.50,-134.18,134.27
539.50,-134.58,134.33
569.50,-134.81,133.94
599.50,-134.38,134.25
629.50,-134.60,134.73
659.50,-135.21,134.22
689.50,-133.87,134.61
719.50,-133.71,135.17
749.50,-134.22,134.43
779.50,-133.92,134.47
809.50,-134.24,134.54
839.50,-133.67,134.25
869.50,-133.44,134.76
899.50,-134.58,134.37
929.50,-133.96,135.34
959.50,-134.41,135.30
989.50,-134.98,134.46
1019.50,-135.16,134.98
1049.50,-134.19,134.72
1079.50,-135.24,134.74
1109.50,-135.24,134.74
1139.50,-135.24,134.74
1169.50,-134.01,134.95
1199.50,-134.01,134.95
1229.00,-134.01,134.95
1259.00,-135.23,135.44
1289.50,-134.90,135.27
1319.50,-133.80,134.78
1349.50,-134.03,135.31
1379.00,-134.91,134.35
1409.00,-135.34,134.49
1439.50,-134.70,134.20
1469.50,-133.77,133.99
1499.50,-134.22,134.83
1529.50,-134.13,134.34
1559.50,-135.00,134.05
1589.50,-134.81,134.05
1619.50,-135.30,134.84
1648.00,-133.72,133.88
1676.50,-133.24,133.75
1707.00,-134.79,133.76
1738.00,-134.33,134.45
1769.00,-134.56,135.05
1799.50,-134.02,134.79
1828.00,-134.65,135.08
1858.00,-134.10,134.74
1889.50,-134.39,135.25
1919.50,-134.49,134.38
1949.50,-135.27,133.82
1979.50,-135.33,134.24
2009.50,-135.50,134.95
2039.50,-135.91,134.93
2069.50,-136.58,134.25
2099.50,-135.27,134.30
2129.50,-135.14,134.10
2158.00,-134.21,133.81
2187.00,-135.48,134.45
2218.50,-135.64,134.42
2249.50,-136.10,133.94
