Time,South Central Fans,North Central Fans
s,C,C
0.00,10.26,13.41
8.50,10.26,13.41
31.50,10.26,13.44
61.50,10.26,13.59
91.50,13.44,13.61
121.50,20.86,13.61
151.50,23.18,13.61
181.50,25.88,13.50
211.50,28.61,13.50
241.50,30.15,13.50
271.50,31.04,13.50
301.50,32.13,13.39
331.50,32.69,13.28
361.50,33.51,13.17
391.50,33.78,13.05
421.00,34.23,13.05
451.00,34.37,13.05
481.50,34.65,13.05
511.50,35.21,12.82
541.50,35.95,12.82
571.50,36.51,12.82
601.50,36.50,12.82
631.50,36.80,12.82
661.50,37.27,12.82
691.50,37.25,12.82
721.50,37.76,12.82
751.50,38.14,12.82
780.50,38.47,12.82
810.50,38.98,12.82
841.50,39.34,12.82
871.50,39.27,12.82
901.50,39.75,12.82
931.50,39.89,12.82
961.50,41.33,12.82
991.50,42.16,12.82
1021.50,42.38,12.82
1051.50,42.07,12.82
1081.50,42.40,12.82
1111.50,42.72,12.82
1141.50,42.96,12.82
1171.50,43.00,12.82
1200.00,43.08,12.82
1228.50,43.48,12.82
1258.50,43.65,12.71
1289.00,44.00,12.60
1320.50,44.94,12.60
1351.50,44.99,12.42
1381.50,44.94,12.42
1411.50,45.05,12.42
1440.50,45.00,12.42
1469.00,44.87,12.42
1498.50,45.22,12.42
1528.50,44.99,12.31
1559.00,45.21,12.31
1590.50,45.46,12.31
1621.50,45.32,12.31
1651.50,45.31,12.31
1681.50,45.66,12.31
1710.50,45.49,12.31
1740.50,46.11,12.31
1771.50,46.16,12.31
1801.50,46.21,12.31
1831.50,46.33,12.20
1861.50,47.00,12.20
1891.50,46.91,12.20
1921.50,47.18,12.20
1951.50,47.31,12.20
1981.50,47.28,12.20
2011.50,46.27,12.20
2041.50,44.32,12.20
2071.50,45.15,12.20
2101.00,46.17,12.20
2130.00,47.67,12.20
2160.00,48.28,12.20
2189.50,44.63,12.20
2219.50,39.37,12.20
2249.50,35.01,12.20
2279.50,32.28,12.20
2311.00,30.40,12.20
2341.00,29.40,12.20
2371.00,27.88,12.20
2401.50,27.28,12.20
2431.50,26.86,12.20
2461.50,26.27,12.20
2490.00,25.93,12.20
