Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-2.31,-1.47
12.50,-2.08,-0.84
39.50,-2.20,-1.52
69.50,-2.05,-1.40
99.50,-2.17,-0.61
129.50,0.16,1.87
159.50,38.09,69.18
189.50,53.84,177.54
219.50,51.68,212.43
249.50,51.50,214.30
279.50,54.35,214.85
309.50,54.97,215.39
339.50,52.47,215.83
369.50,53.62,215.43
399.50,56.26,215.42
429.50,56.84,217.01
459.50,59.01,217.08
489.50,57.19,216.23
519.50,58.62,216.69
549.50,57.66,217.33
579.50,57.12,216.73
609.50,55.37,216.49
639.50,55.34,216.40
669.50,55.48,216.88
699.50,53.34,216.96
729.50,54.26,217.09
759.50,54.88,216.55
788.50,54.49,216.70
818.50,54.13,218.27
849.50,51.79,217.51
879.50,52.28,216.83
909.50,54.39,217.17
939.50,53.24,217.82
969.50,55.54,217.72
999.50,57.00,217.83
1029.50,58.68,216.79
1059.50,87.18,217.44
1089.50,108.16,218.13
1119.50,109.46,218.31
1149.50,110.08,218.17
1178.00,112.66,217.62
1206.50,111.54,217.70
1238.00,108.83,218.55
1268.50,112.56,219.17
1297.50,113.28,217.65
1327.50,112.56,218.39
1357.50,108.40,219.01
1387.50,106.48,217.79
1418.00,109.31,218.64
1448.50,112.05,218.33
1477.50,108.67,218.33
1507.50,109.97,218.51
1538.00,110.37,218.13
1568.50,111.72,217.28
1599.00,112.29,218.72
1629.00,102.49,217.52
1659.50,72.56,218.00
1689.50,61.88,218.01
1719.50,59.64,218.60
1749.00,59.92,217.26
1779.00,55.63,217.45
1809.00,54.35,218.30
1838.00,57.68,217.78
1868.50,56.49,217.44
1899.00,54.52,217.58
1928.00,50.85,218.32
1958.50,52.73,218.01
1989.00,54.46,218.54
2019.00,55.41,218.97
2049.00,55.84,218.39
2079.00,57.66,218.61
2109.50,53.27,218.43
2139.00,50.31,217.96
2169.00,53.88,217.48
2199.00,53.74,218.21
2228.50,54.82,218.08
2259.00,58.97,218.13
2289.00,57.01,217.98
2319.00,57.24,217.84
2349.50,53.36,218.05
2379.00,53.75,217.86
2409.00,54.72,218.30
2439.50,56.18,218.17
2469.00,56.24,217.71
2499.00,56.04,217.37
2529.00,56.57,218.06
