Time,South Central Fans,North Central Fans
s,C,C
0.00,16.13,12.51
1.50,16.13,12.51
17.50,16.12,12.51
47.50,16.12,12.51
77.50,16.12,12.51
107.50,16.12,12.51
137.50,17.43,14.33
167.50,34.49,15.10
197.50,48.99,15.55
227.50,50.01,15.66
257.50,49.98,15.66
287.50,52.95,15.66
317.50,54.12,15.66
347.50,55.00,15.66
376.50,55.87,15.66
406.50,57.75,15.66
437.50,58.63,15.66
467.50,58.90,15.66
496.50,59.76,15.66
525.00,60.45,15.78
555.00,60.43,15.78
585.50,61.36,15.78
616.50,62.09,15.78
647.00,62.80,15.78
676.50,63.69,15.78
707.00,64.95,15.78
737.50,66.01,15.78
767.50,66.74,15.78
797.50,66.24,15.78
827.50,65.32,15.78
857.50,66.72,15.78
887.50,66.75,15.78
917.50,67.96,15.78
946.50,68.54,15.78
976.50,69.52,15.78
1007.50,69.72,15.78
1037.50,69.76,15.78
1067.50,67.90,15.78
1097.50,67.16,15.78
1127.50,68.44,15.78
1157.50,70.76,15.78
1187.50,71.72,15.78
1217.50,70.19,15.78
1247.50,69.66,15.78
1277.50,70.09,15.78
1307.50,67.84,15.78
1337.50,62.70,15.78
1365.00,57.53,15.78
1394.50,52.02,15.78
1427.00,46.17,15.78
1457.50,42.33,15.78
1487.00,39.67,15.78
1516.50,37.69,16.12
1546.00,36.48,16.12
1576.50,35.57,16.12
1607.00,34.14,16.12
1637.00,33.31,16.12
1666.50,32.05,16.12
1696.00,31.24,16.12
1726.50,31.01,16.12
1757.00,30.80,16.12
1787.50,30.67,16.12
1816.00,30.11,16.12
1846.00,29.44,16.12
1877.50,29.32,16.12
1907.50,28.88,16.01
1937.50,28.64,15.89
1967.50,28.20,15.89
