Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-0.36,0.08
9.00,-0.50,-0.24
32.50,23.49,37.99
62.00,57.35,146.18
91.00,61.94,201.91
121.00,62.43,209.22
151.50,62.45,211.15
182.00,61.42,211.51
212.50,62.82,211.88
242.50,62.95,211.95
272.50,63.63,211.78
302.50,62.92,208.71
332.50,62.85,212.90
362.50,62.79,213.58
392.50,62.57,213.74
422.50,63.39,213.65
452.50,63.87,214.14
482.50,62.05,213.55
512.50,63.80,213.08
542.00,64.00,212.84
572.00,63.44,213.57
602.26,62.72,208.63
632.50,62.75,212.01
661.00,64.66,213.33
691.00,64.23,212.77
722.50,64.53,213.13
752.50,63.64,212.65
781.00,63.49,213.16
811.00,64.41,213.19
842.50,63.65,212.92
872.50,63.34,213.31
901.50,63.09,209.09
931.50,62.65,212.90
962.50,62.34,214.36
992.50,64.14,215.09
1022.00,64.50,214.48
1052.00,64.38,214.24
1082.50,62.86,214.65
1112.50,64.26,214.17
1142.50,65.18,214.70
1172.50,63.75,214.47
1201.00,65.84,210.79
1231.00,65.38,214.33
1262.50,66.45,214.84
1292.50,112.41,215.50
1322.00,169.23,216.07
1352.00,176.07,217.05
1382.50,170.07,216.75
1412.50,174.52,216.27
1442.50,177.01,216.60
1472.50,176.58,216.41
1502.50,174.90,213.48
1532.50,174.53,216.51
1562.50,174.28,217.39
1592.50,174.51,218.14
1622.50,174.94,218.50
1652.00,174.15,218.28
1682.00,169.54,217.38
1712.50,173.89,217.16
1742.50,175.70,216.42
1772.50,176.02,215.34
1802.50,176.86,210.65
1832.50,175.07,214.21
1862.50,173.68,214.25
1892.50,174.16,214.02
1922.50,172.36,214.23
1951.50,161.21,213.56
1981.50,153.21,213.96
2012.00,157.84,214.06
2042.00,157.93,213.83
2071.00,157.66,213.59
2100.50,156.59,207.34
2132.00,157.37,211.38
2162.50,157.33,212.30
2191.50,157.88,211.52
2220.50,156.68,211.58
2251.00,155.36,211.61
2282.00,152.28,211.84
2311.50,155.41,211.45
2341.50,156.96,211.25
2371.50,156.41,210.96
2401.00,156.24,206.24
2431.00,154.50,210.31
2461.50,156.46,211.01
