Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,-323.67,-355.44
7.00,3658.99,4031.25
28.50,8606.67,9161.61
58.50,10436.94,11349.84
88.50,10951.17,11769.41
118.50,8885.73,9689.83
148.50,9099.37,10459.89
178.50,9947.76,12214.67
208.50,15162.71,17626.69
237.50,15819.52,18492.88
267.00,14700.92,18399.18
298.00,14192.81,19337.52
328.50,14642.46,21178.87
358.50,14687.87,21044.28
388.50,12831.16,20290.01
418.50,12586.10,18594.25
448.50,15337.76,19012.58
478.50,16014.81,20530.08
508.50,18439.30,22974.21
538.50,20071.19,24820.40
568.50,19719.33,24181.10
597.50,19056.92,23025.12
627.00,17233.53,21379.99
657.50,16111.92,20109.80
688.00,16321.49,21129.14
718.00,14683.95,18290.07
748.00,12713.32,15756.65
778.50,14156.17,17560.46
808.50,14835.99,18179.60
838.50,15757.99,19331.02
868.50,17107.75,20993.07
898.50,18167.12,22621.94
928.50,22244.50,28045.71
957.50,22123.51,28070.51
987.50,21676.13,26996.57
1018.00,21092.54,25881.77
1047.00,20810.38,25324.92
1077.50,20719.44,25706.88
1108.50,20211.39,24955.70
1138.50,20577.59,25703.23
1168.50,21241.49,26266.16
1198.50,21348.26,26135.56
1228.50,21702.33,26203.75
1257.50,15514.43,18350.49
1287.50,2523.73,2672.53
1318.50,520.45,2672.53
1348.35,520.45,464.73
1378.50,520.45,464.73
1408.50,520.45,464.73
1438.50,520.45,464.73
1468.50,520.45,464.73
1498.50,520.45,464.73
1528.50,520.45,464.73
1558.50,520.45,464.73
1588.50,520.45,464.73
1618.50,520.45,464.73
1648.50,520.45,464.73
1678.50,520.45,464.73
1708.50,520.45,464.73
1738.50,520.45,464.73
1768.50,520.45,464.73
1798.50,520.45,464.73
1828.50,520.45,464.73
1858.00,520.45,464.73
1887.50,520.45,464.73
1917.50,520.45,464.73
1948.00,520.45,464.73
1978.50,520.45,464.73
2008.50,520.45,464.73
2038.50,520.45,464.73
2068.50,520.45,464.73
2098.50,520.45,464.73
2128.50,520.45,464.73
2158.50,520.45,464.73
2188.50,520.45,464.73
2218.50,520.45,464.73
2248.50,520.45,464.73
