Time,CT214J3,CT214F2,CT209H2,CT209F2,CT209C2,CT207H2,CT207F2,CT207C2,CT307H2,CT307F2,CT307C2,CT302H2,CT302F2,CT302C2,CT301H2,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
946.50,0.00,522.65,446.34,394.83,0.00,462.72,224.40,7.22,204.17,400.24,16.83,830.85,2204.17,73.51,1432.09,244.71,134.71,0.30,2709.56,159.46
976.50,0.00,559.24,460.91,402.92,0.00,471.56,259.00,7.22,204.17,367.44,12.70,840.16,2259.10,73.25,1363.08,206.98,137.24,0.30,2679.31,171.84
1006.50,0.00,557.29,462.65,378.70,0.00,507.03,226.49,7.22,204.17,365.76,12.70,805.68,2371.30,86.27,1436.18,196.43,137.24,0.30,2701.52,174.89
1036.50,0.00,553.38,458.35,390.33,0.00,425.16,255.39,7.22,204.17,382.92,17.61,795.91,2364.03,85.27,1455.32,273.98,129.82,0.30,2799.94,169.19
1066.50,0.00,542.53,471.30,401.35,0.00,466.62,251.62,7.22,204.17,396.25,14.71,801.59,2421.61,76.42,1464.26,262.32,135.81,0.30,2835.54,166.16
1096.50,0.00,544.06,470.89,406.56,0.00,478.44,263.98,7.22,204.17,384.22,12.70,798.74,2376.97,81.36,1488.11,282.24,134.67,0.30,2850.30,174.12
1126.50,0.00,567.29,466.24,409.78,0.00,471.67,284.59,7.22,204.17,384.43,19.04,797.31,2351.09,87.22,1462.00,291.80,135.74,0.30,2909.28,168.11
1156.50,0.00,558.33,461.74,379.22,0.00,472.21,243.13,7.22,204.17,406.70,19.04,797.31,2320.95,79.38,1411.87,263.78,130.19,0.30,2896.14,167.28
1186.50,0.00,563.20,461.03,369.20,0.00,488.55,263.70,7.22,245.06,398.12,19.04,806.54,2165.69,73.55,1321.90,218.81,132.78,0.30,2821.00,160.75
1216.50,0.00,529.44,447.09,387.23,0.00,479.99,260.52,7.22,202.94,410.96,19.04,809.89,2200.05,79.09,1175.59,207.01,140.65,0.30,2708.53,168.28
1246.50,0.00,543.73,446.74,382.80,0.00,463.79,246.94,7.22,202.94,401.38,19.04,803.05,2172.46,93.08,1228.86,205.57,143.56,0.30,2730.75,161.81
1276.50,0.00,539.25,453.87,365.40,0.00,533.54,273.64,7.22,202.94,377.68,12.76,762.34,2193.79,73.83,1161.87,189.08,143.56,0.30,2728.79,153.38
1306.50,0.00,530.32,467.23,376.39,0.00,471.17,315.30,7.22,243.23,407.54,16.10,820.51,2083.28,75.06,1159.52,170.54,147.48,0.30,2707.38,143.86
1336.50,0.00,529.28,460.79,384.74,0.00,445.61,270.26,7.22,243.23,427.63,16.63,823.38,2084.76,65.38,1075.22,131.53,138.54,0.30,2660.70,149.53
1366.50,0.00,538.57,475.95,383.69,0.00,484.27,292.54,7.22,243.23,390.33,16.10,816.88,2100.51,61.39,1093.39,112.49,138.64,0.30,2630.96,148.79
1396.50,0.00,556.59,415.41,360.82,0.00,489.77,285.25,7.22,243.23,391.24,16.10,840.77,2080.15,63.78,1061.52,133.61,128.45,0.30,2630.52,149.15
1426.50,0.00,521.15,439.53,346.81,0.00,455.08,339.33,7.22,219.12,392.33,16.60,873.24,2100.12,63.50,1095.64,118.41,130.10,0.30,2625.67,147.22
1456.50,0.00,550.60,412.07,339.50,0.00,478.01,300.47,7.22,219.12,415.66,16.34,883.99,2092.62,64.66,1110.08,126.16,126.89,0.30,2597.30,139.71
1486.50,0.00,546.78,401.62,361.97,0.00,483.43,285.52,7.22,219.12,402.33,17.56,835.28,2064.95,65.08,1202.83,158.59,133.67,0.30,2557.66,137.03
1516.50,0.00,549.19,388.68,344.09,0.00,486.51,347.75,7.22,219.12,430.00,13.61,789.38,2000.54,61.83,1191.83,117.36,126.89,0.30,2388.98,134.38
1545.50,0.00,544.34,379.23,332.95,0.00,441.83,329.46,7.22,219.12,427.96,17.12,778.92,1939.57,65.74,1189.29,127.87,123.96,0.30,2320.69,139.04
1575.50,0.00,529.95,374.63,319.39,0.00,490.42,348.44,7.22,219.12,435.75,17.27,778.92,1944.44,66.35,1178.86,104.07,129.76,0.30,2279.55,138.00
1606.50,0.00,529.54,378.52,332.01,0.00,486.54,357.00,7.22,197.45,421.76,16.54,801.40,1910.46,64.70,1238.07,101.07,125.53,0.30,2238.17,129.82
1636.50,0.00,518.08,346.91,324.89,0.00,473.60,340.12,7.22,197.45,433.25,16.91,812.21,1957.94,64.70,1304.97,82.86,122.28,0.30,2200.81,140.08
1666.50,0.00,513.43,374.52,324.20,0.00,499.67,327.79,7.22,197.45,401.43,19.67,768.38,1951.58,63.59,1376.29,113.09,121.95,0.30,2204.25,139.71
1696.50,0.00,502.36,329.18,303.93,0.00,478.54,368.72,7.22,197.45,423.35,16.30,774.30,2021.48,66.16,1457.41,159.79,122.01,0.30,2239.17,126.77
1726.50,0.00,529.81,330.25,292.42,0.00,513.85,368.60,7.22,197.45,419.99,16.30,784.62,1935.53,58.97,1606.44,145.39,124.94,0.30,2242.62,82.66
1756.50,0.00,519.48,333.10,306.36,0.00,520.21,364.78,7.22,197.45,414.28,17.92,793.95,1587.11,18.38,1621.16,151.24,123.82,0.30,2110.76,58.18
1786.50,0.00,506.70,322.47,283.78,0.00,475.96,393.43,7.22,197.45,419.47,15.93,767.12,1202.31,18.38,1306.20,48.45,127.33,0.30,1834.90,32.86
1816.50,0.00,529.01,303.21,301.45,0.00,506.99,352.60,7.22,197.45,421.05,18.62,806.32,752.77,18.38,1040.51,24.92,89.17,0.30,1355.83,25.64
1846.50,0.00,521.28,320.07,341.83,0.00,481.97,366.11,7.22,197.45,409.04,20.45,791.58,602.06,18.38,478.42,24.92,60.53,0.30,859.13,22.47
1875.50,0.00,511.02,305.87,296.90,0.00,467.69,384.17,7.22,197.45,408.71,20.45,788.69,474.94,18.38,357.37,24.92,40.39,0.30,602.06,21.79
1905.00,0.00,484.32,305.89,291.24,0.00,502.37,362.72,7.22,197.45,402.38,18.71,756.66,477.27,18.38,308.29,24.92,40.39,0.30,451.33,15.01
1936.00,0.00,475.78,286.56,319.44,0.00,496.06,380.84,7.22,171.82,427.82,16.91,769.60,413.77,18.38,264.32,24.92,23.50,0.30,375.23,19.75
1966.50,0.00,498.70,289.62,300.73,0.00,521.12,380.42,7.22,172.43,408.18,19.47,752.07,478.44,18.38,276.58,24.92,26.25,0.30,322.40,11.63
1996.50,0.00,489.10,303.13,327.66,0.00,526.13,402.53,7.22,172.43,416.75,17.82,755.69,400.17,18.38,332.60,24.92,23.46,0.30,322.49,19.90
2026.50,0.00,506.46,279.34,305.70,0.00,523.15,401.31,7.22,172.43,429.48,17.61,801.71,355.04,18.38,223.49,24.92,23.38,0.30,233.53,18.86
2056.50,0.00,503.80,281.61,322.50,0.00,514.75,392.41,7.22,172.43,407.16,20.81,801.71,382.92,18.38,249.94,28.38,24.48,0.30,233.19,18.21
2086.50,0.00,499.53,320.82,314.27,0.00,530.96,402.72,7.22,172.43,375.07,23.38,749.52,352.42,18.38,269.28,28.38,22.64,0.30,245.73,15.48
2116.50,0.00,481.96,297.94,339.09,0.00,519.87,406.48,7.22,172.43,413.60,18.49,662.00,359.26,18.38,252.71,28.38,23.28,0.30,178.04,19.71
2146.50,0.00,485.02,314.03,329.29,0.00,497.09,408.76,7.22,172.43,491.03,15.69,533.30,384.40,18.38,220.20,28.38,23.28,0.30,191.35,12.02
