Time,TIWC202G,TIWC202F,TIWC202E,TIWC202D,TIWC202C,TIWC202B,TIWC202A,TIWC301G,TIWC301F,TIWC301E,TIWC301D,TIWC301C,TIWC301B,TIWC301A,TIWC302G,TIWC302F,TIWC302E,TIWC302D,TIWC302C,TIWC302B,TIWC302A,TIWC303G,TIWC303F,TIWC303E,TIWC303D,TIWC303C,TIWC303B,TIWC303A,TIWC304G,TIWC304F,TIWC304E,TIWC304D,TIWC304C,TIWC304B,TIWC304A,TIWC205G,TIWC205F,TIWC205E,TIWC205D,TIWC205C,TIWC205B,TIWC205A,TIWC305G,TIWC305F,TIWC305E,TIWC305D,TIWC305C,TIWC305B,TIWC305A,TIWC306G,TIWC306F,TIWC306E,TIWC306D,TIWC306C,TIWC306B,TIWC306A,TIWC307G,TIWC307F,TIWC307E,TIWC307D,TIWC307C,TIWC307B,TIWC307A,TIWC207G,TIWC207F,TIWC207E,TIWC207D,TIWC207C,TIWC207B,TIWC207A,TIWC208G,TIWC208F,TIWC208E,TIWC208D,TIWC208C,TIWC208B,TIWC208A,TIWC209G,TIWC209F,TIWC209E,TIWC209D,TIWC209C,TIWC209B,TIWC209A,TIWC211G,TIWC211F,TIWC211E,TIWC211D,TIWC211C,TIWC211B,TIWC211A,TIWC213G,TIWC213F,TIWC213E,TIWC213D,TIWC213C,TIWC213B,TIWC213A,TIWC214G,TIWC214F,TIWC214E,TIWC214D,TIWC214C,TIWC214B,TIWC214A
s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C
0.00,15.14,15.19,15.32,15.16,15.77,14.89,14.50,16.23,16.13,16.33,16.10,15.98,15.70,15.19,25.36,25.81,23.63,19.94,18.50,17.09,14.09,58.73,60.58,39.58,30.99,23.46,19.86,16.10,152.47,116.73,87.26,43.91,30.78,23.84,17.85,75.68,61.33,46.61,45.87,37.36,58.03,20.68,37.37,29.06,23.67,18.68,18.50,18.21,18.78,16.84,17.12,17.04,16.84,16.76,16.23,16.48,16.76,17.17,16.92,16.74,16.69,16.64,16.45,17.17,16.92,16.71,16.81,16.59,16.38,16.03,17.78,17.63,17.20,17.63,17.42,16.84,16.41,16.99,17.32,17.96,18.03,17.91,17.42,16.41,18.43,18.12,18.20,18.01,17.89,17.66,16.79,19.16,19.41,19.46,19.33,19.12,18.80,18.24,21.18,20.97,20.75,20.57,20.87,20.34,19.20
14.50,15.14,15.19,15.32,15.16,15.77,14.89,14.50,22.00,21.01,20.21,18.76,15.98,15.70,15.19,53.00,51.58,38.42,26.32,20.98,18.54,15.72,147.86,151.75,78.05,51.21,34.46,26.84,18.30,332.91,296.49,222.80,107.54,57.53,38.68,22.99,267.13,251.77,137.42,93.71,67.02,112.23,31.42,120.17,92.44,77.67,23.79,22.47,21.29,21.83,80.36,64.65,40.64,19.26,18.44,16.23,18.05,16.76,17.17,16.92,16.74,16.69,16.64,16.45,17.17,16.92,16.71,16.81,16.59,16.38,16.03,17.78,17.63,17.20,17.63,17.42,16.84,16.41,16.99,17.32,17.96,18.03,17.91,17.42,16.41,18.43,18.12,18.20,18.01,17.89,17.66,16.79,19.16,19.41,19.46,19.33,19.12,18.80,18.24,21.18,20.97,20.75,20.57,20.87,20.34,19.20
43.50,15.14,15.19,15.32,15.16,15.77,14.89,14.50,30.21,27.62,26.29,21.48,17.50,15.70,15.19,80.87,76.97,47.50,32.95,24.97,20.09,15.72,190.40,197.69,102.52,80.82,45.87,35.19,20.87,377.08,354.77,281.69,152.95,82.11,54.64,29.20,514.48,507.79,322.91,163.89,111.64,178.03,47.54,244.76,214.93,197.13,36.86,30.66,27.72,28.99,178.75,151.53,106.44,25.45,20.85,18.37,19.56,65.72,65.70,55.93,35.57,18.95,19.29,17.86,17.17,16.92,16.71,16.81,16.59,16.38,16.03,17.78,17.63,17.20,17.63,17.42,16.84,16.41,16.99,17.32,17.96,18.03,17.91,17.42,16.41,18.43,18.12,18.20,18.01,17.89,17.66,16.79,19.16,19.41,19.46,19.33,19.12,18.80,18.24,21.18,20.97,20.75,20.57,20.87,20.34,19.20
73.50,15.14,15.19,15.32,15.16,15.77,14.89,14.50,30.21,31.43,26.22,21.48,17.50,15.70,15.19,76.84,74.09,51.69,36.87,28.15,20.09,17.13,182.22,177.08,87.73,85.66,50.24,35.78,19.41,358.03,334.97,241.69,140.12,86.94,54.80,29.20,646.26,625.91,433.79,254.22,171.40,265.88,67.56,325.04,290.86,265.58,54.29,44.16,39.28,39.90,235.68,216.20,166.15,37.38,26.87,22.11,21.96,118.20,126.82,106.31,77.59,23.85,21.56,19.28,61.64,56.66,46.56,39.02,24.86,18.79,17.55,17.78,17.63,17.20,17.63,17.42,16.84,16.41,16.99,17.32,17.96,18.03,17.91,17.42,16.41,18.43,18.12,18.20,18.01,17.89,17.66,16.79,19.16,19.41,19.46,19.33,19.12,18.80,18.24,21.18,20.97,20.75,20.57,20.87,20.34,19.20
103.50,17.49,17.40,17.58,16.76,17.27,14.89,14.50,30.41,28.38,23.81,19.29,17.50,15.70,15.19,59.88,58.06,47.76,35.18,25.33,18.65,17.13,158.22,139.15,69.00,71.71,43.52,30.59,17.94,336.09,302.15,187.56,110.74,71.71,44.39,28.56,678.15,655.19,462.92,280.35,235.58,342.11,92.64,346.11,306.43,271.77,80.80,68.37,56.95,53.51,247.82,232.26,169.67,59.01,33.31,25.70,25.11,141.78,147.95,128.09,102.09,25.73,21.56,19.28,94.72,91.48,75.25,64.68,38.05,23.27,18.97,20.63,17.63,17.20,17.63,17.42,16.84,16.41,16.99,17.32,17.96,18.03,17.91,17.42,16.41,18.43,18.12,18.20,18.01,17.89,17.66,16.79,19.16,19.41,19.46,19.33,19.12,18.80,18.24,21.18,20.97,20.75,20.57,20.87,20.34,19.20
133.00,19.74,19.61,19.71,19.06,18.68,17.14,16.10,25.36,23.32,20.66,19.29,16.00,15.70,15.19,43.21,41.99,37.99,28.18,21.44,18.65,17.13,136.46,103.93,50.59,53.67,34.80,24.44,16.54,318.11,272.69,159.64,84.99,50.41,36.38,26.30,749.15,709.33,613.70,491.07,339.03,441.56,122.21,415.66,369.01,324.66,123.36,102.70,85.18,72.89,293.21,272.95,198.55,90.19,45.53,29.65,29.92,163.48,168.00,142.55,113.19,36.75,23.84,21.47,115.95,113.75,97.79,82.25,56.85,31.45,20.37,50.70,44.90,41.79,35.89,31.35,21.17,19.02,16.99,17.32,17.96,18.03,17.91,17.42,16.41,18.43,18.12,18.20,18.01,17.89,17.66,16.79,19.16,19.41,19.46,19.33,19.12,18.80,18.24,21.18,20.97,20.75,20.57,20.87,20.34,19.20
163.00,21.18,21.02,21.20,21.25,20.97,20.06,19.24,20.66,18.89,17.92,17.12,16.00,15.70,15.19,27.97,27.09,25.76,20.17,17.71,17.09,15.72,95.14,64.50,34.03,35.08,26.47,19.84,15.11,223.75,167.08,98.81,53.09,33.27,30.08,24.36,530.73,482.45,444.20,438.66,473.78,503.58,237.82,496.04,434.40,394.88,180.03,133.80,107.16,81.84,334.79,319.86,247.52,130.96,69.93,39.89,34.96,198.64,200.95,167.04,126.98,54.42,30.01,25.05,141.60,138.00,117.81,100.55,78.71,40.57,21.80,79.06,70.80,62.48,51.86,44.14,25.29,22.04,27.84,26.28,26.74,23.21,19.78,17.42,16.41,18.43,18.12,18.20,18.01,17.89,17.66,16.79,19.16,19.41,19.46,19.33,19.12,18.80,18.24,21.18,20.97,20.75,20.57,20.87,20.34,19.20
193.50,21.18,22.49,21.20,21.25,20.97,20.06,19.24,20.66,18.89,17.92,17.12,16.00,15.70,15.19,20.08,19.54,20.18,17.14,17.71,17.09,15.72,49.36,35.22,23.36,22.81,20.87,19.84,15.11,97.87,75.45,50.63,32.65,24.39,25.46,24.36,356.71,298.26,318.92,367.57,439.89,496.22,417.44,448.52,381.44,353.86,203.09,154.96,102.31,69.08,290.04,277.24,230.65,153.36,87.90,51.62,41.95,194.28,190.29,156.66,121.56,64.22,42.39,29.08,140.79,136.58,116.32,99.67,82.26,49.52,21.80,88.27,76.86,67.06,58.23,48.98,24.11,22.04,41.33,39.81,38.39,33.93,26.56,19.98,17.89,18.43,18.12,18.20,18.01,17.89,17.66,16.79,19.16,19.41,19.46,19.33,19.12,18.80,18.24,21.18,20.97,20.75,20.57,20.87,20.34,19.20
223.50,21.18,22.49,22.61,21.25,20.97,20.06,19.24,20.66,18.89,19.34,18.74,17.60,17.25,16.67,20.08,19.54,20.18,18.55,18.39,17.09,15.72,30.21,24.19,19.01,22.81,20.87,19.84,15.11,62.44,47.85,37.24,32.65,24.39,25.46,24.36,298.86,236.65,286.14,371.13,449.26,517.22,485.43,403.38,350.31,329.14,187.25,141.34,91.08,64.98,263.93,250.82,216.34,156.77,97.20,59.22,54.98,178.95,172.59,143.10,112.28,67.27,49.91,29.08,126.05,120.13,104.79,90.54,74.08,46.98,24.64,77.72,68.88,62.32,56.71,48.09,24.11,22.04,45.17,43.96,43.75,39.98,28.82,19.98,17.89,18.43,18.12,18.20,18.01,17.89,17.66,16.79,19.16,19.41,19.46,19.33,19.12,18.80,19.64,21.18,20.97,20.75,20.57,20.87,20.34,20.62
