Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,279.82,288.75
2.50,3691.39,3809.07
20.00,4961.62,4987.37
50.50,6687.19,6900.49
80.00,16519.41,16269.58
109.50,9484.32,9786.63
138.50,-2049.71,-2115.04
168.00,12711.09,13702.84
198.50,15781.16,20829.43
228.50,17598.15,23986.50
258.50,14691.39,19438.16
289.00,11384.32,14386.12
319.00,9288.69,11270.76
349.00,10157.59,12367.35
379.50,12600.72,14515.45
409.50,12958.16,15265.72
439.50,18013.61,20884.33
469.50,16628.71,20598.45
500.00,12673.73,15640.21
530.50,11742.21,14221.29
560.00,11106.68,13173.68
589.50,12340.21,14622.95
619.50,14829.75,17837.23
649.50,14991.14,18034.40
679.50,14824.85,17807.07
709.50,14662.47,17442.09
739.50,10283.00,12343.64
769.50,10442.78,12564.11
799.50,10838.84,12747.07
829.50,11095.21,13316.39
859.50,11788.57,14078.44
889.50,14768.03,17582.73
919.50,15313.51,18243.33
949.50,14380.43,17157.53
979.50,11194.03,13073.75
1009.50,10190.88,12351.88
1039.50,10755.28,12896.23
1068.50,14326.06,17188.03
1098.50,16465.06,19802.82
1129.50,16086.61,19011.64
1159.50,16326.51,18949.24
1189.50,15057.01,17968.09
1219.50,14800.26,17824.55
1249.50,15939.15,19157.65
1279.50,13435.80,16101.63
1309.50,13715.23,16463.26
1339.50,13648.58,15987.94
1369.50,14355.80,17018.25
1399.50,17105.25,20354.72
1429.50,19922.04,23623.44
1459.50,21935.64,26389.59
1489.50,17308.98,20256.93
1519.50,14129.73,16869.14
1549.50,15168.61,17986.34
1579.50,17182.25,20302.06
1609.50,16622.68,19687.75
1639.50,17670.11,20985.79
1669.50,18719.28,22205.50
1699.50,21057.03,24869.46
1728.50,15647.11,18510.20
1758.50,18133.23,21411.76
1789.50,17013.43,19929.17
1819.50,7567.63,8687.53
1849.50,15361.41,17974.57
1879.50,14595.75,17112.86
1908.50,21976.51,25789.84
1938.50,40487.00,47392.86
1969.50,26068.29,30444.65
1999.50,14035.22,16260.81
2029.00,10230.10,11887.13
2059.00,8348.81,9774.23
2089.50,4812.66,5735.06
2119.50,3723.02,4501.01
2149.50,3998.41,4670.00
2179.50,4344.50,4818.51
