Time,202-T-A2,202-T-B2,202-T-C2,202-T-D2,202-T-E2,202-T-F2,202-T-G2,301-T-A2,301-T-B2,301-T-C2,301-T-D2,301-T-E2,301-T-F2,301-T-G2,301-T-H2,302-T-A2,302-T-B2,302-T-C2,302-T-D2,302-T-E2,302-T-F2,302-T-G2,302-T-H2,303-T-A2,303-T-B2,303-T-C2,303-T-D2,303-T-E2,303-T-F2,303-T-G2,303-T-H2,304-T-A2,304-T-B2,304-T-C2,304-T-D2,304-T-E2,304-T-F2,304-T-G2,304-T-H2,205-T-A2,205-T-B2,205-T-C2,205-T-D2,205-T-E2,205-T-F2,205-T-G2,205-T-H2,305-T-A2,305-T-B2,305-T-C2,305-T-D2,305-T-E2,305-T-F2,305-T-G2,305-T-H2,306-T-A2,306-T-B2,306-T-C2,306-T-D2,306-T-E2,306-T-F2,306-T-G2,306-T-H2,307-T-A2,307-T-B2,307-T-C2,307-T-D2,307-T-E2,307-T-F2,307-T-G2,307-T-H2,207-T-A2,207-T-B2,207-T-C2,207-T-D2,207-T-E2,207-T-F2,207-T-G2,207-T-H2,208-T-A2,208-T-B2,208-T-C2,208-T-D2,208-T-E2,208-T-F2,208-T-G2,208-T-H2,209-T-A2,209-T-B2,209-T-C2,209-T-D2,209-T-E2,209-T-F2,209-T-G2,209-T-H2,211-T-A2,211-T-B2,211-T-C2,211-T-D2,211-T-E2,211-T-F2,211-T-G2,211-T-H2,213-T-A2,213-T-B2,213-T-C2,213-T-D2,213-T-E2,213-T-F2,213-T-G2,213-T-H2,214-T-A2,214-T-B2,214-T-C2,214-T-D2,214-T-E2,214-T-F2,214-T-G2
225.5,187,199,215,239,241,231,208,240,290,316,354,330,353,362,371,125,157,230,308,389,424,438,458,208,302,414,481,547,594,619,635,195,353,568,622,639,652,694,726,165,468,460,292,159,126,138,132,35,33,31,29,31,54,27,21,18,17,18,18,17,18,17,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,17,17,15,14,18,18,18,19,18,19,16,18,18,17,19,19,18,19,17,18,18,18,18,19,19,19,20,19,19,19,20,19,19,19,21,20,21,21,21,21,21
255.5,206,220,235,257,261,248,229,262,308,334,370,349,372,382,388,146,183,252,335,408,441,449,470,208,298,408,491,551,597,633,649,200,373,600,607,644,683,735,785,171,477,501,311,169,127,139,145,37,35,32,29,33,59,30,23,18,17,18,18,17,18,17,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,17,17,15,14,18,18,18,19,18,19,16,18,18,17,19,19,18,19,17,18,18,18,19,19,19,19,20,19,19,19,20,19,19,19,21,21,22,21,21,21,22
285.5,214,234,246,268,270,262,238,269,318,344,379,359,386,392,401,161,193,252,345,420,457,463,482,199,290,416,502,567,614,650,668,207,378,561,628,694,743,799,832,174,457,523,341,190,151,177,175,38,33,34,30,32,63,33,23,18,17,18,18,17,18,17,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,17,17,15,14,18,18,18,19,18,19,16,18,18,17,19,19,18,19,17,18,18,18,19,19,19,19,20,20,19,19,20,19,19,19,21,21,22,21,22,21,22
316.0,221,243,255,275,277,269,244,272,325,352,385,368,394,400,407,169,201,264,359,426,464,470,488,201,287,407,506,566,618,650,664,217,382,577,619,700,752,813,843,177,472,479,340,195,153,189,191,38,34,33,30,32,64,35,25,18,17,18,18,17,18,17,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,17,17,15,14,18,18,18,19,18,19,16,18,18,17,19,19,18,19,17,18,18,19,19,19,19,19,20,20,21,21,21,19,19,19,21,21,22,21,22,21,22
346.5,231,254,262,282,286,274,253,280,333,361,396,376,405,411,420,175,208,269,366,442,480,484,501,214,317,462,534,597,646,675,688,222,397,613,667,722,751,801,819,185,483,483,328,184,142,173,196,38,34,35,31,33,67,38,36,18,17,18,18,17,18,17,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,17,17,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,21,22,21,22,21,22
376.5,239,263,270,290,291,281,257,290,341,370,407,386,414,419,424,180,213,277,377,450,486,489,506,215,307,442,525,593,652,682,698,237,430,629,643,698,740,813,851,187,466,521,345,192,146,178,201,36,34,34,30,32,69,39,30,18,17,18,18,17,18,17,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,17,17,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,21,22,21,22,21,22
406.5,241,266,274,294,296,287,264,295,346,374,409,388,420,425,429,186,220,287,383,454,490,492,510,222,319,453,533,593,646,675,686,242,405,593,651,721,752,819,842,191,476,521,347,184,145,169,190,38,38,36,31,34,71,42,23,18,17,18,18,17,18,17,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,17,17,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,19,22,21,22,21,22
436.5,248,275,279,301,303,292,270,299,352,381,414,396,425,430,435,187,224,288,389,462,499,503,523,219,311,441,524,599,655,691,710,235,419,630,663,725,760,818,835,195,481,537,370,196,148,169,191,39,35,34,29,33,71,43,24,18,17,18,18,18,18,17,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,17,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,22,21,22,21,22
465.5,248,277,283,303,304,294,272,302,352,380,414,395,425,431,438,194,228,289,389,462,502,506,523,214,300,447,547,612,661,693,712,247,401,605,645,719,760,831,874,189,464,542,362,184,140,170,188,38,35,34,31,32,70,45,29,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,17,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,22,21,22,21,22
495.5,250,279,284,305,306,295,272,307,358,383,418,399,429,436,442,206,233,298,405,479,515,517,528,225,340,502,576,630,676,704,718,249,391,578,641,705,742,806,848,194,480,500,345,187,148,181,207,38,37,35,30,32,68,45,25,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,22,21,22,21,22
526.5,256,285,288,308,311,298,274,306,361,390,427,409,440,444,452,218,262,349,437,497,526,521,531,238,337,460,553,626,683,725,746,254,420,639,666,737,789,839,876,197,480,512,358,193,151,182,202,39,36,33,30,32,70,48,29,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,22,21,22,21,22
556.5,259,287,292,312,313,300,279,311,363,393,431,408,443,448,454,230,281,371,454,504,529,524,532,230,313,459,559,630,677,711,734,258,403,596,676,757,806,874,933,195,479,520,349,194,155,195,228,39,37,35,30,34,71,51,42,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,22,21,22,21,22
586.5,262,291,297,317,319,305,284,309,369,400,443,419,456,463,468,241,303,394,474,523,545,536,542,249,348,499,581,651,709,741,752,270,459,656,697,753,771,786,792,201,508,516,364,202,164,197,242,38,37,36,32,34,72,51,37,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,19,22,21,22,21,22
616.5,270,296,301,322,324,315,290,313,375,406,447,424,457,462,468,249,318,406,478,518,541,532,534,242,332,452,553,630,680,717,737,268,471,646,687,751,789,830,858,203,505,522,359,199,165,200,241,38,37,35,30,33,74,51,30,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,19,21,21,21,21,22
645.0,269,298,302,322,325,317,294,304,365,396,440,422,459,463,468,247,324,409,480,523,543,535,540,243,346,481,573,639,691,725,745,276,433,629,665,731,777,843,862,205,493,512,349,200,158,190,229,40,36,34,32,33,74,53,25,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,21,21,21,21,22
675.0,266,296,301,322,324,312,290,281,354,394,452,429,470,472,477,262,346,429,497,541,552,545,550,259,368,519,613,683,726,751,763,293,461,664,730,785,816,859,912,207,492,529,356,196,160,197,236,41,36,35,31,34,73,61,65,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,21,21,21,21,22
706.5,270,301,303,324,325,315,292,278,363,404,466,443,484,486,488,278,377,457,518,557,570,556,560,269,372,524,626,693,734,765,780,305,459,682,730,792,826,868,863,212,516,542,372,205,175,222,253,39,35,34,31,36,67,71,149,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,22,21,21,21,22
736.5,270,301,307,329,331,320,294,276,365,410,469,447,489,492,495,293,392,467,525,562,573,557,565,274,380,508,608,678,730,769,787,312,469,682,749,819,857,911,923,215,519,528,365,197,165,215,247,38,36,34,32,35,64,73,151,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,22,21,21,21,22
765.5,272,303,311,332,333,322,296,278,371,415,476,453,491,496,498,290,383,463,528,566,577,561,563,269,381,527,621,686,724,749,763,307,467,635,687,767,802,854,912,214,507,517,358,202,171,215,250,38,35,36,32,35,67,75,129,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,22,21,21,21,22
795.5,274,308,313,332,332,322,297,287,368,408,466,448,490,489,493,293,395,464,522,555,571,557,559,263,356,497,578,638,680,710,726,319,489,618,663,762,833,912,967,211,505,531,369,212,180,225,248,38,36,35,31,35,66,73,104,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,22,21,21,21,22
826.5,275,305,307,330,332,320,297,279,362,408,466,447,485,492,491,288,388,468,526,563,575,561,568,265,364,517,625,696,739,772,792,319,455,654,741,850,908,965,980,211,511,530,363,198,176,236,263,37,35,35,31,34,64,78,140,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,22,21,21,21,22
856.5,273,304,311,332,333,319,297,286,372,416,475,456,493,499,502,288,387,468,537,575,583,571,575,260,392,552,632,691,737,766,783,320,439,621,695,794,866,934,974,209,518,523,366,194,173,238,282,39,36,36,34,39,68,84,192,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,22,21,21,21,22
886.0,275,309,314,335,336,323,302,289,372,416,476,456,500,506,508,306,392,474,544,580,589,576,580,289,408,558,652,709,748,779,792,310,428,669,752,814,814,852,860,219,530,517,353,191,171,231,272,41,36,34,32,37,67,83,161,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,18,22,21,21,21,22
916.0,279,311,318,338,340,331,307,292,379,424,483,463,504,505,508,303,401,484,546,581,591,578,582,270,389,546,635,693,749,778,799,311,449,649,736,824,861,910,955,216,532,543,371,206,178,229,261,39,36,36,33,37,68,89,164,20,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,18,21,21,21,21,22
946.5,279,314,318,340,339,327,305,294,375,421,479,463,499,504,508,300,400,478,544,579,592,580,581,274,380,537,622,674,725,752,768,314,433,612,705,798,831,898,935,216,534,521,366,208,175,228,257,39,36,35,30,36,65,84,155,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,18,21,21,21,21,21
976.5,280,313,317,337,339,327,304,286,360,416,482,468,508,511,512,300,413,494,551,582,592,583,583,268,375,554,649,702,740,768,782,315,436,632,752,854,909,966,988,213,528,506,350,202,177,236,261,39,36,35,31,34,65,89,135,19,17,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,21,21,21,21,21
1006.5,277,310,315,335,333,323,303,289,370,429,487,477,517,519,518,324,427,511,567,597,604,593,592,291,423,601,688,743,781,805,821,321,464,677,765,859,908,973,995,213,515,518,358,206,186,252,272,39,36,35,34,39,65,102,206,19,19,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,21,21,21,21,21
1035.0,276,309,314,335,335,321,300,297,381,440,493,482,519,521,519,336,443,523,571,595,608,596,594,304,420,585,671,732,768,795,805,324,471,671,755,829,878,928,968,213,508,520,357,202,185,262,276,39,36,35,33,39,65,102,231,19,19,18,18,18,18,18,18,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,20,21,21,21,21,21
1065.0,277,312,317,337,337,324,305,301,380,437,492,479,520,522,522,337,455,534,581,602,612,602,600,300,412,580,684,752,785,809,822,325,468,688,768,864,923,983,1023,215,510,512,342,198,181,258,286,37,36,37,35,42,66,111,235,19,19,18,18,18,19,19,19,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,21,21,21,21,21,21
1096.5,279,312,317,337,338,325,306,311,398,452,509,491,529,530,532,357,472,552,594,615,623,615,612,312,445,626,717,763,799,818,829,340,485,670,757,867,925,992,1027,212,506,542,367,207,196,288,307,39,35,36,34,41,70,121,240,19,19,18,18,18,19,19,19,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,19,19,19,21,21,22,22,22,21,22
1126.5,283,313,320,341,342,327,307,314,397,446,499,486,521,524,525,349,477,544,584,603,617,604,604,302,410,571,658,719,764,795,812,342,467,646,766,881,948,997,1020,213,502,532,369,209,200,281,314,38,34,35,33,40,69,119,243,19,19,18,18,18,19,19,19,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,21,21,19,21,21,22,22,22,21,22
1155.0,286,317,321,341,344,331,311,317,390,443,497,483,523,524,526,341,466,540,583,605,617,607,608,299,411,584,692,760,795,821,835,370,473,658,769,875,943,1016,1056,210,494,538,360,206,194,278,306,38,36,34,32,39,75,118,237,19,19,19,20,21,22,24,24,16,16,16,17,17,17,15,16,15,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,21,21,19,21,21,22,22,22,21,22
1185.0,281,314,318,338,338,328,307,314,395,445,495,484,519,524,527,350,460,534,583,609,621,617,612,315,432,586,672,730,774,802,810,339,445,628,780,904,961,1013,1020,211,507,513,357,210,198,295,325,40,36,38,34,40,79,121,244,22,21,22,23,25,28,35,38,16,16,16,17,17,17,15,16,17,16,16,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,21,21,19,21,21,22,22,22,21,22
1216.5,282,313,317,337,337,323,303,315,391,443,494,481,517,519,521,351,458,532,577,602,613,608,606,319,422,570,672,738,776,800,811,316,415,649,799,896,930,961,961,214,512,493,333,196,187,314,355,38,35,35,32,40,73,116,275,20,20,21,22,25,30,58,56,16,16,16,17,17,17,15,16,17,16,17,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,21,21,19,21,21,22,22,22,21,22
1245.5,283,314,318,337,338,325,304,313,391,441,491,478,516,517,520,347,466,538,575,597,612,602,599,293,383,535,640,706,747,778,795,302,393,635,789,901,933,981,988,217,498,537,341,193,187,300,343,38,35,35,30,39,72,116,271,20,20,18,22,21,27,72,112,16,16,16,17,17,17,15,16,17,17,17,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,21,21,19,21,21,22,22,22,21,22
1275.5,282,314,318,337,333,320,302,312,387,440,493,478,516,520,524,328,444,528,578,604,614,607,606,277,387,585,680,726,759,784,800,305,404,674,782,852,880,912,920,216,484,512,339,185,187,311,349,38,35,35,31,39,79,120,285,20,20,18,22,21,28,96,164,16,16,16,17,17,17,15,16,17,17,17,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,21,21,19,21,19,21,21,21,21,21
1306.5,282,314,317,336,337,324,305,314,394,446,499,484,523,528,530,334,446,540,591,616,623,619,617,278,398,604,695,745,780,803,827,307,419,699,782,864,907,952,994,218,477,507,335,179,187,312,360,38,35,35,31,41,80,126,287,20,20,18,22,22,33,108,173,18,17,18,17,18,25,26,49,17,17,17,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,21,21,19,21,20,21,21,21,21,21
1336.5,287,317,320,341,342,329,304,319,399,451,503,490,527,531,535,338,451,548,595,621,627,623,621,285,407,608,700,757,794,818,836,310,432,687,780,864,915,984,1018,220,475,512,335,179,192,311,359,39,36,36,31,41,83,132,281,20,20,18,22,23,37,105,166,18,17,18,17,18,26,34,80,17,17,17,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,21,21,19,21,20,21,21,21,21,21
1366.5,290,319,323,343,345,331,311,324,400,453,502,489,526,531,535,338,454,547,596,616,626,618,618,277,382,585,676,735,772,803,822,324,428,625,748,864,932,1014,1067,219,472,517,336,181,196,309,343,39,36,36,31,39,81,135,273,20,20,18,22,23,40,109,166,18,17,18,17,18,27,33,79,17,17,17,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,21,21,19,21,21,21,21,21,21,21
1396.5,287,320,325,345,345,332,313,331,414,464,521,499,536,538,540,349,465,544,597,628,632,622,620,288,390,587,697,761,797,823,841,353,459,694,792,885,963,1023,1028,218,474,518,334,184,201,300,318,39,36,36,31,39,84,136,258,20,20,18,22,23,40,111,163,18,17,18,17,20,27,32,79,17,17,17,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,21,21,19,21,21,21,21,21,21,21
1426.0,295,326,332,354,356,344,319,343,427,466,522,505,541,548,548,338,430,511,585,627,637,631,634,287,385,587,712,779,814,844,856,350,466,725,824,916,991,1046,1067,214,471,532,350,183,200,292,299,40,36,36,31,39,80,134,255,20,20,18,22,23,41,115,160,18,17,18,17,20,24,30,78,17,17,17,17,16,17,18,19,15,14,18,18,18,19,18,19,16,18,18,19,19,19,18,19,17,18,19,19,19,20,20,20,20,20,21,21,21,21,21,19,21,20,21,21,21,21,22
