Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,0.30,38.65,0.30,205.60,7.71,26.38,41.00,3.62,149.54,144.18,14.71,0.30,146.35,0.00,55.34,39.37,2.08,366.30,0.30,0.00
14.50,0.30,33.82,0.30,211.05,7.06,27.44,48.83,2.10,148.93,164.82,17.80,0.30,159.24,0.00,55.34,50.35,6.16,422.35,0.30,0.00
42.00,0.30,41.81,0.30,195.20,7.09,66.66,87.89,3.69,168.76,111.48,16.89,0.30,148.08,0.00,55.34,50.35,2.14,353.27,0.30,0.00
71.50,0.30,43.03,0.30,192.32,7.09,43.47,39.98,2.51,122.99,129.42,16.61,0.30,133.11,0.00,25.33,50.11,3.69,383.35,0.30,0.00
103.00,0.30,40.74,0.30,199.62,7.41,43.71,19.23,4.50,147.10,126.31,16.72,0.30,154.40,0.00,25.33,39.88,2.53,420.89,0.30,0.00
133.50,0.30,32.84,0.30,209.24,7.21,32.92,30.36,4.50,144.50,456.59,17.15,0.30,145.88,0.00,25.33,38.50,3.67,403.36,429.39,0.00
163.50,0.30,35.10,0.30,210.05,7.86,54.69,100.51,4.50,154.52,1565.15,16.85,0.30,353.63,0.00,30.67,24.20,3.48,428.82,429.39,0.00
193.50,0.30,53.29,0.30,201.78,8.29,29.45,1772.18,4.50,130.01,1679.37,17.00,0.30,476.77,0.00,23.50,45.73,3.48,255.72,429.39,0.00
223.50,0.30,0.30,0.30,215.86,7.58,23.91,2007.78,4.50,130.01,1687.30,28.63,97.60,1057.14,0.00,39.37,26.62,3.74,159.09,429.39,0.00
253.00,0.30,45.35,0.30,216.94,7.66,29.16,2043.44,6.85,184.94,1594.26,38.64,274.81,1102.06,0.00,110.98,37.74,2.55,171.01,429.39,0.00
282.50,0.30,32.78,0.30,199.85,7.76,55.96,1960.22,65.54,200.50,1544.11,54.75,604.77,666.87,0.00,1231.45,37.54,2.55,192.68,429.39,0.00
