Time,South Central Fans,North Central Fans
s,C,C
0.00,17.10,20.26
7.00,17.10,20.26
28.00,17.10,20.26
58.00,17.10,20.26
88.50,17.10,20.26
118.50,17.10,20.26
148.50,17.10,19.95
178.50,26.36,19.67
208.50,42.55,19.67
238.50,53.17,19.67
268.50,56.93,19.67
298.50,58.22,19.67
328.50,59.53,19.67
358.50,59.64,19.67
388.50,61.03,19.76
417.50,62.11,19.83
446.50,63.23,19.83
477.09,65.04,19.89
507.50,66.60,20.16
537.50,67.54,20.16
567.50,68.14,20.16
598.00,68.52,20.16
628.50,69.51,20.29
658.00,70.52,20.29
687.50,72.13,20.29
717.50,73.26,20.29
748.00,74.17,20.29
778.50,74.43,20.29
808.50,74.28,20.29
838.50,75.17,20.29
868.50,75.87,20.29
898.00,77.94,20.29
928.00,78.23,20.29
958.50,78.68,20.29
988.50,79.73,20.29
1018.50,80.36,20.29
1048.50,80.90,20.29
1078.50,82.37,20.29
1108.50,82.07,20.29
1138.50,81.12,20.29
1168.50,81.76,20.29
1198.50,82.00,20.29
1228.50,83.54,20.29
1258.50,83.55,20.29
1288.50,84.89,20.29
1318.50,86.29,20.29
1348.50,79.57,20.29
1378.50,70.70,20.29
1408.00,63.25,20.37
1438.00,56.66,20.42
1468.50,51.15,20.42
1498.50,47.51,20.42
1528.50,44.63,20.42
1558.50,42.60,20.42
1588.50,40.95,20.42
1618.50,39.63,20.47
1648.50,38.82,20.47
1678.50,38.05,20.47
1708.50,37.28,20.47
1738.50,36.35,20.47
1766.50,36.24,20.47
1795.00,36.02,20.47
1825.50,35.14,20.47
1857.00,34.68,20.47
1888.50,34.46,20.47
1917.50,34.13,20.47
1947.50,33.46,20.47
1976.00,33.02,20.47
2005.00,33.02,20.47
2037.00,32.69,20.47
2067.50,32.48,20.47
2097.50,32.26,20.47
2127.50,32.15,20.47
2158.00,31.93,20.47
2188.50,31.49,20.47
2218.50,31.28,20.47
2247.00,30.95,20.58
