Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-22.31,-19.28,-23.47,-17.24,-20.99,-17.52,-20.41,-22.66,-23.46,-28.00
8.00,-33.72,-34.40,-33.51,-34.87,-28.92,-21.36,-48.11,-51.86,-57.47,-60.21
31.00,-19.40,-17.16,-19.98,-17.11,-21.43,-9.43,-106.00,-87.90,-66.95,-59.90
61.50,6.19,2.50,7.33,6.15,-4.21,9.20,-64.47,-39.72,-28.48,-42.35
91.50,51.68,51.74,63.97,79.59,78.99,249.41,-47.36,19.66,21.27,-5.93
120.00,119.78,109.47,139.22,197.73,179.91,397.49,-22.60,104.49,80.19,35.82
150.00,55.37,-1.75,-74.96,-15.28,15.13,63.02,3.48,45.21,40.86,74.97
181.50,96.97,6.96,-118.24,-48.84,-23.22,30.10,-4.54,42.63,47.20,94.88
211.50,99.84,8.29,-126.28,-57.59,-36.56,15.83,-36.05,10.36,27.80,83.62
241.50,102.87,5.72,-129.16,-59.27,-36.96,9.86,-49.49,2.11,23.63,73.05
271.50,102.41,4.99,-126.83,-60.35,-38.51,5.74,-55.42,-2.03,19.69,70.68
300.50,102.46,8.53,-120.12,-59.03,-39.42,5.21,-52.46,-1.42,18.75,69.68
330.50,103.43,7.57,-126.58,-60.48,-41.04,2.75,-51.01,-5.74,19.67,72.89
361.50,103.75,8.46,-119.10,-60.11,-39.97,1.62,-49.96,-7.34,18.00,66.70
391.50,105.08,8.65,-118.95,-59.88,-38.82,1.85,-54.10,-9.37,17.83,68.87
421.50,103.54,8.78,-123.26,-58.52,-37.53,0.50,-51.95,-11.98,17.42,69.40
451.50,105.53,6.61,-119.76,-57.20,-37.13,0.09,-48.62,-11.58,16.45,65.06
481.50,105.14,10.98,-117.37,-57.09,-36.27,-0.38,-45.34,-8.48,17.82,67.72
511.50,105.69,10.76,-128.15,-57.38,-38.72,0.25,-45.26,-9.61,16.86,70.37
541.50,103.94,9.15,-121.79,-58.56,-37.12,-0.15,-44.94,-9.97,17.82,66.69
571.50,104.27,6.66,-120.81,-56.85,-37.02,-0.04,-41.94,-10.68,19.33,69.60
601.50,105.56,8.68,-120.81,-58.82,-36.21,-1.24,-47.37,-12.55,16.69,67.86
631.50,105.09,7.10,-122.04,-58.60,-38.22,-3.72,-45.97,-10.52,17.21,66.66
660.50,104.37,8.86,-115.03,-60.71,-38.08,-2.22,-47.69,-9.23,16.66,62.53
690.50,105.20,4.16,-116.34,-59.65,-36.77,-2.81,-49.15,-10.39,16.84,60.99
721.50,103.91,7.07,-119.61,-57.77,-38.81,-3.47,-46.99,-11.59,16.84,61.91
751.50,104.23,7.38,-119.99,-60.04,-38.66,-3.39,-46.56,-11.39,16.10,62.62
781.50,105.21,8.08,-120.12,-59.50,-39.96,-5.73,-46.65,-11.49,15.54,60.07
811.50,103.34,9.21,-123.63,-59.65,-41.93,-8.41,-49.20,-11.54,13.64,60.78
839.00,101.58,7.26,-124.94,-61.33,-44.77,-9.56,-47.10,-11.43,14.31,60.36
869.00,103.02,10.10,-124.23,-63.11,-47.00,-11.65,-50.04,-11.27,13.81,59.02
899.50,101.40,11.19,-123.72,-63.12,-46.85,-12.28,-48.07,-10.81,13.11,62.32
927.50,101.75,9.50,-125.45,-62.52,-46.71,-12.69,-46.53,-9.65,14.98,62.72
958.50,101.85,8.62,-128.07,-63.36,-47.26,-12.99,-48.24,-9.86,13.37,64.60
989.00,100.66,6.23,-124.83,-64.11,-51.45,-17.12,-50.60,-12.38,13.98,61.33
1017.50,96.35,6.90,-128.01,-66.51,-52.59,-20.82,-39.18,-3.08,18.10,68.08
1047.50,91.03,-3.09,-133.32,-73.98,-57.66,-31.28,-24.70,3.25,22.46,71.52
1079.00,90.10,-3.95,-138.47,-75.02,-58.14,-36.55,-25.24,0.14,17.51,74.39
1109.50,88.90,-2.77,-135.62,-76.49,-59.74,-37.48,-26.72,1.15,18.10,64.79
1139.50,86.93,-3.41,-137.98,-76.83,-61.10,-37.74,-24.03,-0.21,17.62,69.72
1169.50,88.33,-6.49,-143.29,-78.29,-60.74,-35.04,-24.75,1.39,19.17,67.58
1199.00,87.47,-3.61,-142.38,-76.81,-60.02,-35.99,-23.73,1.64,19.40,68.03
1229.50,85.75,-10.81,-144.23,-77.93,-59.57,-34.57,-21.11,1.17,19.90,71.22
1259.50,86.21,-9.97,-143.37,-76.13,-60.44,-33.90,-21.69,1.39,20.30,71.05
1289.50,86.40,-10.08,-145.34,-79.14,-61.37,-33.64,-19.43,1.37,21.39,70.71
1319.50,84.74,-8.59,-143.63,-78.47,-62.09,-32.96,-21.19,2.21,20.03,74.78
1349.50,84.81,-9.24,-143.16,-77.47,-60.40,-32.45,-19.79,2.97,21.12,74.44
1381.00,86.20,-12.82,-142.73,-75.24,-59.70,-30.49,-20.79,3.65,21.74,74.37
1410.50,87.75,-9.87,-143.54,-73.45,-58.62,-30.42,-19.47,4.81,23.62,76.70
1439.50,86.94,-7.58,-142.79,-75.95,-59.53,-29.50,-14.97,5.86,24.52,80.56
1470.00,85.97,-9.75,-142.62,-76.58,-59.46,-29.24,-15.92,5.96,24.17,76.50
1500.00,87.12,-11.80,-144.38,-76.89,-60.03,-29.10,-17.88,5.80,24.30,73.02
1530.00,85.90,-6.66,-147.65,-75.43,-58.92,-27.75,-15.41,5.38,24.55,82.72
1559.50,87.43,-4.78,-134.48,-76.20,-58.42,-27.87,-14.61,5.69,23.63,79.75
1590.00,85.43,-8.87,-147.07,-77.73,-60.99,-29.75,-14.45,5.66,24.35,79.28
1620.50,86.48,-14.57,-146.27,-77.04,-61.33,-29.49,-16.81,4.81,24.61,78.05
1650.00,86.03,-14.38,-143.37,-77.16,-60.71,-29.00,-18.89,6.25,25.89,78.08
1681.00,83.56,-12.98,-148.18,-76.76,-60.23,-29.64,-15.62,6.87,24.39,77.17
1711.50,83.88,-12.99,-140.61,-76.83,-60.16,-29.48,-17.40,6.09,24.61,79.01
1741.50,85.72,-12.07,-144.86,-78.55,-61.22,-28.91,-14.70,6.75,25.51,79.81
1770.50,85.51,-10.35,-141.08,-75.23,-59.29,-27.68,-9.95,9.03,26.38,79.81
1800.00,87.13,-10.29,-143.92,-76.09,-59.34,-26.84,-11.09,8.16,27.09,83.80
1831.00,86.88,-6.58,-143.66,-75.28,-60.71,-27.70,-12.98,8.41,25.83,82.89
1861.50,85.27,-11.76,-145.43,-76.62,-59.88,-27.61,-12.12,8.72,27.06,77.61
1891.50,85.84,-15.37,-142.41,-78.44,-62.03,-27.74,-13.37,8.76,25.89,75.95
1921.50,85.25,-13.95,-142.28,-76.27,-60.60,-26.87,-11.46,9.42,26.33,79.09
1951.50,85.36,-16.05,-140.05,-76.96,-61.57,-27.56,-10.77,9.13,26.52,81.24
1981.50,85.41,-14.81,-142.64,-77.63,-61.77,-28.75,-11.26,8.83,25.59,78.28
2011.50,84.87,-11.96,-146.32,-77.25,-61.27,-27.89,-14.93,9.46,26.17,78.94
2041.00,84.08,-15.82,-147.37,-76.69,-61.82,-28.63,-12.68,9.30,26.77,81.86
