Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-3.30,-0.61
9.50,-3.34,-0.20
33.00,-3.54,-0.01
63.00,-3.29,0.37
93.50,-3.60,0.50
123.50,-3.98,-0.34
153.50,-81.77,-60.23
183.50,-149.58,-163.26
213.50,-151.80,-182.88
243.50,-151.88,-183.13
273.50,-150.99,-181.46
303.50,-151.01,-183.12
333.50,-150.55,-182.65
363.50,-150.80,-181.07
393.50,-151.47,-182.04
423.50,-152.08,-180.98
452.50,-150.81,-176.09
482.50,-150.60,-179.93
513.50,-151.18,-181.69
543.50,-151.30,-183.46
573.50,-150.92,-184.28
603.50,-149.76,-184.39
633.50,-151.96,-183.82
663.50,-152.58,-175.03
693.50,-147.81,-178.69
723.50,-149.42,-180.87
753.50,-149.61,-179.06
783.50,-150.69,-180.77
812.50,-149.35,-182.12
842.50,-150.12,-182.71
873.50,-151.37,-181.63
903.50,-151.45,-182.21
933.50,-150.72,-182.55
963.50,-151.07,-182.23
993.50,-151.63,-181.40
1023.50,-150.78,-182.23
1053.50,-150.15,-181.99
1083.50,-150.54,-183.47
1112.50,-152.60,-181.99
1142.50,-151.29,-180.69
1173.00,-151.74,-181.84
1203.00,-150.45,-182.50
1233.50,-150.96,-181.63
1263.50,-150.49,-181.69
1293.00,-159.55,-181.39
1323.00,-202.83,-181.13
1353.50,-211.90,-180.58
1383.50,-217.61,-179.95
1413.50,-221.40,-181.27
1443.50,-222.59,-180.27
1473.50,-222.47,-180.29
1503.50,-223.09,-179.09
1533.50,-222.78,-180.72
1563.50,-222.32,-182.24
1593.50,-222.72,-182.84
1623.50,-222.13,-183.81
1653.50,-223.35,-182.97
1683.50,-222.40,-182.95
1712.50,-221.90,-183.19
