Time,Based On Efficiency,Raw (Calculated)
s,kW,kW
0.00,343.81,-98.21
4.50,2081.34,1893.02
24.00,1739.76,3643.73
54.50,6556.81,8911.67
84.50,6992.69,10885.05
114.50,7592.77,15794.87
144.50,11161.43,19929.42
174.50,12551.22,21840.21
203.50,14894.64,26095.32
233.00,14645.06,25078.33
264.00,13680.77,22006.35
294.50,13414.50,17753.44
324.50,12044.24,14642.66
353.50,12025.64,13496.48
383.50,13462.52,15470.84
414.50,16018.57,18997.86
444.50,17385.98,20017.56
474.50,16691.54,19362.68
504.50,16920.19,19374.47
534.50,17741.44,20234.78
563.00,15401.84,17530.73
592.50,11984.71,13562.45
624.00,10910.11,12799.25
654.50,15024.20,17353.05
684.50,20013.36,22674.55
714.50,19090.57,22970.76
744.50,20659.92,23644.98
774.50,13135.44,15009.62
803.50,14618.28,16881.33
833.50,15357.53,17756.48
864.50,18853.52,21666.85
894.50,9767.92,10830.67
924.50,13256.66,15179.69
954.50,16508.05,18839.80
984.50,17815.68,20271.98
1014.50,22085.01,25096.16
1044.50,22323.67,25400.21
1074.50,18975.83,21353.81
1104.50,22387.06,25400.32
1134.50,19771.62,22375.72
1161.00,21311.59,24238.89
1191.00,18577.91,21181.76
1224.50,15303.06,17470.94
1252.50,20307.56,23149.42
1282.50,24264.74,27672.04
1314.50,23460.34,27168.80
1342.00,8075.85,9217.90
1371.00,2063.56,2743.23
1403.50,402.94,895.82
1434.50,402.94,387.02
1464.50,402.94,387.02
1494.50,402.94,387.02
1524.50,402.94,387.02
1554.50,402.94,387.02
1584.50,402.94,387.02
1614.50,402.94,387.02
1644.50,402.94,387.02
1672.50,402.94,387.02
1701.50,402.94,387.02
1733.00,402.94,387.02
1764.00,402.94,387.02
1794.50,402.94,387.02
1824.50,402.94,387.02
1854.50,402.94,387.02
1884.50,402.94,387.02
1914.50,402.94,387.02
1943.50,402.94,387.02
1973.50,402.94,387.02
2004.50,402.94,387.02
2034.50,402.94,387.02
2064.50,402.94,387.02
2094.50,402.94,387.02
2124.50,402.94,387.02
2154.00,402.94,387.02
2184.00,402.94,387.02
2214.50,402.94,387.02
