Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-0.37,-0.27
14.50,-0.30,-0.09
43.50,-0.41,0.37
73.50,-0.60,-0.22
103.50,-0.17,-0.70
133.50,-0.17,0.12
163.50,0.48,0.12
193.00,0.01,0.21
222.50,-0.05,0.29
253.00,-0.25,0.49
283.50,-0.31,0.09
313.50,-11.16,8.51
339.50,-99.97,88.92
369.50,-135.99,143.98
403.50,-137.05,152.58
433.50,-136.64,153.30
463.00,-135.81,153.16
493.00,-136.53,152.77
523.50,-137.13,153.47
553.50,-137.01,153.28
583.50,-137.89,153.69
613.00,-137.79,153.30
643.00,-137.43,153.14
673.50,-138.50,152.91
703.50,-138.02,153.17
733.50,-137.80,152.70
763.50,-137.26,152.92
793.50,-125.82,143.94
823.50,-100.86,114.31
853.50,-92.88,103.37
883.50,-92.24,101.77
912.50,-92.28,103.03
942.50,-92.52,103.70
973.50,-91.74,103.59
1003.50,-92.28,103.57
1033.00,-91.62,104.33
1062.00,-91.39,104.34
1092.00,-92.33,104.02
1123.00,-91.62,103.92
1153.50,-92.63,103.92
1183.50,-92.31,103.70
1213.50,-91.94,103.60
1243.00,-92.47,103.83
1273.00,-90.78,103.86
1303.50,-91.88,103.53
1333.50,-93.27,103.47
1363.50,-92.28,103.01
1393.50,-91.61,103.26
1423.50,-92.37,103.54
1453.50,-92.22,103.38
1483.50,-91.84,103.44
1513.50,-92.91,103.41
1543.50,-92.35,103.14
1573.50,-92.12,103.57
1603.00,-92.57,103.51
1633.00,-92.57,103.51
1663.50,-91.58,102.63
1693.50,-92.44,102.63
