Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,15.58,11.24,10.63,13.25,13.84,15.72,10.52,11.04,9.96,15.02
8.50,17.92,12.77,12.43,14.76,16.67,20.03,9.07,10.15,9.58,10.66
32.00,20.54,12.77,12.28,15.09,22.90,29.65,6.82,8.86,8.10,10.61
62.00,24.10,18.60,17.92,25.53,29.89,37.43,8.36,12.75,11.46,14.57
91.50,29.06,22.51,23.45,31.75,37.74,45.17,11.95,17.82,15.77,19.15
121.50,35.31,29.85,28.64,41.18,45.83,52.21,16.02,22.52,20.29,21.33
151.00,71.82,45.53,34.04,38.21,38.89,41.34,16.55,22.49,19.78,-8.99
180.50,110.55,49.30,30.26,22.01,19.11,14.38,-17.13,-18.85,-25.04,-56.97
210.50,116.06,46.29,28.39,15.13,10.82,10.24,-28.16,-30.66,-36.54,-75.81
240.00,118.60,44.85,31.01,14.62,12.63,9.24,-33.13,-34.80,-37.90,-80.42
269.50,116.42,46.21,31.03,15.32,13.30,11.12,-33.48,-33.22,-34.98,-80.70
299.50,117.48,48.63,31.39,16.68,15.15,13.76,-30.30,-30.29,-32.51,-63.66
329.00,119.79,50.45,27.87,18.94,17.27,14.02,-27.48,-28.80,-30.58,-60.34
358.50,120.02,49.07,32.57,17.80,17.73,13.70,-26.36,-27.21,-30.19,-55.95
388.50,120.07,49.95,33.06,19.67,19.15,13.72,-25.03,-26.25,-29.52,-55.87
418.00,124.07,49.67,34.31,20.23,19.45,13.75,-25.16,-26.17,-29.70,-54.22
447.50,124.00,51.37,36.30,22.07,21.26,14.77,-25.14,-25.99,-29.70,-55.50
477.50,124.03,50.87,35.62,22.80,23.20,15.85,-9.58,-16.29,-20.48,-53.06
507.00,122.66,51.85,36.53,23.63,23.29,16.66,-9.90,-17.46,-21.28,-52.58
536.50,123.29,52.34,36.11,23.35,25.01,16.34,-10.14,-17.01,-21.39,-53.40
565.00,123.75,51.83,37.01,23.95,23.77,16.74,-11.22,-17.19,-21.48,-54.33
594.00,123.78,52.53,37.69,23.32,23.92,16.07,-10.44,-17.52,-21.86,-55.36
625.00,125.14,52.26,38.49,25.41,24.67,18.19,-10.51,-16.63,-20.54,-53.86
655.50,125.34,53.11,40.35,26.61,26.57,18.15,-9.23,-15.93,-19.57,-53.63
685.00,125.36,55.22,41.38,28.46,28.90,20.93,-6.92,-15.61,-17.44,-52.36
714.50,126.40,56.40,40.99,29.72,28.77,21.05,-6.18,-13.18,-17.14,-51.61
744.50,126.41,56.31,42.23,30.28,29.33,20.81,-6.26,-13.18,-17.30,-50.99
774.00,125.79,56.83,42.46,30.32,30.17,21.74,-6.82,-14.99,-17.59,-51.62
803.50,125.54,55.72,43.10,32.86,28.56,20.81,-7.18,-15.48,-18.24,-51.95
833.50,123.86,56.86,43.19,31.99,30.21,22.26,-8.14,-14.22,-18.12,-51.71
863.00,123.21,57.43,43.68,33.09,32.59,24.57,-7.13,-13.86,-16.81,-49.61
892.50,120.31,58.54,44.90,35.33,34.99,30.41,-3.76,-9.51,-12.26,-38.08
922.50,111.02,58.54,44.90,38.68,48.47,49.14,3.99,4.19,1.64,-16.53
947.00,120.36,66.02,50.42,46.29,47.88,46.09,7.64,4.99,0.11,-25.78
976.50,125.24,63.54,48.51,41.00,40.56,37.61,1.36,-5.27,-10.57,-43.01
1011.50,121.71,62.23,47.78,37.92,36.54,30.73,-2.46,-9.41,-14.15,-46.74
1040.00,121.63,60.92,46.85,37.11,34.39,27.11,-2.75,-9.70,-14.15,-49.84
1067.00,121.03,61.44,47.43,35.29,33.06,25.24,-5.38,-12.14,-16.79,-48.85
1098.00,107.75,62.10,49.96,41.10,33.37,25.93,-2.45,-9.49,-12.87,-45.56
1130.00,69.34,63.79,59.42,62.13,67.32,75.16,17.65,12.20,7.16,-7.44
1159.50,-94.03,50.44,109.75,172.47,201.38,272.89,153.91,162.89,161.88,118.53
1189.50,-88.27,19.09,46.66,99.20,109.31,146.13,82.00,97.33,97.84,121.89
1219.00,-97.04,12.59,43.46,90.90,98.62,134.12,73.58,87.03,90.39,111.69
1248.50,-101.88,13.78,35.94,78.51,94.32,128.83,67.52,80.65,85.47,104.63
1278.50,-102.39,9.71,35.25,74.63,90.81,127.55,64.52,77.89,82.81,103.24
1308.00,-106.56,8.47,33.03,72.77,86.85,124.40,61.60,75.78,80.14,102.81
1336.50,-106.10,6.14,32.18,70.87,86.75,121.42,61.12,75.07,79.66,102.12
1365.00,-108.17,7.16,30.65,69.28,86.83,119.97,48.05,59.09,63.25,102.26
1395.50,-107.93,5.00,29.78,69.77,79.93,118.13,50.06,61.96,65.30,102.21
