Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-0.91,-1.69
11.00,-0.72,-1.42
36.50,-0.07,-0.85
66.50,-0.38,-0.90
96.50,-0.62,-0.69
126.50,-2.45,-1.82
156.50,-91.25,-65.86
186.50,-157.93,-163.98
216.50,-159.00,-184.36
246.50,-159.17,-186.57
276.50,-159.94,-186.84
306.50,-159.01,-185.90
335.50,-159.77,-184.86
365.00,-159.77,-184.86
396.00,-160.55,-184.72
425.50,-160.55,-184.72
454.50,-159.52,-184.09
485.50,-160.32,-185.29
516.50,-159.32,-184.63
546.50,-158.75,-184.12
576.50,-158.91,-183.95
606.00,-159.66,-184.97
636.00,-158.96,-185.87
666.50,-159.01,-184.56
696.50,-158.62,-184.34
726.50,-159.41,-183.10
756.50,-159.55,-184.18
786.50,-158.36,-186.11
816.50,-159.56,-185.38
846.50,-159.08,-185.10
876.50,-159.00,-185.54
906.00,-159.69,-186.48
936.00,-159.63,-188.77
966.50,-159.56,-188.85
996.50,-158.78,-187.94
1026.50,-159.20,-186.38
1056.50,-158.29,-187.69
1086.50,-158.48,-188.05
1116.50,-158.60,-188.32
1146.50,-158.55,-187.96
1176.50,-159.67,-187.43
1203.50,-159.13,-187.27
1233.00,-158.68,-185.08
1266.00,-159.55,-184.97
1296.50,-160.45,-186.20
1326.50,-160.25,-187.17
1356.50,-158.44,-188.44
1386.00,-157.68,-188.90
1415.50,-156.14,-188.77
1445.50,-156.42,-188.63
1475.00,-156.78,-187.81
1505.50,-157.91,-187.16
1536.00,-157.42,-187.37
1564.50,-156.97,-188.39
1594.50,-157.97,-188.64
1625.00,-159.06,-187.91
1655.50,-157.24,-186.45
1685.50,-158.68,-187.27
1715.50,-158.08,-186.75
1745.50,-156.87,-174.78
1775.00,-155.19,-151.10
