Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-1.03,0.44
3.00,-0.79,0.48
20.50,-0.82,1.50
50.00,-1.35,1.12
80.00,-0.52,1.60
110.50,-1.11,1.11
140.50,-24.09,20.36
170.50,-123.33,112.34
200.50,-158.05,157.63
230.50,-158.22,161.40
260.50,-157.51,160.32
290.50,-157.18,160.03
320.50,-157.72,160.06
350.50,-155.48,157.80
379.00,-156.45,157.47
409.00,-157.03,156.88
440.00,-158.98,157.99
470.00,-160.53,158.71
500.50,-160.72,158.04
530.50,-160.31,158.81
560.50,-161.47,157.66
590.50,-160.70,157.79
620.50,-161.81,158.26
650.50,-160.75,158.26
680.50,-161.71,157.98
696.50,-161.74,158.08
