Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,1.65,-0.84
4.50,1.59,-0.56
24.00,1.57,-1.36
54.50,1.54,-1.16
84.50,1.37,-0.44
114.50,1.59,-0.26
144.50,33.81,-21.58
174.50,107.25,-97.68
203.50,118.66,-121.71
233.00,121.41,-122.42
264.00,123.58,-123.08
294.50,123.58,-122.82
324.50,123.04,-123.09
353.50,120.34,-122.50
383.50,121.09,-121.93
414.50,122.04,-122.52
444.50,122.82,-121.63
474.50,123.49,-123.68
504.50,123.49,-122.88
534.50,123.25,-121.51
563.00,121.85,-121.27
592.50,121.53,-122.69
624.00,122.11,-121.99
654.50,122.31,-121.84
684.50,123.63,-122.47
714.50,122.46,-121.92
744.50,123.81,-119.97
774.50,122.92,-120.29
803.50,122.76,-122.19
833.50,121.67,-121.36
864.50,122.90,-120.66
894.50,122.43,-121.84
924.50,122.10,-122.32
954.50,122.53,-122.04
984.50,122.17,-120.94
1014.50,122.14,-121.21
1044.50,122.44,-121.98
1074.50,121.39,-121.57
1104.50,123.59,-118.91
1134.50,123.40,-119.76
1161.00,123.92,-120.83
1191.00,122.83,-121.58
1224.50,122.32,-118.04
1252.50,122.63,-117.64
1282.50,122.95,-129.31
1314.50,122.87,-122.37
1342.00,122.87,-118.81
1371.00,122.72,-121.79
1403.50,122.34,-120.22
1434.50,56.10,-63.29
1464.50,-24.89,8.28
1494.50,-67.81,66.19
1524.50,-70.51,78.42
1554.50,-68.47,79.53
1584.50,-70.85,76.54
1614.50,-71.24,75.14
1644.50,-70.65,76.19
1672.50,-70.61,77.19
1701.50,-70.50,77.66
1733.00,-69.95,77.56
1764.00,-70.73,77.78
1794.50,-70.35,77.79
1824.50,-70.73,77.59
1854.50,-71.05,77.42
1884.50,-69.94,77.77
1914.50,-70.21,78.10
1943.50,-68.76,78.16
1973.50,-71.07,77.79
2004.50,-70.95,77.38
2034.50,-70.64,78.14
2064.50,-71.14,77.66
2094.50,-71.02,78.05
2124.50,-71.06,77.43
2154.00,-70.91,77.51
2184.00,-71.45,77.94
2214.50,-70.49,77.49
