Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2,
291.50,1690.42,0.00,587.05,0.00,0.00,371.52,29.93,628.37,1501.79,84.49,657.05,2321.62,0.00,943.68,113.48,82.80,198.82,0.00,0.00,0.00
321.50,1371.68,0.00,2075.60,0.00,0.00,641.00,46.57,867.40,1425.97,101.14,313.73,1827.72,0.00,423.67,108.42,82.80,135.96,0.00,0.00,0.00
351.50,1090.15,0.00,2286.97,0.00,0.00,1003.93,36.13,895.34,1587.85,129.89,313.73,596.70,0.00,350.47,108.90,82.80,354.44,0.00,0.00,0.00
381.50,956.89,0.00,1855.09,347.60,0.00,1509.27,60.91,715.34,1635.12,127.50,313.73,213.93,0.00,316.59,102.69,85.72,679.87,0.00,0.00,0.00
411.50,947.65,0.00,1743.30,538.10,0.00,3165.16,140.09,647.29,1559.73,112.86,313.73,169.63,0.00,355.64,113.98,83.31,131.07,0.00,0.00,0.00
441.50,960.94,0.00,1683.37,536.20,0.00,2736.66,116.36,647.29,1773.10,97.17,313.73,131.25,0.00,339.97,111.16,83.31,131.07,0.00,0.00,0.00
471.50,995.96,0.00,1714.29,479.68,0.00,2182.42,133.17,647.29,1718.67,97.17,313.73,185.17,0.00,322.34,118.49,85.51,116.02,0.00,0.00,0.00
501.50,964.85,0.00,1716.27,196.98,0.00,2059.29,122.45,647.29,1507.59,100.77,313.73,151.06,0.00,370.49,128.07,86.41,180.25,0.00,0.00,0.00
531.50,978.80,0.00,1696.36,196.98,0.00,2046.54,97.09,647.29,1405.05,106.41,313.73,153.12,0.00,348.04,129.29,81.54,179.45,0.00,0.00,0.00
561.50,957.16,0.00,1662.50,196.98,0.00,2067.47,101.03,647.29,1366.84,91.37,313.73,162.10,0.00,356.10,141.08,84.37,171.82,0.00,0.00,0.00
591.50,970.30,0.00,1677.74,196.98,0.00,2081.96,64.39,662.75,1357.61,79.71,313.73,130.27,0.00,384.02,95.52,84.29,250.43,0.00,0.00,0.00
621.50,976.66,0.00,1647.55,196.98,0.00,2016.87,57.17,662.75,1464.49,79.71,313.73,120.16,0.00,345.66,141.30,87.34,250.43,0.00,0.00,0.00
651.50,941.91,0.00,1635.88,196.98,0.00,2049.10,58.00,652.17,1489.10,70.86,313.73,111.56,0.00,370.62,106.41,89.36,346.89,0.00,0.00,0.00
681.50,940.09,0.00,1620.81,196.98,0.00,2089.39,63.14,652.17,1411.03,70.86,313.73,130.18,0.00,356.58,106.36,89.72,199.97,0.00,0.00,0.00
711.50,906.42,0.00,1625.55,196.98,0.00,2043.14,55.81,652.17,1391.88,76.11,313.73,138.88,0.00,381.48,104.91,89.72,407.57,0.00,0.00,0.00
741.50,920.54,0.00,1627.89,196.98,0.00,2048.88,55.90,652.17,1329.79,73.73,313.73,138.88,0.00,372.74,129.66,89.72,493.56,0.00,0.00,0.00
771.50,894.67,0.00,1649.35,196.98,0.00,2064.78,44.78,692.86,1303.92,70.74,313.73,141.50,0.00,368.54,127.06,89.72,127.72,0.00,0.00,0.00
801.50,893.79,0.00,1610.06,196.98,0.00,2077.57,33.96,692.86,1271.99,73.60,313.73,158.66,0.00,365.39,113.62,89.72,150.30,0.00,0.00,0.00
831.50,874.93,0.00,1622.14,196.98,0.00,2086.11,32.68,728.77,1283.93,73.60,313.73,147.59,0.00,413.76,115.26,90.35,218.71,0.00,0.00,0.00
861.50,878.61,0.00,1614.75,196.98,0.00,2119.27,32.38,728.77,1162.94,68.91,313.73,163.69,0.00,365.08,111.67,86.24,514.43,0.00,0.00,0.00
891.50,828.65,0.00,1598.23,196.98,0.00,2123.47,33.66,728.77,1115.64,73.73,313.73,222.17,0.00,361.94,123.46,88.97,514.43,0.00,0.00,0.00
921.50,821.62,0.00,1606.91,196.98,0.00,2130.90,44.40,728.77,1135.06,72.73,313.73,182.77,0.00,414.33,104.78,87.83,436.56,0.00,0.00,0.00
951.50,843.53,0.00,1575.43,196.98,0.00,2103.76,31.68,748.61,1115.56,70.82,313.73,238.01,0.00,393.99,118.13,87.83,369.75,0.00,0.00,0.00
981.50,828.42,0.00,1567.54,196.98,0.00,2171.64,35.58,707.71,1090.79,71.11,313.73,174.16,0.00,384.15,140.95,87.83,369.75,0.00,0.00,0.00
1011.50,801.30,0.00,1594.23,196.98,0.00,2146.64,31.60,733.65,1190.66,69.99,313.73,243.40,0.00,344.55,122.76,87.83,508.82,0.00,0.00,0.00
1041.50,807.07,0.00,1618.07,196.98,0.00,2124.53,31.89,733.65,1141.93,69.99,313.73,230.85,0.00,373.05,125.09,87.83,686.30,0.00,0.00,0.00
1071.50,842.72,0.00,1556.82,196.98,0.00,2122.33,37.50,749.83,1119.22,69.99,313.73,208.84,0.00,421.98,162.05,87.83,888.57,0.00,0.00,0.00
1100.50,815.58,0.00,1577.03,196.98,0.00,2150.56,38.92,749.83,1011.90,64.94,313.73,180.45,0.00,352.64,144.61,87.83,511.56,0.00,0.00,0.00
1130.00,892.00,0.00,1549.23,196.98,0.00,2127.31,31.56,749.83,1162.28,64.94,313.73,169.21,0.00,385.51,137.20,93.61,339.72,0.00,0.00,0.00
1161.00,831.66,0.00,1579.39,196.98,0.00,2112.06,34.18,720.94,1292.51,65.86,313.73,192.17,0.00,376.62,132.71,92.29,484.63,0.00,0.00,0.00
1191.50,876.36,0.00,1617.89,196.98,0.00,2079.50,40.53,729.38,1347.70,62.93,313.73,227.79,0.00,376.49,143.52,91.25,270.39,0.00,0.00,0.00
1221.50,877.95,0.00,1607.02,196.98,0.00,2145.65,38.27,728.16,1294.73,68.91,313.73,223.27,0.00,388.09,134.71,93.26,270.39,0.00,0.00,0.00
1251.50,937.21,0.00,1577.52,196.98,0.00,2125.96,41.91,720.53,1230.94,71.75,313.73,177.59,0.00,393.10,130.17,93.26,270.39,100.25,0.00,0.00
1281.50,983.77,0.00,1565.27,196.98,0.00,2127.88,52.43,743.11,1161.21,71.84,313.73,201.95,0.00,413.29,146.27,93.53,270.39,100.25,0.00,0.00
1311.50,957.23,0.00,1621.00,196.98,0.00,2079.11,49.28,701.61,1291.12,67.08,313.73,183.77,0.00,376.64,161.63,95.31,214.54,100.25,0.00,0.00
1341.50,963.96,0.00,1647.84,196.98,0.00,2032.20,34.33,715.65,1406.11,67.08,313.73,178.63,0.00,373.67,170.54,98.08,222.90,107.12,0.00,0.00
1371.50,951.55,0.00,1660.93,196.98,0.00,2081.55,28.60,709.24,1420.87,71.05,313.73,140.14,0.00,365.02,122.22,98.08,341.90,107.12,0.00,0.00
1401.50,905.06,0.00,1617.56,196.98,0.00,2161.41,32.90,709.24,1493.25,70.82,313.73,156.90,0.00,366.30,169.14,94.64,347.50,107.12,0.00,0.00
1431.50,830.58,0.00,1639.47,196.98,0.00,2125.54,34.08,709.24,1422.33,73.79,313.73,151.25,0.00,394.71,94.24,94.64,347.50,107.12,0.00,0.00
1461.50,758.83,0.00,1628.96,196.98,0.00,2066.44,56.98,633.86,1450.22,70.09,313.73,152.96,0.00,372.77,123.55,94.64,123.75,107.12,0.00,0.00
1491.50,635.08,0.00,1543.72,276.49,0.00,2125.67,79.36,633.86,1381.37,71.29,313.73,139.80,0.00,372.74,163.73,94.64,354.82,103.91,0.00,0.00
1521.50,456.55,0.00,1470.66,282.90,0.00,2054.82,54.59,633.86,1361.26,73.73,313.73,152.90,0.00,384.02,169.02,99.08,354.82,103.91,0.00,0.00
1551.50,177.02,0.00,1416.61,347.17,0.00,2024.57,55.31,589.10,1096.82,73.73,313.73,168.00,0.00,352.43,131.44,99.98,354.82,103.91,0.00,0.00
1581.50,181.12,0.00,1257.65,229.76,0.00,1919.89,48.33,531.32,891.71,73.73,313.73,131.56,0.00,385.44,141.79,100.89,354.82,103.91,0.00,0.00
1611.50,112.26,0.00,1035.52,260.87,0.00,1817.35,36.07,484.93,549.63,68.12,313.73,154.88,0.00,386.24,162.15,99.96,660.31,103.91,0.00,0.00
1641.50,112.26,0.00,860.82,260.87,0.00,1711.76,27.80,504.46,538.46,66.96,313.73,106.45,0.00,362.74,178.17,99.59,132.75,103.91,0.00,0.00
1671.50,112.26,0.00,797.04,260.87,0.00,1506.50,27.53,504.46,503.63,68.85,313.73,123.29,0.00,383.61,198.44,98.85,132.75,103.91,0.00,0.00
1701.50,112.26,0.00,740.43,260.87,0.00,1210.18,17.50,504.46,451.36,71.78,313.73,180.06,0.00,386.17,176.09,98.13,132.75,101.17,0.00,0.00
1731.50,112.26,0.00,671.19,260.87,0.00,1134.87,18.38,504.46,388.80,64.39,313.73,122.48,0.00,365.25,140.92,98.70,132.75,101.17,0.00,0.00
1761.50,112.26,0.00,597.71,260.87,0.00,1097.59,8.69,424.51,259.06,65.13,313.73,146.02,0.00,355.53,166.32,98.70,307.06,101.17,0.00,0.00
1791.50,112.26,0.00,515.72,260.87,0.00,1035.03,11.26,424.51,153.23,64.31,313.73,173.49,0.00,396.67,223.34,102.97,307.06,101.17,0.00,0.00
1820.50,112.26,0.00,417.70,260.87,0.00,964.23,11.93,397.04,117.34,66.83,313.73,186.60,0.00,359.31,179.05,102.97,307.06,101.17,0.00,0.00
1849.50,112.26,0.00,355.79,260.87,0.00,928.71,11.44,397.04,108.42,64.94,313.73,167.16,0.00,342.90,124.46,104.92,232.73,101.17,0.00,0.00
1879.50,112.26,0.00,312.73,260.87,0.00,744.67,10.59,397.04,102.69,64.94,313.73,110.54,0.00,381.36,209.42,104.86,168.92,101.17,0.00,0.00
1910.50,112.26,0.00,287.08,260.87,0.00,613.36,10.77,376.90,102.69,66.10,313.73,207.27,0.00,371.73,200.14,104.86,898.45,101.17,0.00,0.00
1941.50,112.26,0.00,228.96,260.87,0.00,522.98,11.93,398.57,102.69,65.27,313.73,124.43,0.00,372.62,191.21,104.86,428.03,101.17,0.00,0.00
1971.50,112.26,0.00,198.01,260.87,0.00,502.63,10.96,398.57,102.69,66.83,313.73,132.75,0.00,345.83,177.23,102.13,404.94,101.17,0.00,0.00
2001.50,112.26,0.00,133.88,260.87,0.00,425.85,10.13,398.57,102.69,63.05,313.73,156.28,0.00,347.32,174.90,101.05,616.68,101.17,0.00,0.00
2031.50,112.26,0.00,148.41,260.87,0.00,427.44,10.13,330.51,102.69,64.07,313.73,140.50,0.00,346.49,182.00,101.05,543.48,101.17,0.00,0.00
2061.50,112.26,0.00,145.53,260.87,0.00,404.69,10.28,367.95,102.69,59.75,313.73,236.04,0.00,335.00,136.96,101.05,726.90,101.17,0.00,0.00
2091.50,112.26,0.00,148.65,260.87,0.00,394.90,10.28,367.95,102.69,59.75,313.73,160.72,0.00,355.67,135.35,103.98,296.84,101.17,0.00,0.00
2121.00,112.26,0.00,154.70,260.87,0.00,394.99,10.28,335.39,102.69,60.12,313.73,172.40,0.00,342.01,164.95,105.06,143.82,101.17,0.00,0.00
2150.50,112.26,0.00,144.68,260.87,0.00,386.66,10.28,383.61,102.69,61.52,313.73,134.06,0.00,351.73,176.09,107.97,155.34,101.17,0.00,0.00
2180.50,112.26,0.00,106.13,260.87,0.00,382.34,10.28,336.61,102.69,61.04,313.73,139.95,0.00,381.42,158.96,108.95,154.27,101.17,0.00,0.00
2211.00,112.26,0.00,145.10,260.87,0.00,380.94,10.28,336.61,102.69,61.04,313.73,141.99,0.00,334.70,159.72,108.95,122.99,101.17,0.00,0.00
2241.50,112.26,0.00,103.12,260.87,0.00,340.33,10.28,336.61,102.69,62.07,313.73,125.01,0.00,347.19,151.61,107.00,122.99,101.17,0.00,0.00
2271.50,112.26,0.00,133.19,260.87,0.00,354.10,10.28,378.73,102.69,62.01,313.73,116.37,0.00,363.88,176.73,107.48,381.78,101.17,0.00,0.00
2301.50,112.26,0.00,165.10,260.87,0.00,362.49,10.28,336.61,102.69,67.90,313.73,172.60,0.00,342.58,195.62,107.44,401.11,101.17,0.00,0.00
2331.50,112.26,0.00,139.31,260.87,0.00,411.22,10.28,383.00,102.69,67.90,313.73,89.94,0.00,336.28,192.23,106.44,424.31,101.17,0.00,0.00
2361.50,112.26,0.00,127.68,260.87,0.00,392.16,10.28,333.56,102.69,67.90,313.73,125.85,0.00,368.96,204.96,110.81,237.67,101.17,0.00,0.00
2391.50,112.26,0.00,123.41,260.87,0.00,373.48,10.28,333.56,102.69,67.93,313.73,95.70,0.00,363.81,174.63,110.84,714.43,101.17,0.00,0.00
