Time,South Central Fans,North Central Fans
s,C,C
0.00,22.48,22.58
9.00,22.48,22.58
32.50,22.48,22.58
62.50,22.48,22.58
92.50,22.48,22.58
122.50,22.48,22.58
152.50,22.83,22.58
182.50,36.10,22.47
212.50,40.57,22.47
242.50,40.87,22.47
272.50,42.03,22.47
301.50,42.87,22.47
330.50,43.17,22.47
361.00,43.70,22.47
392.00,43.70,22.47
422.50,43.79,22.47
452.50,44.50,22.47
482.50,44.95,22.47
512.50,45.25,22.47
542.50,45.27,22.47
572.50,45.47,22.47
602.50,46.12,22.47
632.50,46.39,22.47
662.50,46.50,22.47
692.00,46.37,22.47
722.00,46.46,22.47
752.50,46.55,22.47
782.50,46.45,22.47
812.50,46.60,22.47
841.50,47.12,22.47
869.50,47.35,22.47
898.00,47.26,22.47
929.50,47.43,22.52
961.50,48.02,22.52
991.00,47.84,22.52
1021.00,48.00,22.52
1051.00,48.08,22.52
1080.50,48.00,22.52
1111.00,47.92,22.52
1141.50,48.24,22.52
1171.50,48.22,22.52
1201.00,48.39,22.52
1231.00,48.51,22.52
1261.50,48.50,22.52
1291.50,48.50,22.52
1321.50,49.51,22.55
1351.50,53.29,22.55
1381.50,54.70,22.55
1411.50,53.80,22.55
1441.50,54.86,22.55
1471.50,54.80,22.55
1501.00,55.35,22.55
1531.00,55.28,22.55
1561.50,55.98,22.55
1591.50,56.66,22.55
1621.50,56.66,22.55
1651.50,57.09,22.55
1681.50,57.31,22.55
1711.50,57.90,22.55
1741.50,58.20,22.55
1771.50,58.63,22.55
1801.50,59.57,22.55
1831.00,60.13,22.55
1861.00,57.55,22.55
1891.50,53.24,22.55
1921.50,48.43,22.55
1951.50,44.80,22.55
1981.50,42.09,22.55
2011.50,39.96,22.55
2041.50,38.29,22.55
2071.50,37.64,22.55
2101.50,36.32,22.55
2131.50,35.60,22.55
2161.50,34.97,22.55
