Time,South Central Fans,North Central Fans
s,m3/s,m3/s
0.00,-1.41,0.22
11.00,-1.62,0.07
36.50,-1.60,0.34
66.50,-1.45,0.46
96.00,-1.50,0.49
125.50,-1.82,0.34
155.50,-53.10,-45.97
186.00,-78.41,-88.19
216.50,-78.82,-91.77
246.00,-79.40,-92.20
276.00,-79.99,-92.29
306.00,-79.23,-90.38
335.50,-79.57,-91.14
365.50,-79.26,-90.72
395.50,-79.40,-90.96
426.00,-79.78,-91.27
456.00,-79.16,-91.58
485.50,-78.91,-91.44
516.00,-77.97,-91.24
546.00,-79.10,-91.38
576.00,-79.85,-90.58
606.00,-79.50,-91.36
635.50,-78.93,-91.66
665.50,-79.16,-91.19
695.50,-78.96,-91.56
724.50,-79.41,-91.59
753.50,-79.13,-91.60
784.50,-79.95,-92.37
816.00,-79.32,-90.33
846.50,-79.63,-89.77
875.00,-79.67,-90.76
903.50,-79.41,-91.59
934.50,-79.93,-91.74
965.50,-78.96,-92.07
995.50,-79.44,-90.18
1025.50,-79.56,-91.22
1054.50,-79.79,-90.74
1084.50,-79.30,-90.88
1115.50,-79.63,-91.39
1145.50,-79.45,-89.96
1175.50,-79.10,-91.38
1205.50,-78.88,-91.03
1235.50,-79.26,-90.21
1265.50,-79.23,-90.05
1295.50,-78.39,-90.62
1325.50,-78.67,-91.87
1355.50,-79.03,-91.47
1385.50,-78.82,-91.65
1415.50,-78.43,-92.49
1445.50,-79.44,-93.05
1474.50,-78.91,-91.69
1504.50,-79.55,-91.74
1535.50,-79.43,-91.19
1565.50,-79.15,-91.41
1595.50,-79.19,-93.76
1624.50,-79.34,-92.69
1654.50,-78.91,-92.65
1685.50,-88.05,-90.54
1715.50,-110.18,-65.02
1745.50,-113.65,-55.70
1775.50,-112.74,-53.42
