Time,CT214J3,CT214F2,CT209J3,CT209F2,CT209C2,CT207J3,CT207F2,CT207C2,CT307J3,CT307F2,CT307C2,CT302J3,CT302F2,CT302C2,CT301J3,CT301F2,CT301C2,CT202J3,CT202F2,CT202C2
s,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
0.00,352.23,77.07,97.62,398.01,13.82,0.00,65.24,4.79,732.59,282.36,32.27,0.30,27.26,8.12,44.10,33.87,44.98,557.85,0.30,0.00
5.00,343.89,70.74,82.16,406.16,13.90,0.00,62.76,8.85,742.81,271.09,32.72,0.30,36.93,8.12,44.10,33.87,43.66,580.69,0.30,0.00
24.50,360.70,91.25,100.02,374.24,14.90,0.00,70.27,2.99,742.81,289.23,38.15,0.30,34.79,8.12,44.10,33.87,43.29,592.70,0.30,0.00
54.50,360.66,78.53,72.10,388.19,14.40,0.00,86.53,4.70,725.41,272.86,31.25,0.30,28.99,8.12,44.56,33.87,44.04,586.99,0.30,0.00
84.50,347.45,74.67,91.18,398.96,14.65,0.00,62.01,9.83,766.92,282.47,36.19,0.30,195.80,3.11,44.56,33.87,43.86,639.45,0.30,0.00
114.50,336.85,76.83,90.64,400.31,13.40,0.00,73.17,9.83,766.92,289.31,36.19,0.30,1093.51,10.93,44.56,33.87,48.07,673.69,0.30,0.00
144.50,342.76,86.98,95.59,402.58,13.97,0.00,58.59,3.01,725.41,294.25,36.13,90.03,2204.28,15.12,27.16,81.48,50.30,679.74,0.30,0.00
174.50,318.48,64.28,70.07,400.22,13.58,0.00,89.23,4.60,769.77,269.34,36.13,271.92,2621.58,13.98,87.38,317.03,51.58,715.95,0.30,0.00
204.50,302.68,65.06,94.02,392.42,12.21,0.00,71.87,9.83,813.92,1294.01,37.46,589.46,2681.70,13.98,538.42,383.56,57.68,750.47,0.30,0.00
234.50,303.07,61.95,99.85,400.38,11.88,0.00,73.55,6.42,867.02,2121.19,36.48,806.23,2688.64,22.77,1147.48,329.94,62.44,738.36,0.30,0.00
263.50,268.70,70.68,94.65,399.25,13.71,109.15,723.02,6.42,898.96,2145.21,39.08,882.28,2308.08,43.71,1638.21,321.72,69.80,735.98,0.30,0.00
293.50,310.59,60.56,228.99,377.85,13.35,519.37,2405.95,11.82,1205.56,2105.70,47.55,801.83,1551.03,66.88,1390.35,117.80,112.20,727.82,0.30,0.00
324.50,555.43,65.75,1472.60,417.10,12.21,1891.91,2464.94,31.47,1375.85,1946.92,47.85,393.20,1290.33,52.09,503.98,23.29,96.57,733.67,0.30,0.00
354.50,1781.78,48.78,1814.04,554.58,28.03,2112.24,2381.61,53.41,1225.91,1830.73,47.85,85.65,923.78,63.78,222.29,23.29,84.36,748.96,0.30,0.00
384.50,1920.17,66.96,1609.69,862.63,24.76,1708.28,2095.11,33.26,1166.70,1695.05,47.85,15.56,620.17,52.06,228.27,23.29,78.19,766.92,0.30,0.00
414.50,1646.45,46.03,1379.24,720.98,24.48,1484.57,2039.90,30.86,1163.04,1610.74,48.22,31.28,469.27,42.30,204.90,23.29,72.45,791.83,0.30,0.00
444.50,1487.32,52.52,1293.90,666.02,28.52,1404.69,1857.58,23.38,1163.04,1584.37,49.85,20.75,434.17,37.70,214.99,32.35,67.44,756.31,0.30,0.00
