Time,214-VF,209-VF,208-VF,207-VF,307-VF,305-VF,304-VF,302-VF,301-VF,202-VF
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.0,-204.1,-245.9,-236.7,-251.8,-227.2,-206.3,-208.5,-202.4,-224.9,-206.8
0.0,-204.2,-229.3,-238.3,-258.6,-239.2,-206.2,-206.8,-203.6,-224.5,-207.4
0.0,-210.2,-246.5,-246.0,-252.7,-227.6,-209.6,-208.7,-206.1,-225.2,-204.0
0.0,-210.9,-228.9,-235.1,-248.7,-228.5,-207.2,-208.9,-204.5,-226.5,-210.6
0.0,-196.4,-247.9,-245.0,-239.6,-228.7,-206.3,-206.9,-202.5,-223.1,-205.8
0.0,-206.4,-247.7,-240.4,-255.7,-222.8,-203.2,-204.5,-198.0,-221.8,-205.1
0.0,-201.5,-245.6,-233.0,-240.3,-220.8,-201.1,-201.0,-201.0,-223.6,-206.8
0.0,-202.1,-245.3,-233.8,-250.5,-225.1,-202.6,-204.9,-203.3,-224.2,-207.2
0.0,-207.4,-256.3,-230.6,-251.7,-241.3,-205.5,-206.6,-206.7,-226.3,-206.5
0.0,-198.1,-243.0,-235.6,-243.1,-224.7,-202.7,-206.7,-207.8,-230.7,-206.0
0.0,-199.4,-252.8,-230.5,-243.9,-226.3,-204.8,-207.8,-213.3,-236.1,-207.6
13.5,-194.4,-234.0,-220.6,-235.9,-225.0,-194.8,-229.1,-215.2,-239.7,-219.0
40.5,-189.8,-243.5,-192.4,-222.1,-193.9,-176.1,-268.0,-250.1,-256.2,-236.8
70.5,-150.8,-184.2,-162.0,-171.2,-175.0,-155.4,-303.7,-250.5,-255.5,-235.1
100.0,-153.9,-187.1,-169.3,-194.1,-164.7,-155.5,-325.0,-239.4,-259.5,-226.5
130.0,-150.2,-163.5,-170.4,-149.0,-167.3,-152.9,-313.0,-251.3,-269.1,-228.3
161.5,-151.5,-157.2,-183.9,-193.6,-170.0,-148.9,-307.1,-255.2,-266.6,-227.9
191.5,-152.4,-198.8,-161.2,-177.0,-159.0,-155.4,-317.5,-258.7,-270.2,-228.0
221.5,-149.7,-200.8,-187.0,-175.2,-165.4,-152.0,-325.1,-263.3,-275.1,-237.4
251.5,-147.6,-199.0,-179.4,-176.9,-159.8,-153.3,-315.3,-260.6,-267.9,-229.7
281.0,-143.7,-199.8,-175.1,-176.4,-164.7,-153.0,-318.1,-260.9,-274.5,-229.9
311.0,-148.7,-188.3,-195.5,-153.7,-163.4,-153.6,-324.8,-267.3,-275.9,-234.9
341.5,-147.3,-167.0,-177.8,-152.2,-154.9,-147.9,-347.4,-270.8,-286.8,-225.5
371.5,-126.9,-180.6,-163.9,-134.7,-137.6,-136.9,-294.3,-243.2,-246.1,-211.9
401.5,-126.4,-170.3,-126.0,-122.0,-115.9,-128.8,-288.4,-229.1,-238.5,-201.5
431.5,-124.5,-126.3,-127.1,-118.9,-125.6,-134.0,-282.2,-230.2,-239.4,-198.4
461.5,-122.1,-161.9,-157.9,-117.6,-124.7,-130.2,-283.3,-226.9,-233.9,-195.9
491.5,-124.0,-127.7,-174.0,-117.0,-123.7,-131.1,-282.6,-230.7,-237.6,-195.9
521.5,-117.2,-176.8,-150.8,-117.4,-123.0,-128.1,-278.1,-230.8,-235.2,-196.5
551.5,-119.0,-136.4,-112.1,-116.7,-122.7,-128.7,-284.9,-230.8,-237.0,-194.5
581.5,-115.9,-143.4,-147.6,-112.3,-122.0,-124.1,-281.1,-221.5,-241.9,-194.6
611.5,-123.2,-173.4,-156.9,-164.2,-135.1,-140.4,-310.0,-249.1,-259.2,-204.8
641.5,-133.9,-152.4,-181.8,-161.4,-148.9,-137.5,-312.3,-260.8,-275.9,-226.4
670.5,-142.4,-167.1,-182.9,-171.4,-153.8,-153.8,-319.8,-266.5,-279.8,-236.1
700.5,-149.4,-176.5,-186.0,-184.2,-165.8,-156.8,-327.5,-268.3,-281.0,-231.1
731.5,-150.2,-168.0,-162.3,-180.5,-152.0,-156.6,-312.6,-263.9,-275.9,-238.9
761.5,-151.4,-202.2,-185.6,-163.6,-163.1,-155.2,-320.5,-262.9,-279.9,-231.6
790.0,-145.1,-157.1,-169.8,-198.1,-156.0,-157.8,-314.9,-267.2,-278.8,-235.4
820.0,-139.5,-182.4,-168.9,-167.0,-154.9,-152.4,-322.3,-266.7,-276.0,-236.7
851.5,-139.9,-187.9,-180.1,-178.7,-159.2,-152.5,-328.0,-268.5,-278.2,-239.7
881.5,-140.1,-172.9,-184.5,-173.6,-149.5,-154.8,-327.4,-268.0,-289.4,-241.8
911.5,-141.4,-175.8,-170.4,-147.6,-163.9,-158.5,-323.5,-266.2,-281.3,-239.6
941.5,-150.0,-190.2,-162.2,-184.3,-157.3,-158.6,-329.2,-268.5,-283.0,-239.0
971.5,-145.4,-165.4,-186.4,-172.8,-155.5,-154.6,-342.8,-275.0,-289.8,-248.2
1001.5,-141.9,-171.6,-170.5,-160.3,-157.8,-155.3,-332.7,-276.0,-290.7,-249.6
1028.0,-166.1,-213.3,-172.9,-173.5,-167.5,-167.5,-352.1,-291.8,-307.3,-264.0
1058.0,-172.2,-198.9,-175.7,-180.7,-173.5,-172.2,-357.5,-295.8,-313.9,-270.7
1091.5,-174.7,-210.5,-175.2,-173.1,-180.7,-174.8,-354.7,-294.2,-311.6,-272.5
1120.5,-159.4,-203.3,-164.2,-180.8,-172.3,-169.7,-355.7,-288.8,-297.3,-257.9
1150.5,-150.3,-191.0,-149.3,-174.1,-154.5,-151.8,-343.0,-278.2,-287.6,-245.1
1181.5,-143.3,-170.3,-151.3,-170.9,-151.2,-155.0,-324.4,-275.4,-286.2,-240.3
1208.5,-153.0,-188.8,-152.1,-161.1,-157.5,-151.7,-338.4,-273.5,-287.9,-246.1
1237.0,-155.8,-198.5,-153.6,-177.4,-155.5,-153.0,-336.7,-270.5,-291.2,-246.8
1268.5,-146.2,-160.5,-153.0,-168.7,-157.1,-156.0,-332.8,-273.8,-285.5,-243.6
1299.0,-138.4,-133.8,-137.6,-154.5,-141.7,-143.5,-321.5,-259.9,-285.6,-227.8
1330.5,-128.3,-144.2,-126.0,-153.0,-128.6,-134.5,-288.4,-237.8,-245.5,-212.9
1361.5,-122.8,-138.7,-122.0,-133.3,-117.0,-126.1,-291.5,-238.1,-242.3,-203.5
1390.5,-123.1,-143.0,-124.3,-140.7,-125.9,-131.3,-297.8,-237.0,-240.7,-203.4
1420.5,-122.4,-136.6,-121.1,-141.2,-124.9,-129.8,-285.1,-233.4,-241.2,-206.3
1451.5,-122.7,-129.3,-121.5,-137.6,-121.3,-129.1,-290.8,-233.9,-239.9,-202.7
1481.5,-118.8,-131.1,-118.5,-123.8,-122.7,-123.8,-289.6,-233.6,-237.5,-199.7
1511.5,-117.0,-126.3,-119.0,-130.8,-123.7,-126.4,-284.9,-231.5,-238.9,-201.8
1541.5,-116.2,-138.3,-122.3,-144.6,-128.3,-128.2,-296.9,-229.9,-241.0,-201.1
1571.5,-144.7,-173.2,-147.8,-164.7,-148.7,-148.4,-330.7,-263.3,-281.9,-229.5
1601.5,-150.1,-182.3,-151.5,-181.0,-152.1,-153.9,-332.7,-271.3,-294.1,-245.3
1631.0,-145.9,-193.8,-154.5,-166.2,-159.9,-153.6,-331.8,-272.7,-291.4,-247.7
1660.0,-148.7,-184.2,-151.2,-169.6,-154.4,-154.4,-344.3,-277.3,-288.1,-266.3
1690.0,-140.2,-191.5,-151.1,-177.3,-154.8,-153.4,-327.6,-275.9,-293.1,-249.8
1721.0,-141.4,-183.0,-152.2,-157.1,-156.5,-156.1,-334.5,-274.2,-292.5,-250.7
1751.0,-150.5,-200.3,-155.0,-168.7,-159.7,-158.5,-335.4,-275.7,-293.6,-250.6
1780.5,-145.8,-197.4,-153.5,-165.8,-157.9,-156.6,-351.8,-279.9,-299.2,-250.2
1809.5,-143.9,-181.0,-151.8,-168.9,-153.5,-155.0,-347.7,-279.0,-291.7,-254.3
1840.0,-146.1,-181.8,-150.0,-169.8,-149.9,-154.1,-343.6,-277.9,-289.3,-248.8
1871.5,-147.0,-180.6,-150.0,-168.4,-154.3,-154.0,-356.2,-282.1,-293.2,-247.8
1901.5,-147.5,-177.8,-151.5,-166.5,-155.9,-155.1,-350.3,-284.6,-289.9,-242.3
1931.0,-159.8,-182.6,-163.8,-178.8,-166.2,-167.0,-321.7,-259.6,-272.3,-226.0
1960.5,-173.9,-212.6,-187.9,-201.2,-190.5,-184.5,-263.5,-226.2,-254.0,-216.1
1989.5,-190.5,-244.9,-199.2,-220.8,-205.1,-193.8,-246.7,-230.6,-260.7,-228.1
2019.5,-198.9,-243.2,-208.9,-221.0,-212.0,-203.7,-261.3,-227.0,-255.3,-227.7
2051.0,-198.2,-239.7,-208.6,-221.1,-214.8,-202.7,-243.6,-218.0,-247.3,-225.3
2081.0,-201.8,-254.4,-211.1,-213.3,-212.9,-207.2,-230.0,-209.0,-245.8,-224.2
2105.0,-212.4,-279.3,-208.2,-205.4,-214.9,-202.1,-227.6,-214.0,-240.1,-220.6
2135.0,-212.6,-248.1,-210.6,-216.6,-219.0,-204.0,-225.2,-209.7,-237.4,-220.6
2171.0,-211.3,-253.1,-215.1,-215.0,-217.1,-206.2,-221.3,-215.8,-238.2,-223.5
