Time,Loop 214,Loop 209,Loop 208,Loop 207,Loop 307,Loop 305,Loop 304,Loop 302,Loop 301,Loop 202
s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s,m3/s
0.00,-479.66,-418.01,-424.89,-404.47,-353.93,-318.80,-325.53,-354.52,-362.95,-440.15
7.00,-477.97,-414.54,-421.98,-401.50,-354.18,-318.57,-330.24,-355.78,-363.80,-446.20
27.00,-474.49,-415.57,-412.40,-403.78,-351.90,-314.50,-339.24,-362.18,-374.42,-445.55
57.00,-476.40,-401.37,-411.98,-402.02,-350.98,-320.24,-338.84,-363.96,-379.22,-442.85
88.50,-473.91,-409.69,-417.39,-411.26,-350.21,-317.98,-339.05,-367.04,-379.59,-444.29
117.50,-466.33,-411.90,-404.32,-398.98,-351.40,-317.34,-340.11,-364.63,-381.58,-443.53
147.50,-476.73,-413.46,-410.03,-392.00,-348.13,-314.90,-340.52,-364.09,-376.08,-439.01
178.50,-455.51,-407.10,-402.32,-388.03,-348.33,-312.08,-337.73,-361.57,-375.25,-437.95
208.50,-441.13,-378.87,-393.10,-376.14,-345.58,-311.21,-333.68,-360.72,-368.18,-427.16
238.50,-441.85,-379.66,-389.51,-368.83,-341.82,-307.99,-332.46,-356.40,-366.43,-425.32
267.50,-435.20,-362.88,-374.48,-360.27,-336.91,-309.17,-331.18,-351.35,-364.76,-414.60
297.50,-425.95,-351.40,-372.78,-358.17,-335.78,-302.90,-330.55,-347.30,-358.44,-412.89
328.50,-414.72,-346.29,-354.82,-349.40,-325.07,-302.08,-326.96,-344.79,-349.40,-406.53
358.50,-407.22,-338.10,-365.72,-344.44,-322.31,-300.54,-325.67,-343.83,-351.46,-403.25
388.50,-393.56,-331.77,-357.18,-332.21,-320.42,-297.39,-323.10,-335.22,-339.65,-390.91
418.50,-380.74,-322.12,-343.72,-330.26,-313.42,-293.79,-321.25,-332.25,-337.47,-389.46
448.50,-381.19,-311.64,-329.72,-233.57,-286.22,-286.16,-328.01,-330.04,-327.68,-379.13
478.50,-373.33,-317.43,-336.55,-201.32,-275.62,-286.57,-325.60,-335.33,-317.53,-374.71
508.50,-381.04,-304.22,-328.80,-196.79,-272.09,-284.90,-314.41,-326.29,-316.56,-379.91
538.50,-378.71,-301.43,-326.50,-190.91,-264.85,-282.57,-319.41,-328.42,-312.14,-371.69
568.50,-358.18,-288.31,-238.95,-174.76,-270.15,-277.60,-314.18,-314.51,-305.37,-354.30
598.50,-350.15,-297.47,-202.03,-161.12,-269.46,-275.98,-312.10,-315.49,-297.24,-358.70
628.50,-351.36,-276.31,-186.06,-166.30,-263.53,-272.23,-310.53,-307.83,-293.82,-358.23
657.50,-336.01,-200.21,-174.07,-154.04,-258.82,-266.12,-303.01,-302.59,-289.66,-350.28
686.50,-325.92,-155.59,-172.75,-143.21,-244.09,-259.87,-299.01,-292.64,-278.78,-342.15
717.00,-327.06,-126.76,-183.81,-141.08,-244.84,-259.68,-296.69,-295.10,-278.45,-339.63
748.00,-323.25,-109.92,-192.45,-133.63,-242.85,-251.07,-289.65,-284.13,-269.25,-332.11
778.50,-313.37,-96.41,-183.78,-120.14,-235.11,-241.92,-283.93,-274.82,-260.65,-323.28
808.50,-295.98,-83.02,-155.97,-102.79,-223.27,-229.00,-274.27,-260.91,-245.05,-319.15
838.50,-285.61,-74.98,-149.34,-94.37,-222.41,-221.65,-262.60,-250.42,-240.74,-299.33
868.50,-275.05,-62.30,-146.25,-165.60,-187.94,-202.96,-250.38,-234.96,-225.17,-278.65
898.50,-257.71,-54.43,-145.96,-181.21,-185.60,-189.43,-254.92,-229.18,-219.69,-271.17
928.50,-259.69,-50.12,-168.77,-188.38,-190.45,-189.06,-247.57,-224.53,-218.80,-269.74
958.50,-254.19,-42.15,-150.78,-186.56,-187.73,-187.65,-243.23,-222.59,-211.93,-268.24
988.50,-234.73,-33.16,-155.65,-172.84,-177.40,-177.41,-233.37,-205.51,-196.83,-248.28
1018.50,-215.28,-16.29,-156.84,-161.05,-163.44,-163.69,-225.79,-200.00,-184.16,-236.77
1048.50,-220.11,-22.69,-162.75,-160.31,-160.95,-161.35,-228.25,-194.48,-183.69,-234.31
1078.50,-219.74,-36.94,-164.28,-158.37,-159.49,-159.58,-226.78,-196.48,-183.44,-230.07
1107.00,-202.21,-79.74,-147.97,-142.08,-143.83,-143.38,-208.59,-178.42,-164.94,-210.11
1136.00,-168.12,-110.62,-126.62,-125.11,-127.31,-125.94,-190.62,-163.47,-149.19,-186.72
1167.50,-158.78,-114.12,-119.60,-117.89,-119.44,-120.81,-177.72,-153.05,-146.02,-180.60
1198.50,-156.06,-113.87,-114.62,-114.59,-116.53,-119.71,-176.17,-149.25,-141.86,-176.04
1228.50,-153.82,-116.19,-114.78,-114.94,-115.28,-118.85,-182.93,-151.32,-141.54,-172.71
